ISU GP 2017 Skate Canada International,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
1 Kaetlyn OSMOND CAN  11  136.85,,65.95,71.90,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 Info J4 J5",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3F+3T  9.60 -1.40 -3 -2 -2 -2 -2,,-1 -2,-2 -2,8.20,
2 2A+3T  7.60  1.70 2 3 3 2 2,,3 2,2 3,9.30,
3 3Lz  6.00  1.70 2 3 3 3 2,,3 2,2 2,7.70,
4 FCCoSp4  3.50  0.79 1 2 1 2 2,,2 1,1 2,4.29,
5 LSp4  2.70  0.86 2 2 1 2 1,,2 2,1 2,3.56,
6 3Lo  5.61 x  1.60 2 3 3 2 2,,3 2,2 2,7.21,
7 2F  2.09 x  0.21 1 1 0 0 1,,2 1,0 1,2.30,
8 3S+2T+2Lo  8.25 x  1.20 2 2 2 1 2,,3 2,1 1,9.45,
9 StSq3  3.30  1.07 1 3 2 2 2,,3 2,2 2,4.37,
10 ChSq1  2.00  1.80 2 3 3 3 2,,3 3,2 2,3.80,
11 2A  3.63 x -1.50 -3 -3 -3 -3 -3,,-2 -3,-3 -3,2.13,
12 CCoSp3  3.00  0.64 1 2 1 1 1,,2 0,1 2,3.64,
57.28,,,,65.95,
Program Components Factor,,,,,
Skating Skills  1.60 9.25 9.25 9.25 8.50 8.75,,9.50 8.75,8.50 9.00,8.96,
Transitions  1.60 8.25 9.00 9.00 8.50 8.75,,9.50 9.00,8.50 9.00,8.82,
Performance  1.60 8.75 8.75 8.75 8.25 8.50,,9.50 9.50,8.50 9.25,8.86,
Composition  1.60 8.75 9.50 9.00 9.00 9.00,,9.75 9.25,8.75 9.25,9.11,
Interpretation of the Music  1.60 9.00 9.50 9.50 8.75 9.25,,9.75 9.25,8.75 9.00,9.18,
Judges Total Program Component Score (factored),,,,71.90,
Deductions Falls: -1.00(1),,,,-1.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
2 Maria SOTSKOVA RUS  10  126.42,,61.34,65.08,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 3Lz<+3T <  8.50 -0.10 0 0 0 -1 -1,,0 2,0 0,8.40,
2 3F  5.30  1.00 1 2 2 2 1,,2 1,1 1,6.30,
3 LSp4  2.70  0.79 1 2 2 2 1,,1 2,1 2,3.49,
4 StSq4  3.90  1.10 1 2 3 2 1,,2 2,1 1,5.00,
5 3Lo  5.61 x  0.90 1 2 2 1 1,,1 1,2 1,6.51,
6 3F<+1Lo+3S <  9.46 x -0.80 -1 -1 -1 -2 -2,,0 -1,-1 -1,8.66,
7 3Lz  6.60 x  0.20 0 1 1 0 0,,-1 -1,1 1,6.80,
8 ChSq1  2.00  0.50 0 1 1 1 0,,1 1,1 0,2.50,
9 2A+2T  5.06 x  0.29 1 2 1 1 0,,1 0,0 0,5.35,
10 2A< <  2.53 x -0.50 -1 -1 -1 -2 -1,,-1 -1,-1 0,2.03,
11 FCSp3  2.80  0.14 0 1 1 0 0,,0 0,1 0,2.94,
12 CCoSp3  3.00  0.36 0 1 1 0 1,,2 1,0 1,3.36,
57.46,,,,61.34,
Program Components Factor,,,,,
Skating Skills  1.60 8.25 8.50 8.25 7.50 7.50,,8.75 7.75,7.75 7.75,7.96,
