ISU GP 2017 Skate Canada International,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
1 Kaetlyn OSMOND CAN  12  76.06,40.12,35.94,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5 Info",J6 J7,J8 J9 Ref,,Info
Elements Value,,,Panel,
1 3F+3T  9.60  1.70 2 3 3 2 3,3 2,2 2,11.30,
2 3Lz  6.00  1.70 3 3 2 3 2,3 2,1 2,7.70,
3 FCSp4  3.20  1.00 2 3 2 2 2,2 2,1 2,4.20,
4 2A  3.63 x  0.79 2 2 2 1 1,2 1,1 2,4.42,
5 LSp4  2.70  1.00 2 2 2 2 2,2 2,2 3,3.70,
6 StSq3  3.30  1.07 2 3 1 2 2,2 3,2 2,4.37,
7 CCoSp4  3.50  0.93 2 2 2 2 2,3 1,1 2,4.43,
31.93,,,40.12,
Program Components Factor,,,,
Skating Skills  0.80 9.25 9.25 8.75 8.75 8.75,9.00 8.50,8.50 9.25,8.89,
Transitions  0.80 9.25 9.00 8.50 8.75 8.50,9.00 8.50,8.50 9.00,8.75,
Performance  0.80 9.75 9.50 9.00 9.25 8.75,9.25 9.00,8.75 9.25,9.14,
Composition  0.80 9.50 9.25 9.25 9.00 9.00,9.00 8.75,8.75 9.25,9.07,
Interpretation of the Music  0.80 9.75 9.50 9.00 9.00 9.00,9.00 8.75,8.75 9.25,9.07,
Judges Total Program Component Score (factored),,,35.94,
Deductions,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
2 Anna POGORILAYA RUS  11  69.05,35.98,33.07,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,J8 J9 Ref,,
Elements Value,,,Panel,
1 3Lz+3T  10.30  1.00 2 1 1 1 2,1 1,2 2,11.30,
2 CCoSp4  3.50  0.93 2 2 2 2 2,2 2,1 1,4.43,
3 StSq3  3.30  0.86 2 2 1 2 2,2 1,1 2,4.16,
4 3Lo  5.61 x  0.80 1 1 0 2 1,2 0,2 1,6.41,
5 2A  3.63 x  0.43 0 1 1 1 2,1 0,1 1,4.06,
6 FCSp3  2.80 -0.01 -1 0 1 0 -1,0 -1,0 1,2.79,
7 LSp3  2.40  0.43 1 1 0 1 1,1 1,1 0,2.83,
31.54,,,35.98,
Program Components Factor,,,,
Skating Skills  0.80 8.25 9.00 8.50 8.50 8.50,7.00 7.75,8.25 8.75,8.36,
Transitions  0.80 7.75 8.50 8.00 8.25 8.25,7.00 7.25,8.25 8.25,8.00,
Performance  0.80 8.00 8.75 8.50 8.50 8.75,7.25 7.75,8.50 8.50,8.36,
Composition  0.80 8.25 9.00 8.50 8.50 8.25,7.00 7.50,8.25 8.75,8.29,
Interpretation of the Music  0.80 8.25 9.00 8.25 8.75 8.50,7.00 7.50,8.50 8.50,8.32,
Judges Total Program Component Score (factored),,,33.07,
Deductions,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,
ISU GP 2017 Skate Canada International,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
3 Maria SOTSKOVA RUS  10  66.10,34.39,31.71,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5 Info",J6 J7,J8 J9 Ref,,Info
Elements Value,,,Panel,
1 3Lz+3T  10.30  0.80 1 1 1 1 1,1 1,2 2,11.10,
