ISU GP 2017 Skate Canada International,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
1 Meagan DUHAMEL / Eric RADFORD CAN  7  148.69,,75.84,72.85,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 InJfo4 J5",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3Tw3  6.20  0.70 0 2 1 2 -2,,-1 2,3 1,6.90,
2 3Lz  6.00  0.30 -2 1 1 0 -1,,1 1,1 0,6.30,
3 4STh  8.20  1.14 1 2 2 1 2,,0 0,1 1,9.34,
4 FCCoSp4  3.50  0.57 1 2 2 1 1,,0 2,1 0,4.07,
5 3S+2T+2T  7.00  0.30 0 2 -1 1 1,,0 -1,2 0,7.30,
6 BoDs4  4.50  1.30 2 2 2 3 1,,2 2,2 1,5.80,
7 5RLi3  7.00  1.40 2 2 2 2 2,,2 3,2 1,8.40,
8 5ALi4  7.50  1.10 2 2 2 1 1,,0 1,2 2,8.60,
9 PCoSp4  4.50  0.93 2 2 2 2 2,,1 2,2 1,5.43,
10 3LzTh  5.50  0.40 0 1 2 1 0,,0 0,1 1,5.90,
11 ChSq1  2.00  0.80 1 1 2 1 1,,1 1,2 1,2.80,
12 3Li3  4.00  1.00 2 3 1 2 3,,1 2,2 2,5.00,
65.90,,,,75.84,
Program Components Factor,,,,,
Skating Skills  1.60 9.25 9.00 9.25 9.25 8.75,,8.50 9.25,9.25 8.75,9.07,
Transitions  1.60 9.00 8.75 9.00 9.00 9.25,,8.50 9.50,9.00 8.50,8.93,
Performance  1.60 9.50 9.25 9.50 9.25 8.75,,9.00 9.75,9.25 8.75,9.21,
Composition  1.60 9.25 9.00 9.25 9.00 9.25,,9.00 9.50,9.50 8.50,9.18,
Interpretation of the Music  1.60 9.25 9.00 9.25 9.00 9.50,,8.75 9.25,9.50 8.75,9.14,
Judges Total Program Component Score (factored),,,,72.85,
Deductions,,,,0.00,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
2 Vanessa JAMES / Morgan CIPRES FRA  5  141.33,,70.70,70.63,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 3Tw2  5.80  1.40 2 2 2 2 2,,2 2,2 2,7.20,
2 3T+2T+2T  6.90  0.50 1 1 1 1 1,,0 0,-2 1,7.40,
3 4STh  8.20 -1.86 -2 -2 -3 -1 -2,,-2 -2,-2 -1,6.34,
4 3S  4.40  1.30 2 1 3 2 2,,2 2,2 1,5.70,
5 5BLi3  6.50  1.20 2 1 1 1 2,,2 2,2 2,7.70,
6 BiDs4  3.50  1.30 2 2 1 2 2,,2 2,2 1,4.80,
7 PCoSp2V  2.50  1.00 2 2 2 2 1,,2 2,2 2,3.50,
8 5ALi4  7.50  1.30 2 2 1 1 2,,2 2,2 2,8.80,
9 3LzTh  5.50  0.90 2 2 1 1 1,,1 2,1 1,6.40,
10 ChSq1  2.00  1.40 2 2 2 2 2,,2 2,3 2,3.40,
11 FCCoSp4  3.50  0.46 2 -1 1 0 -1,,1 2,2 1,3.96,
12 3Li4  4.50  1.00 2 2 1 2 3,,2 2,2 2,5.50,
60.80,,,,70.70,
Program Components Factor,,,,,
Skating Skills  1.60 9.25 8.00 8.50 8.75 8.75,,8.50 9.00,9.00 8.50,8.71,
Transitions  1.60 9.00 8.00 8.75 8.75 8.75,,8.00 9.00,9.00 8.50,8.68,
