ISU GP 2017 Skate Canada International,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
1 Tessa VIRTUE / Scott MOIR CAN  8  117.18  58.48,,58.70,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 IJn5f o J6 J7",,J8 J9 Ref,,Info
Elements Value,,,Panel,
1 StaLi4  4.50  1.80 3 3 3 3 3 3 3,,3 3,6.30,
2 STw4  6.60  1.54 3 2 2 2 3 3 3,,3 2,8.14,
3 ChSp1  1.00  1.70 2 3 3 2 2 3 2,,2 3,2.70,
4 CiSt3  7.10  2.20 2 2 3 2 2 2 1,,1 3,9.30,
5 RoLi4  4.50  1.80 3 3 3 3 3 3 3,,3 3,6.30,
6 Sp4  5.60  1.63 3 2 3 3 3 2 3,,3 2,7.23,
7 DiSt3  7.10  2.51 2 2 3 2 3 2 2,,2 3,9.61,
8 CuLi4  4.50  1.80 3 3 3 3 3 3 3,,3 3,6.30,
9 ChLi1  1.00  1.60 2 2 3 2 2 3 2,,2 3,2.60,
41.90,,,58.48,
Program Components Factor,,,,
Skating Skills  1.20 9.50 9.50 9.50 9.50 9.75 9.75 9.75,,9.50 9.75,9.61,
Transitions  1.20 9.75 9.00 9.75 9.25 9.50 9.75 9.50,,9.50 9.75,9.57,
Performance  1.20 10.00 10.00 10.00 9.50 10.00 10.00 9.75,,9.50 10.00,9.89,
Composition  1.20 10.00 9.75 10.00 9.50 10.00 10.00 9.75,,9.75 10.00,9.89,
Interpretation of the Music/Timing  1.20 10.00 10.00 10.00 9.75 10.00 10.00 9.75,,10.00 10.00,9.96,
Judges Total Program Component Score (factored),,,58.70,
Deductions,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
2 Madison HUBBELL / Zachary DONOHUE USA  10  113.35  57.47,,55.88,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5 J6 J7",,J8 J9 Ref,,
Elements Value,,,Panel,
1 STw4  6.60  1.80 3 3 3 3 3 3 3,,3 2,8.40,
2 SeSt3  7.10  2.20 2 2 2 2 2 2 3,,2 2,9.30,
3 ChSp1  1.00  1.40 2 2 2 2 2 2 2,,2 3,2.40,
4 DiSt3  7.10  2.20 2 2 2 2 2 2 2,,2 2,9.30,
5 CuLi4  4.50  1.37 2 3 2 2 2 3 2,,2 3,5.87,
6 Sp4  5.60  1.46 3 2 2 3 2 3 2,,3 2,7.06,
7 SlLi4  4.50  1.71 3 3 3 3 2 2 3,,3 3,6.21,
8 RoLi4  4.50  1.63 2 3 3 3 2 3 3,,3 2,6.13,
9 ChTw1  1.00  1.80 2 3 3 3 2 3 3,,2 2,2.80,
41.90,,,57.47,
Program Components Factor,,,,
Skating Skills  1.20 9.00 9.25 8.75 9.25 8.75 9.50 9.50,,9.25 8.75,9.11,
Transitions  1.20 9.00 9.00 8.75 9.25 8.75 9.50 9.50,,9.50 9.00,9.14,
Performance  1.20 9.50 9.50 9.25 9.50 9.00 9.75 9.75,,9.75 9.25,9.50,
Composition  1.20 9.25 9.50 9.00 9.50 9.00 9.75 9.50,,9.50 9.00,9.32,
Interpretation of the Music/Timing  1.20 9.50 9.50 9.25 9.50 9.25 9.75 9.75,,9.75 9.25,9.50,
Judges Total Program Component Score (factored),,,55.88,
Deductions,,,0.00,
Violation of choreography restrictions: (2 of 10),,,,
ISU GP 2017 Skate Canada International,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
