ISU GP 2017 Skate Canada International,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
1 Shoma UNO JPN  10  197.48,,106.32,91.16,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 IJn3f o J4 J5",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4Lo  12.00  2.14 3 3 2 2 2,,2 2,2 2,14.14,
2 3Lo  5.10 -0.50 -2 0 -1 -1 -1,,-1 0,0 -1,4.60,
3 3A  8.50  2.00 2 3 1 2 2,,2 2,3 1,10.50,
4 FCSp4  3.20  0.86 2 2 1 2 2,,2 1,2 1,4.06,
5 FCCoSp3V  2.50  0.57 1 2 0 2 1,,1 1,1 1,3.07,
6 StSq3  3.30  1.07 2 3 2 3 1,,2 2,2 2,4.37,
7 4F  13.53 x -2.23 -2 -2 -2 -1 -2,,-2 -1,-2 -2,11.30,
8 4T< <  8.80 x -4.00 -3 -3 -3 -3 -3,,-3 -3,-3 -3,4.80,
9 4T+2T  12.76 x  0.71 1 1 0 1 1,,0 2,0 1,13.47,
10 3A+1Lo+3F  15.73 x  2.00 2 2 1 2 2,,2 2,2 3,17.73,
11 3S+3T  9.57 x  0.80 1 1 1 1 2,,1 2,1 1,10.37,
12 ChSq1  2.00  1.20 2 2 2 2 0,,1 2,1 2,3.20,
13 CCoSp4  3.50  1.21 3 3 2 2 2,,2 2,3 3,4.71,
100.49,,,,106.32,
Program Components Factor,,,,,
Skating Skills  2.00 9.50 9.50 9.00 9.50 9.00,,9.00 9.50,9.50 8.75,9.29,
Transitions  2.00 8.75 9.00 9.00 9.50 8.50,,9.00 9.00,9.00 8.50,8.89,
Performance  2.00 9.25 9.25 9.25 9.00 8.25,,8.75 9.50,9.00 8.75,9.04,
Composition  2.00 9.00 9.25 9.00 9.25 8.50,,9.00 9.25,9.00 9.25,9.11,
Interpretation of the Music  2.00 9.50 9.25 9.00 9.50 9.00,,9.25 9.25,9.25 9.25,9.25,
Judges Total Program Component Score (factored),,,,91.16,
Deductions,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
2 Jason BROWN USA  12  170.43,,80.77,90.66,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4T< <  8.00 -4.00 -3 -3 -3 -3 -3,,-3 -3,-3 -3,4.00,
2 3A< <  5.90 -0.86 -1 0 -1 -1 -1,,-1 0,-2 -1,5.04,
3 CCSp4  3.20  1.43 3 3 3 3 3,,3 2,2 3,4.63,
4 3F  5.30  1.30 2 3 1 2 2,,2 2,2 1,6.60,
5 StSq4  3.90  1.80 3 3 2 2 3,,3 2,2 3,5.70,
6 3A+3T  14.08 x  1.29 1 2 1 2 1,,1 2,1 1,15.37,
7 FCCoSp4  3.50  1.14 1 2 2 2 3,,2 3,3 2,4.64,
8 3Lz+1Lo+3S !  11.99 x  0.50 1 0 0 1 1,,0 1,1 1,12.49,
9 ChSq1  2.00  1.90 3 3 3 2 3,,3 3,2 2,3.90,
10 1Lo  0.55 x  0.00 0 0 0 0 -1,,0 0,0 0,0.55,
11 3Lz+2T  8.03 x  0.90 1 2 1 1 2,,1 2,1 1,8.93,
12 2A  3.63 x  0.79 2 2 1 2 2,,2 1,1 1,4.42,
13 CCoSp4  3.50  1.00 2 2 2 2 2,,2 2,2 2,4.50,
73.58,,,,80.77,
Program Components Factor,,,,,
