ISU World Figure Skating Championships 2016,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Gracie GOLD USA  37,76.43  40.51,,,35.92,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 3Lz+3T  10.30  1.30 2 1 1,2 2 2 2,,,2 2,11.60,
2 LSp3  2.40  1.21 2 2 3,3 3 2 2,,,3 2,3.61,
3 FCSp4  3.20  1.14 2 2 3,2 3 3 2,,,2 2,4.34,
4 3F !  5.83 x  0.30 0 0 1,1 0 1 0,,,0 1,6.13,
Info,Info,,,,,Info
5 2A  3.63 x  0.57 0 2 1,2 0 2 1,,,1 1,4.20,
6 StSq4  3.90  1.80 2 2 2,3 3 3 3,,,2 3,5.70,
7 CCoSp3p4  3.50  1.43 2 3 3,3 3 3 2,,,3 3,4.93,
32.76,,,,,40.51,
Program Components Factor,,,,,,
Skating Skills  0.80 8.75 8.00 9.25,9.50 8.75 8.75 9.00,,,8.50 8.75,8.82,
Transition / Linking Footwork  0.80 8.75 7.25 9.25,9.25 9.00 8.75 9.00,,,8.50 8.50,8.82,
Performance / Execution  0.80 9.00 8.25 9.00,9.50 9.25 9.00 9.25,,,8.75 9.00,9.04,
Choreography / Composition  0.80 9.00 8.00 9.50,9.50 9.25 9.00 8.75,,,8.50 9.00,9.00,
Interpretation  0.80 9.25 8.50 9.50,9.75 9.50 9.25 9.00,,,9.00 9.00,9.21,
Judges Total Program Component Score (factored),,,,,35.92,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1!  Not clear edge",,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Anna POGORILAYA RUS  38,73.98  39.77,,,34.21,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 3Lz+3T  10.30  1.40 2 1 2,2 2 2 2,,,2 2,11.70,
2 3Lo  5.10  0.60 1 1 2,1 1 1 0,,,1 -1,5.70,
3 FCSp4  3.20  1.00 3 1 2,2 2 3 2,,,2 0,4.20,
4 2A  3.30  0.93 2 1 2,2 2 2 2,,,1 2,4.23,
5 CCoSp3p4  3.50  1.07 3 2 3,2 2 2 2,,,2 2,4.57,
6 StSq4  3.90  1.70 3 1 3,3 3 2 2,,,3 1,5.60,
7 LSp4  2.70  1.07 3 2 2,2 2 3 2,,,2 1,3.77,
32.00,,,,,39.77,
Program Components Factor,,,,,,
Skating Skills  0.80 9.25 7.75 8.75,8.25 9.00 8.50 8.50,,,9.00 7.75,8.54,
Transition / Linking Footwork  0.80 9.25 7.50 8.50,8.25 9.00 8.50 8.00,,,8.50 7.50,8.32,
Performance / Execution  0.80 9.50 7.75 9.00,8.25 9.25 8.75 8.50,,,8.75 7.50,8.61,
Choreography / Composition  0.80 9.50 7.50 9.25,8.50 9.25 8.75 8.25,,,8.75 7.25,8.61,
Interpretation  0.80 9.50 7.50 9.00,8.50 9.25 9.00 8.50,,,8.75 7.75,8.68,
Judges Total Program Component Score (factored),,,,,34.21,
Deductions:,,,,,0.00,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
3 Evgenia MEDVEDEVA RUS  33,73.76  39.93,,,33.83,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 CCoSp3p4  3.50  1.00 2 2 2,2 2 2 2,,,2 2,4.50,
