ISU World Figure Skating Championships 2016,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Wenjing SUI / Cong HAN CHN  20,80.85  43.88,,36.97,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3T  4.30  1.40 2 1 2,2 2 2 2,,2 2,5.70,
2 3FTh  5.50  1.80 2 2 3,3 2 3 2,,3 3,7.30,
3 PCoSp3p3  4.00  1.07 3 2 3,2 2 2 2,,2 2,5.07,
4 3Tw3  6.20  2.00 2 3 3,2 3 3 3,,3 3,8.20,
Info,,,Info,,Info
5 4Li4  4.50  1.21 2 3 3,2 2 2 2,,3 3,5.71,
6 BoDs4  4.50  1.40 2 2 2,1 2 2 2,,3 2,5.90,
7 StSq4  3.90  2.10 3 3 3,3 3 3 3,,3 3,6.00,
32.90,,,,43.88,
Program Components Factor,,,,,
Skating Skills  0.80 9.25 9.50 9.75,9.00 9.00 9.25 9.00,,9.50 8.50,9.21,
Transition / Linking Footwork  0.80 9.00 9.50 9.25,9.00 8.75 8.75 8.75,,9.25 8.25,8.96,
Performance / Execution  0.80 9.50 9.75 10.00,9.75 9.25 9.50 9.00,,9.50 8.25,9.46,
Choreography / Composition  0.80 9.25 9.50 9.25,9.25 9.25 9.25 9.00,,9.25 8.50,9.21,
Interpretation  0.80 9.50 9.75 9.50,9.25 9.25 9.25 9.25,,9.50 8.50,9.36,
Judges Total Program Component Score (factored),,,,36.97,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Meagan DUHAMEL / Eric RADFORD CAN  22,78.18  41.93,,36.25,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Tw2  5.80  1.00 2 1 1,2 2 1 1,,2 1,6.80,
2 3Lz  6.00  1.10 2 1 1,2 2 2 2,,1 1,7.10,
3 3FTh  5.50  0.10 0 -1 0,1 0 0 1,,0 0,5.60,
4 PCoSp3p4  4.50  0.86 2 2 1,2 2 1 2,,1 2,5.36,
5 StSq4  3.90  1.60 3 2 2,2 3 2 2,,1 3,5.50,
6 4Li4  4.50  1.07 3 1 2,1 3 2 3,,2 2,5.57,
7 BoDs4  4.50  1.50 2 2 2,2 3 2 3,,2 2,6.00,
34.70,,,,41.93,
Program Components Factor,,,,,
Skating Skills  0.80 9.00 9.25 8.75,8.75 9.00 9.00 9.25,,8.75 8.75,8.93,
Transition / Linking Footwork  0.80 8.75 9.50 8.75,9.00 9.00 8.25 9.50,,8.50 9.00,8.93,
Performance / Execution  0.80 9.25 9.25 9.25,9.25 9.25 9.00 9.25,,8.75 9.00,9.18,
Choreography / Composition  0.80 9.00 9.50 8.75,9.00 9.50 9.00 9.50,,8.50 9.00,9.11,
Interpretation  0.80 8.75 9.50 9.00,9.25 9.50 9.25 9.25,,8.50 9.25,9.18,
Judges Total Program Component Score (factored),,,,36.25,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
3 Tatiana VOLOSOZHAR / Maxim TRANKOV RUS  18,77.13  39.97,,37.16,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Tw3  6.20  2.10 3 2 3,3 3 3 3,,3 3,8.30,
2 3S  4.40  1.60 2 2 2,2 2 1 3,,3 3,6.00,
