ISU GP 2015 Progressive Skate America,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Madison CHOCK / Evan BATES USA  8,102.66  48.80,,,53.86,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 CuLi4  4.50  1.10 3 1 2,2 2 2 2,,,1 -,5.60,
2 SeSt3  7.10  2.02 2 1 2,2 2 2 3,,,1 -,9.12,
3 STw4  6.60  0.70 2 1 -1,2 1 1 0,,,2 -,7.30,
4 CoSp4  5.60  1.20 1 2 2,2 2 2 3,,,2 -,6.80,
Info,Info,,,,,Info
5 DiSt2  5.60  1.28 1 1 1,1 1 1 2,,,2 -,6.88,
6 RoLi4  4.50  1.10 1 2 2,1 2 2 2,,,2 -,5.60,
7 SlLi4  4.50  1.30 2 2 2,2 3 2 3,,,2 -,5.80,
8 ChLi1  0.60  1.10 2 1 2,2 2 2 3,,,1 -,1.70,
39.00,,,,,48.80,
Program Components Factor,,,,,,
Skating Skills  1.20 9.00 8.75 8.50,9.00 8.50 9.25 9.00,,,9.25 -,8.92,
Linking Footwork / Movement  1.20 8.75 8.50 8.50,8.75 8.25 9.00 9.25,,,9.25 -,8.79,
Performance  1.20 9.25 9.00 8.75,9.00 9.00 9.00 9.00,,,9.50 -,9.04,
Choreography  1.20 9.00 8.50 8.50,9.00 8.75 9.25 9.50,,,9.50 -,9.00,
Interpretation / Timing  1.20 9.25 9.00 8.75,9.25 8.25 9.25 9.25,,,9.25 -,9.13,
Judges Total Program Component Score (factored),,,,,53.86,
Deductions:,,,,,0.00,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Victoria SINITSINA / Nikita KATSALAPOV RUS  7,99.45  50.28,,,51.17,-2.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 STw4  6.60  1.10 2 1 2,2 2 2 1,,,2 -,7.70,
2 CuLi4  4.50  1.00 1 1 2,2 2 2 2,,,1 -,5.50,
3 CoSp4  5.60  1.10 1 2 2,2 2 1 2,,,2 -,6.70,
4 CiSt3  7.10  2.20 2 2 0,2 2 2 2,,,2 -,9.30,
5 RoLi4  4.50  1.20 2 2 2,2 2 2 2,,,3 -,5.70,
6 SlLi4  4.50  1.00 1 1 2,2 2 1 3,,,2 -,5.50,
7 DiSt3  7.10  1.28 1 1 1,2 1 1 2,,,1 -,8.38,
8 ChLi1  0.60  0.90 1 2 2,1 1 1 2,,,3 -,1.50,
40.50,,,,,50.28,
Program Components Factor,,,,,,
Skating Skills  1.20 8.25 8.50 8.25,8.75 9.00 8.75 9.00,,,8.50 -,8.63,
Linking Footwork / Movement  1.20 6.75 8.25 7.50,8.50 8.75 8.50 8.50,,,8.50 -,8.29,
Performance  1.20 8.00 8.50 8.00,8.75 9.25 8.50 8.75,,,8.75 -,8.54,
Choreography  1.20 7.50 8.50 8.25,8.75 9.00 8.75 8.50,,,9.00 -,8.63,
Interpretation / Timing  1.20 7.75 8.25 7.25,8.75 9.00 8.75 8.75,,,9.00 -,8.54,
Judges Total Program Component Score (factored),,,,,51.17,
Deductions: Extended lifts: -2.00,,,,,-2.00,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
3 Piper GILLES / Paul POIRIER CAN  6,96.25  47.73,,,48.52,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
