ISU GP 2015 Progressive Skate America,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Max AARON USA  5,86.67  47.96,,,38.71,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 4S+3T  14.80  0.86 0 1 1,0 0 1 2,,,2 1,15.66,
2 3A  8.50  2.00 2 1 2,2 2 2 3,,,2 2,10.50,
3 CCSp3  2.80  0.57 1 2 1,1 2 1 1,,,1 1,3.37,
4 3Lz  6.60 x  0.90 2 2 1,1 1 1 2,,,1 1,7.50,
"",Info,,,,,Info
5 FSSp4  3.00  0.21 1 1 0,1 0 0 1,,,0 0,3.21,
6 StSq3  3.30  0.71 2 1 1,2 0 1 2,,,2 1,4.01,
7 CCoSp3p3  3.00  0.71 2 2 1,2 1 1 2,,,1 1,3.71,
42.00,,,,,47.96,
Program Components Factor,,,,,,
Skating Skills  1.00 7.75 8.00 7.50,8.25 7.75 7.75 8.50,,,8.50 7.75,7.96,
Transition / Linking Footwork  1.00 7.50 7.50 6.25,7.25 7.25 7.50 7.75,,,7.50 7.00,7.36,
Performance / Execution  1.00 8.25 8.00 7.50,8.00 7.50 7.75 8.25,,,8.50 7.75,7.93,
Choreography / Composition  1.00 7.50 7.75 6.75,7.75 7.25 7.75 8.25,,,8.25 7.75,7.71,
Interpretation  1.00 7.50 8.00 7.25,7.75 7.50 7.50 8.00,,,8.00 8.00,7.75,
Judges Total Program Component Score (factored),,,,,38.71,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Han YAN CHN  7,86.53  46.25,,,40.28,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 4T  10.30  0.54 1 2 1,-1 -1 0 1,,,1 1,10.84,
2 CCoSp3p4  3.50  0.50 1 1 0,1 1 1 1,,,1 1,4.00,
3 FCSp4  3.20  0.03 1 1 0,0 -1 -1 0,,,0 0,3.23,
4 3A  9.35 x  1.71 2 2 0,2 2 1 1,,,2 2,11.06,
5 3Lz+3T  11.33 x -1.40 -2 -1 -2,-2 -3 -2 -1,,,-3 -2,9.93,
6 CSSp3  2.60  0.36 0 1 0,1 1 0 2,,,1 1,2.96,
7 StSq3  3.30  0.93 2 1 2,2 2 3 2,,,2 1,4.23,
43.58,,,,,46.25,
Program Components Factor,,,,,,
Skating Skills  1.00 8.25 8.50 7.75,8.50 7.25 8.50 8.25,,,7.75 8.00,8.14,
Transition / Linking Footwork  1.00 8.00 8.00 7.50,7.75 6.75 7.75 7.75,,,7.50 7.75,7.71,
Performance / Execution  1.00 8.00 8.25 7.75,8.50 7.25 8.25 8.00,,,7.75 8.00,8.00,
Choreography / Composition  1.00 8.25 8.50 7.75,8.50 7.50 8.50 8.50,,,8.25 8.00,8.25,
Interpretation  1.00 8.50 8.25 8.00,8.25 7.50 8.50 8.25,,,8.00 8.00,8.18,
Judges Total Program Component Score (factored),,,,,40.28,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU GP 2015 Progressive Skate America,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
3 Konstantin MENSHOV RUS  9,86.15  48.61,,,37.54,0.00,
