Skate America,,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
1 Daisuke TAKAHASHI,JPN,,80.04  43.04,,,37.00,0.00
"# Executed Base",GOE,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3F+3T  9.50,1.80 2 1 1 1,,2 2 2 2,,1,2 - -,11.30
2 3A  7.50,1.20 1 1 0 1,,0 2 1 1,,0,2 - -,8.70
3 3Lz  6.00,1.20 1 1 1 1,,2 2 2 1,,1,1 - -,7.20
4 CSSp4  3.00,0.30 0 1 0 1,,0 1 1 0,,0,1 - -,3.30
5 CiSt3  3.10,1.10 2 1 1 2,,3 2 3 2,,2,3 - -,4.20
6 FSSp3  2.30,0.04 -1 1 0 0,,0 1 -1 0,,0,1 - -,2.34
7 SlSt1  1.80,0.90 2 1 1 1,,2 1 3 2,,2,3 - -,2.70
8 CCoSp3  3.00,0.30 1 1 0 1,,1 1 0 0,,1,1 - -,3.30
36.20,,,,,,,43.04
Program Components,Factor,,,,,,
Skating Skills,1.00 7.50 8.00 7.00 7.00,,8.00 6.75 8.00 7.00,,7.50,8.25 - -,7.30
Transition / Linking Footwork,1.00 7.00 7.50 7.25 6.75,,7.50 6.25 7.75 6.75,,7.00,8.25 - -,7.10
Performance / Execution,1.00 7.50 8.00 7.25 7.25,,8.75 7.50 8.50 7.75,,7.50,8.50 - -,7.70
Choreography / Composition,1.00 7.25 7.25 7.25 7.00,,8.00 6.25 7.75 7.50,,7.50,8.50 - -,7.35
Interpretation,1.00 7.75 7.75 7.25 7.00,,8.25 6.50 8.00 7.75,,7.75,8.50 - -,7.55
Judges Total Program Component Score (factored),,,,,,,37.00
Deductions:,,,,,,,0.00
e  Jump take off with wrong edge,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
2 Evan LYSACEK,USA,,67.70  33.30,,,35.40,1.00
"# Executed Base",GOE,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 4T<+COMBO  4.00,-3.00 -3 -3 -3 -3,,-3 -3 -3 -3,,-3,-3 - -,1.00
2 3A  7.50,0.80 1 0 1 0,,1 2 0 0,,0,2 - -,8.30
3 3Lz  6.00,1.20 2 1 1 1,,2 1 2 1,,1,1 - -,7.20
4 FSSp4  3.00,0.50 1 1 1 1,,0 1 1 1,,1,2 - -,3.50
5 SlSt3  3.10,0.70 2 1 1 1,,1 2 2 1,,1,1 - -,3.80
6 CSSp4  3.00,0.00 0 0 0 -1,,0 1 0 0,,0,0 - -,3.00
7 CiSt2  2.30,0.60 1 1 1 2,,2 0 2 1,,1,1 - -,2.90
8 CCoSp3  3.00,0.60 1 1 2 1,,-1 2 1 1,,1,0 - -,3.60
31.90,,,,,,,33.30
Program Components,Factor,,,,,,
Skating Skills,1.00 7.25 7.50 6.75 7.00,,7.00 7.50 7.50 6.75,,7.00,7.50 - -,7.20
Transition / Linking Footwork,1.00 7.00 7.00 6.75 6.75,,6.50 6.50 6.50 6.25,,6.25,6.75 - -,6.65
Performance / Execution,1.00 7.50 7.50 7.00 7.00,,7.50 7.25 7.75 6.50,,6.75,7.00 - -,7.15
Choreography / Composition,1.00 7.25 7.00 7.00 7.00,,7.00 7.25 7.25 6.75,,6.75,7.00 - -,7.10
Interpretation,1.00 7.50 7.25 7.00 7.25,,7.25 7.50 7.50 6.75,,7.00,7.25 - -,7.30
Judges Total Program Component Score (factored),,,,,,,35.40
Deductions:,Falls: -1.00,,,,,,-1.00
e  Jump take off with wrong edge,,,,,,,
Skate America,,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
3 Patrick CHAN,CAN,,67.47  36.12,,,31.35,0.00
"# Executed Base",GOE,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
