Skate America,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
1 Kimmie MEISSNER,USA  59.24,30.40,,,28.84,0.00
"# Executed Base",GOE The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 SpSq4  3.40,0.80 1 1 0 0 1,1 0 1,,1,1 - -,4.20
2 3F e  5.50,-0.80 -1 1 -1 -2 -1,0 0 -1,,-1,-1 - -,4.70
3 3Lz+3T<  7.30,-0.80 -1 -1 -1 -2 -2,-1 0 -2,,-1,1 - -,6.50
4 LSp1  1.50,0.30 0 1 0 0 1,0 1 0,,1,0 - -,1.80
5 CCoSp3  3.00,0.30 1 1 0 1 0,1 0 1,,1,1 - -,3.30
6 2A  3.50,0.40 0 1 1 1 0,0 0 0,,0,1 - -,3.90
7 FSSp4  3.00,0.40 1 1 1 0 1,0 1 1,,0,0 - -,3.40
8 SlSt1  1.80,0.80 1 2 0 2 2,1 1 1,,2,2 - -,2.60
29.00,,,,,,30.40
Program Components,Factor,,,,,
Skating Skills,0.80 7.00 7.50 7.50 7.25 7.25,6.50 7.25 7.25,,7.50,7.50 - -,7.40
Transition / Linking Footwork,0.80 6.75 7.00 6.75 6.75 7.00,6.50 7.00 7.25,,7.00,6.75 - -,6.90
Performance / Execution,0.80 6.75 7.50 7.00 7.25 7.50,6.75 7.25 7.50,,6.50,7.50 - -,7.20
Choreography / Composition,0.80 7.00 7.50 7.00 7.00 7.50,6.75 7.00 7.50,,7.50,7.25 - -,7.25
Interpretation,0.80 7.00 7.75 7.25 7.00 7.50,6.75 7.50 7.25,,7.25,7.00 - -,7.30
Judges Total Program Component Score (factored),,,,,,28.84
Deductions:,,,,,,0.00
e  Jump take off with wrong edge,,,,,,
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
2 Miki ANDO,JPN  56.58,30.10,,,27.48,1.00
"# Executed Base",GOE The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 3Lz+2Lo  7.50,0.40 1 1 0 1 0,0 0 1,,0,1 - -,7.90
2 3F  5.50,0.00 0 1 0 0 0,0 0 0,,-1,0 - -,5.50
3 LSp1  1.50,0.40 1 1 0 1 1,0 1 0,,1,0 - -,1.90
4 2A  3.50,0.60 2 1 0 2 1,1 0 1,,0,1 - -,4.10
5 SpSq4  3.40,0.80 1 1 0 1 2,1 1 1,,0,1 - -,4.20
6 FSSp3  2.30,0.30 1 1 0 -1 0,1 1 0,,1,0 - -,2.60
7 SlSt1  1.80,-1.00 -3 -2 -3 -2 -3,-2 -3 -3,,-3,-3 - -,0.80
8 CCoSp2  2.50,0.60 2 1 0 2 1,2 1 1,,2,1 - -,3.10
28.00,,,,,,30.10
Program Components,Factor,,,,,
Skating Skills,0.80 7.25 7.25 6.25 7.75 7.50,7.00 7.25 7.00,,7.00,6.75 - -,7.10
Transition / Linking Footwork,0.80 7.00 7.00 5.75 7.00 6.75,7.25 7.00 6.75,,5.00,6.00 - -,6.50
Performance / Execution,0.80 7.00 7.25 5.75 7.25 7.25,7.00 7.25 7.00,,6.50,6.25 - -,6.85
Choreography / Composition,0.80 7.25 7.50 5.75 7.25 7.25,7.25 7.25 7.50,,6.75,6.50 - -,7.00
Interpretation,0.80 7.25 7.25 6.00 6.75 7.25,7.00 7.50 7.25,,6.50,6.25 - -,6.90
Judges Total Program Component Score (factored),,,,,,27.48
Deductions:,Falls: -1.00,,,,,-1.00
e  Jump take off with wrong edge,,,,,,
Skate America,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
"",NOC Segment,Element,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
3 Caroline ZHANG,USA  56.48,30.20,,26.28,0.00
"# Executed Base",GOE The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3F<+3T  5.70,-1.20 -1 -2 -1 -2 -2,0 -1 1,,-1 -1 - -,4.50
2 3Lz e  6.00,-1.40 -1 1 -2 -2 -2,0 -3 -1,,-1 -1 - -,4.60
3 FSSp3  2.30,0.20 1 0 0 1 0,1 0 0,,1 1 - -,2.50
4 2A  3.50,0.20 0 1 0 1 1,0 0 1,,0 0 - -,3.70
5 CCoSp3  3.00,0.40 0 1 0 2 1,1 1 1,,1 1 - -,3.40
6 SlSt2  2.30,0.40 1 1 0 1 1,0 0 0,,1 2 - -,2.70
7 SpSq4  3.40,1.60 2 2 1 2 2,2 2 1,,1 1 - -,5.00
8 LSp3  2.40,1.40 3 2 2 3 3,2 3 3,,3 3 - -,3.80
28.60,,,,,30.20
Program Components,Factor,,,,
Skating Skills,0.80 6.75 6.75 7.00 6.50 6.75,5.75 6.75 6.50,,7.25 5.00 - -,6.80
Transition / Linking Footwork,0.80 6.25 6.00 6.25 6.25 6.00,5.25 6.50 6.00,,5.25 5.00 - -,5.95
Performance / Execution,0.80 6.75 6.75 6.50 7.25 7.00,5.50 7.00 6.50,,6.75 6.25 - -,6.75
Choreography / Composition,0.80 6.50 6.50 6.50 6.50 6.75,5.50 7.00 6.50,,6.75 5.50 - -,6.60
Interpretation,0.80 6.50 6.50 6.75 6.50 7.00,5.25 7.25 6.50,,7.00 5.75 - -,6.75
Judges Total Program Component Score (factored),,,,,26.28
Deductions:,,,,,0.00
e  Jump take off with wrong edge,,,,,
"",Total,Total,,Total,Total
"",NOC Segment,Element,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
4 Emily HUGHES,USA  47.66,22.70,,24.96,0.00
"# Executed Base",GOE The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3F<  1.70,-1.00 -3 -3 -3 -3 -3,-3 -3 -3,,-3 -2 - -,0.70
2 3Lz<+2T  3.20,-0.44 -1 0 -2 -2 -3,-1 -1 -2,,-3 0 - -,2.76
3 FSSp4  3.00,0.00 0 1 0 0 0,0 0 0,,0 0 - -,3.00
4 2A  3.50,-0.16 0 0 -1 0 0,-1 0 0,,-1 0 - -,3.34
5 SpSq4  3.40,0.60 1 1 0 1 1,0 -1 1,,0 1 - -,4.00
6 SlSt2  2.30,0.30 1 0 0 1 1,0 0 1,,1 1 - -,2.60
7 LSp4  2.60,0.50 1 1 1 2 1,1 1 1,,1 1 - -,3.10
8 CCoSp3  3.00,0.20 1 1 0 1 0,0 0 1,,1 0 - -,3.20
22.70,,,,,22.70
Program Components,Factor,,,,
Skating Skills,0.80 6.50 7.00 7.00 6.50 6.00,6.25 6.50 6.25,,6.25 6.25 - -,6.50
Transition / Linking Footwork,0.80 6.50 6.75 6.25 5.25 5.50,5.75 6.00 5.75,,5.50 5.50 - -,5.95
Performance / Execution,0.80 6.25 7.25 6.50 6.50 5.75,6.50 6.25 6.25,,5.50 6.00 - -,6.15
Choreography / Composition,0.80 6.50 7.25 6.50 6.25 6.00,6.50 6.00 6.50,,6.00 6.00 - -,6.20
Interpretation,0.80 6.75 7.50 6.75 6.00 6.00,6.25 6.50 6.75,,6.00 5.75 - -,6.40
Judges Total Program Component Score (factored),,,,,24.96
Deductions:,,,,,0.00
e  Jump take off with wrong edge,,,,,
Skate America,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
"",NOC Segment,Element,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score,Score,,Score (factored),
