LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
"",NOC Segment,Element,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
1 Joannie ROCHETTE,CAN  56.60,29.71,,26.89,0.00
"# Executed Base",GOE The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3F+COMBO  5.50,-2.57 -3 -3 -3 -3 -3,-3 -2 -2,,-2 -2 -3 -3,2.93
2 3Lz  6.00,-0.14 0 0 -1 0 0,-1 0 0,,0 0 1 1,5.86
3 FSSp4  3.00,0.36 1 1 0 1 0,1 0 1,,1 1 1 1,3.36
4 2A  3.30,0.43 0 0 0 0 1,0 1 0,,1 0 2 1,3.73
5 LSp3  2.40,0.29 1 1 1 1 0,1 0 0,,0 1 1 1,2.69
6 SlSt3  3.10,0.43 0 0 1 1 1,1 1 1,,1 0 2 1,3.53
7 SpSq4  3.40,0.71 0 1 1 1 0,1 1 1,,0 0 1 1,4.11
8 CCoSp4  3.50,0.00 -1 0 -1 1 0,1 0 0,,0 0 0 0,3.50
30.20,,,,,29.71
Program Components,Factor,,,,
Skating Skills,0.80 6.75 6.75 7.00 6.50 6.75,6.75 7.25 6.75,,7.00 6.75 7.00 6.75,6.82
Transition / Linking Footwork,0.80 6.50 6.50 6.25 6.50 6.50,6.50 6.75 6.25,,6.75 6.50 7.00 6.75,6.54
Performance / Execution,0.80 6.75 7.00 6.75 6.50 6.75,6.75 6.75 6.50,,6.75 6.50 7.50 7.00,6.75
Choreography / Composition,0.80 6.75 6.75 6.75 6.50 6.75,6.50 7.00 6.50,,7.00 6.25 7.25 7.00,6.75
Interpretation,0.80 7.00 6.75 7.50 6.50 6.75,6.75 7.00 6.25,,6.75 6.50 7.25 6.75,6.75
Judges Total Program Component Score (factored),,,,,26.89
Deductions:,,,,,0.00
"",Total,Total,,Total,Total
"",NOC Segment,Element,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
2 Emily HUGHES,USA  55.34,29.97,,26.37,1.00
"# Executed Base",GOE The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3F  5.50,-3.00 -3 -3 -3 -3 -3,-3 -3 -3,,-3 -3 -3 -3,2.50
2 3Lz+2T  7.30,-0.57 -1 0 -1 0 -1,-1 -1 -2,,0 0 0 0,6.73
3 SpSq4  3.40,1.00 1 2 1 1 1,1 1 2,,0 0 2 1,4.40
4 CCoSp4  3.50,0.29 0 0 -1 1 0,1 1 1,,1 0 1 1,3.79
5 2A  3.30,0.29 1 1 0 0 0,0 1 0,,0 0 1 1,3.59
6 LSp3  2.40,0.29 1 1 0 1 0,0 1 1,,1 0 2 1,2.69
7 SlSt3  3.10,0.21 0 0 1 1 0,0 1 0,,1 1 1 0,3.31
8 FSSp4  3.00,-0.04 0 0 0 -1 -1,0 0 0,,-1 0 -1 1,2.96
31.50,,,,,29.97
Program Components,Factor,,,,
Skating Skills,0.80 6.50 7.00 6.75 6.75 6.75,6.25 7.50 6.50,,7.25 6.25 7.00 6.75,6.75
Transition / Linking Footwork,0.80 6.00 6.75 6.00 6.50 6.25,5.75 7.00 6.00,,6.75 5.75 7.00 6.50,6.29
Performance / Execution,0.80 6.50 6.75 6.75 6.50 6.25,6.00 7.00 6.25,,7.00 5.50 7.25 6.50,6.50
Choreography / Composition,0.80 6.50 7.00 7.00 6.50 6.75,6.00 7.00 6.50,,7.25 5.75 6.75 6.75,6.71
Interpretation,0.80 6.50 7.25 7.25 6.50 6.50,6.25 7.25 6.25,,7.00 5.50 6.75 6.50,6.71
Judges Total Program Component Score (factored),,,,,26.37
Deductions:,Falls: -1.00,,,,-1.00
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
"",NOC Segment,Element,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
3 Aki SAWADA,JPN  55.13,30.73,,24.40,0.00
"# Executed Base",GOE The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3Lz+2T  7.30,-0.57 -1 -2 -1 0 -1,0 0 -1,,-1 0 -1 0,6.73
