8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
3,Madison HUBBELL / Zachary DONOHUE,USA,4,60.92,32.5,29.42,-1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,1FS4+kpYYY,,7.0,False,0.5,1,0,1,1,1,1,1,1,,7.5
2,2FS3+kpNYY,,6.0,False,0.25,0,0,1,1,1,1,0,0,,6.25
3,STw4,,6.0,False,0.75,1,2,1,1,1,2,2,2,,6.75
4,SlLi4,,4.0,False,0.5,1,1,1,1,1,1,1,1,,4.5
5,NtCiSt3,,6.5,False,1.0,1,1,1,1,1,1,0,1,,7.5
,,,29.5,,,,,,,,,,,,32.5
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,7.5,7.0,6.75,7.5,7.0,7.75,7.25,7.5,,7.29
,Linking Footwork / Movement  ,,,,0.7,7.25,7.0,7.25,7.0,7.25,8.0,7.0,7.25,,7.17
,Performance  ,,,,0.7,7.0,7.25,7.5,7.5,7.25,8.0,7.25,7.25,,7.33
,Choreography  ,,,,0.8,7.25,7.5,7.5,7.25,6.75,8.25,7.5,7.5,,7.42
,Interpretation / Timing  ,,,,1.0,7.25,7.25,7.5,7.5,7.5,8.25,7.5,7.75,,7.5
,,,,,,,,,,,,,,,29.42
Deduction,Falls,-1.0
