9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
2,Aliona SAVCHENKO / Robin SZOLKOWY,GER,5,79.46,44.6,35.86,-1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,3FTh,,5.5,False,1.8,2,3,3,2,3,2,2,3,3,,7.3
2,3Tw4,,6.2,False,1.3,2,1,3,2,2,2,2,2,1,,7.5
3,3T,,4.1,False,1.6,3,2,2,1,3,3,2,2,2,,5.7
4,BiDs4,,3.5,False,1.3,1,1,3,2,1,2,3,2,2,,4.8
5,5RLi4,,7.0,False,1.5,2,2,2,2,3,2,2,3,2,,8.5
6,StSq4,,3.9,False,1.4,2,2,2,2,2,2,2,2,2,,5.3
7,PCoSp4,,4.5,False,1.0,2,1,2,1,3,2,3,2,2,,5.5
,,,34.7,,,,,,,,,,,,,44.6
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,9.0,8.75,9.0,9.0,9.25,9.25,9.0,8.75,8.75,,8.96
,Transition / Linking Footwork  ,,,,0.8,9.25,8.25,8.5,8.75,9.25,8.75,8.5,8.75,8.5,,8.71
,Performance / Execution  ,,,,0.8,9.5,8.75,9.0,9.0,9.75,9.0,9.25,9.0,9.0,,9.11
,Choreography / Composition  ,,,,0.8,9.5,8.75,8.75,8.75,9.75,9.0,9.0,9.0,8.75,,8.96
,Interpretation  ,,,,0.8,9.25,9.0,9.0,9.0,9.75,9.0,9.0,9.25,8.75,,9.07
,,,,,,,,,,,,,,,,35.86
Deduction,Time violation,-1.0
