9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
5,Lubov ILIUSHECHKINA / Dylan MOSCOVITCH,CAN,4,61.97,33.86,30.11,-2.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,3Tw2,,5.8,False,0.6,1,1,1,1,1,1,1,-1,0,,6.4
2,3T<,<,3.0,False,-2.1,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.9
3,3LzTh,,5.5,False,1.0,2,1,1,2,1,2,1,2,1,,6.5
4,StSq3,,3.3,False,0.93,2,2,2,1,2,2,2,2,1,,4.23
5,BoDs3,,4.0,False,1.4,2,3,3,1,1,2,3,2,1,,5.4
6,4Li4,,4.5,False,0.79,1,1,2,2,1,1,2,2,2,,5.29
7,PCoSp3p4,,4.5,False,0.64,2,1,2,1,1,1,1,2,1,,5.14
,,,30.6,,,,,,,,,,,,,33.86
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,7.5,7.75,7.25,6.5,7.5,6.75,8.0,7.75,7.75,,7.46
,Transition / Linking Footwork  ,,,,0.8,8.25,7.5,7.0,6.25,7.5,7.0,7.5,7.5,7.5,,7.36
,Performance / Execution  ,,,,0.8,8.5,7.75,7.0,6.5,7.75,6.75,7.75,7.5,7.75,,7.46
,Choreography / Composition  ,,,,0.8,8.0,7.75,8.0,6.75,7.75,7.0,7.5,7.75,7.75,,7.64
,Interpretation  ,,,,0.8,8.25,8.0,7.5,6.75,7.75,7.25,7.5,8.0,8.0,,7.71
,,,,,,,,,,,,,,,,30.11
Deduction,Time violation,-1.0
Deduction,Falls,-1.0
