ISU GP NHK Trophy 2014,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name,Nation Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
1 Gracie GOLD,USA  12,68.16  36.53,,31.63,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3Lz+3T  10.10  0.30,0 1 2,0 1 0 -1,,-1 2,10.40,
2 LSp4  2.70  1.00,2 2 2,2 1 2 2,,3 2,3.70,
3 FCSp4  3.20  0.50,1 1 1,1 1 1 1,,2 1,3.70,
4 3Lo  5.61 x  0.40,1 0 0,-1 1 1 0,,1 1,6.01,
Info,,,,Info,,Info
5 2A  3.63 x  0.43,1 1 0,2 1 1 0,,1 1,4.06,
6 StSq3  3.30  0.93,2 2 1,2 2 1 2,,2 2,4.23,
7 CCoSp3p4  3.50  0.93,2 2 2,2 1 1 2,,2 2,4.43,
32.04,,,,,36.53,
Program Components Factor,,,,,,
Skating Skills  0.80,7.75 8.00 7.75,8.00 8.00 8.25 7.75,,8.00 7.75,7.89,
Transition / Linking Footwork  0.80,7.50 7.50 7.50,7.75 7.50 8.00 7.75,,7.75 7.50,7.61,
Performance / Execution  0.80,7.75 8.25 8.25,8.00 8.25 8.00 8.00,,8.00 8.25,8.11,
Choreography / Composition  0.80,8.00 8.00 8.00,7.75 8.00 7.50 8.00,,7.50 8.50,7.89,
Interpretation  0.80,7.75 8.25 8.25,8.00 8.25 7.75 8.00,,7.75 8.50,8.04,
Judges Total Program Component Score (factored),,,,,31.63,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name,Nation Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
2 Alena LEONOVA,RUS  9,68.11  36.61,,31.50,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3T+3T  8.20  1.70,3 2 3,2 2 3 3,,2 2,9.90,
2 FCSp4  3.20  0.71,2 1 2,1 1 2 2,,1 0,3.91,
3 StSq4  3.90  1.20,1 1 2,2 2 2 3,,2 1,5.10,
4 3F  5.83 x  0.70,0 1 1,1 1 2 2,,0 1,6.53,
5 2A  3.63 x  0.71,2 1 2,1 1 2 2,,1 1,4.34,
6 CCoSp3p4  3.50  0.57,1 1 2,0 1 1 2,,1 1,4.07,
7 LSp3  2.40  0.36,1 0 2,1 1 1 1,,0 -1,2.76,
30.66,,,,,36.61,
Program Components Factor,,,,,,
Skating Skills  0.80,7.50 8.00 7.75,8.00 7.75 7.75 8.00,,7.75 7.50,7.79,
Transition / Linking Footwork  0.80,7.00 7.25 7.75,7.75 7.50 7.75 8.00,,8.00 7.25,7.61,
Performance / Execution  0.80,8.00 8.25 8.00,8.25 8.00 8.00 8.25,,8.25 7.50,8.11,
Choreography / Composition  0.80,7.75 7.25 7.50,8.00 8.25 8.00 8.00,,8.00 7.25,7.79,
Interpretation  0.80,8.25 7.50 8.00,8.25 8.25 8.00 8.25,,8.50 7.50,8.07,
Judges Total Program Component Score (factored),,,,,31.50,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name,Nation Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
3 Kanako MURAKAMI,JPN  10,64.38  33.38,,31.00,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
