ISU GP NHK Trophy 2014,,,,,,
ICE DANCE SHORT DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name,Nation Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
1 Kaitlyn WEAVER / Andrew POJE,CAN  8,67.51  33.19,,34.32,0.00,
"# Executed Base",GOE,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 STw4  6.60,1.11 2 1 2,2 2 1 2,,2 2,7.71,
2 NtMiSt2  5.60,2.20 2 2 2,2 2 2 2,,1 2,7.80,
3 1PD3+kpTYY  5.00,1.03 2 2 1,1 2 1 2,,2 2,6.03,
4 PSt3+kpTYY  5.00,0.86 1 2 1,2 2 1 3,,1 1,5.86,
"",Info,,,Info,,Info
5 RoLi4  4.50,1.29 1 3 2,2 3 2 2,,2 2,5.79,
26.70,,,,,33.19,
Program Components,Factor,,,,,
Skating Skills,0.80 8.25 8.75 8.00,8.25 8.75 8.75 9.25,,8.25 8.25,8.46,
Linking Footwork / Movement,0.80 8.25 8.50 8.00,8.25 8.50 8.50 9.00,,7.75 8.00,8.29,
Performance,0.80 8.50 9.00 8.25,9.25 9.00 8.75 9.50,,8.25 8.50,8.75,
Choreography,0.80 8.50 8.75 8.50,8.75 8.75 8.50 9.25,,8.50 8.25,8.61,
Interpretation / Timing,0.80 8.50 9.00 8.75,9.00 9.00 8.75 9.50,,8.25 8.50,8.79,
Judges Total Program Component Score (factored),,,,,34.32,
Deductions:,,,,,0.00,
REP Jump repetition,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name,Nation Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
2 Penny COOMES / Nicholas BUCKLAND,GBR  7,60.49  29.72,,31.77,-1.00,
"# Executed Base",GOE,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 NtMiSt2  5.60,2.04 2 1 2,2 2 2 2,,1 2,7.64,
2 1PD4+kpYYY  6.00,0.60 1 1 1,1 1 1 2,,1 1,6.60,
3 PSt2+kpNNY  4.00,0.17 0 0 0,1 1 0 2,,0 0,4.17,
4 STw4  6.60,0.94 1 1 1,2 2 2 2,,1 2,7.54,
5 CuLi2  3.00,0.77 2 1 1,1 1 -1 2,,2 1,3.77,
25.20,,,,,29.72,
Program Components,Factor,,,,,
Skating Skills,0.80 7.75 8.25 7.50,8.25 7.50 7.50 7.50,,8.00 7.75,7.75,
Linking Footwork / Movement,0.80 7.50 8.00 7.25,8.00 7.75 7.00 7.75,,7.50 7.75,7.64,
Performance,0.80 8.00 8.25 8.00,8.25 8.00 7.25 8.50,,8.00 8.00,8.07,
Choreography,0.80 8.00 8.50 8.00,8.50 8.25 7.50 8.25,,8.00 7.75,8.11,
Interpretation / Timing,0.80 8.00 8.25 7.50,8.50 8.50 7.50 8.50,,8.25 8.00,8.14,
Judges Total Program Component Score (factored),,,,,31.77,
Deductions: Extended lifts:,-1.00,,,,-1.00,
REP Jump repetition,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name,Nation Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
3 Ksenia MONKO / Kirill KHALIAVIN,RUS  4,59.70  30.75,,28.95,0.00,
"# Executed Base",GOE,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 STw4  6.60,0.34 0 1 1,1 0 0 1,,1 0,6.94,
2 1PD3+kpYYN  5.00,0.51 0 1 0,1 1 1 1,,1 1,5.51,
3 PSt3+kpNYY  5.00,0.00 0 0 0,0 0 0 0,,2 0,5.00,
4 NtMiSt3  7.10,1.10 1 1 1,1 1 1 0,,1 1,8.20,
