8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
5,Isabella CANNUSCIO / Ian LORELLO,USA,2,52.19,31.17,21.02,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,STw4,,6.0,False,0.58,2,1,1,1,1,1,2,1,,6.58
2,NtMiSt3,,6.5,False,0.17,0,0,0,1,1,0,0,0,,6.67
3,GW2Se4,,8.0,False,0.0,0,0,0,0,0,-1,0,0,,8.0
4,GW1Se4,,6.0,False,-0.08,-1,0,0,-1,0,0,0,0,,5.92
5,RoLi3,,3.5,False,0.5,1,1,1,1,1,1,1,0,,4.0
6,Li+TRANS,,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
,,,30.0,,,,,,,,,,,,31.17
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,5.0,5.5,5.25,6.0,5.0,5.25,5.5,5.25,,5.29
,Linking Footwork / Movement  ,,,,0.7,5.0,5.0,5.25,5.5,4.75,4.75,5.25,5.0,,5.04
,Performance  ,,,,0.7,5.25,5.25,5.5,5.75,5.0,5.25,5.5,5.25,,5.33
,Choreography  ,,,,0.8,5.0,5.5,5.5,6.0,5.0,5.0,5.0,5.5,,5.25
,Interpretation / Timing  ,,,,1.0,4.75,5.25,5.5,6.0,5.25,5.25,5.5,5.25,,5.33
,,,,,,,,,,,,,,,21.02
