ISU GP Trophee Eric Bompard 2010,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
1 Takahiko KOZUKA JPN,10,170.43  89.63,,80.80,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T  10.30 -1.29 -1 -2,-2,-2 -1 -1 -2,,0 0,9.01,
2 3A  8.50  1.29 2 2,0,0 2 1 1,,1 2,9.79,
3 3Lz+2T  7.40  0.30 1 0,0,0 0 1 1,,0 1,7.70,
4 CCoSp4  3.50  0.50 1 1,1,1 1 1 1,,1 1,4.00,
"",,Info,,,,Info
5 SeSt3  3.30  0.79 2 2,1,2 1 1 2,,2 1,4.09,
6 3A+2T+2Lo  12.87 x  1.00 1 1,1,1 1 1 2,,1 1,13.87,
7 3F  5.83 x  1.10 2 1,2,1 1 2 2,,2 1,6.93,
8 3Lz+3T  11.11 x  1.20 2 1,1,1 2 2 2,,2 2,12.31,
9 3Lo  5.61 x  0.20 0 1,0,0 0 0 1,,0 1,5.81,
10 3S  4.62 x  0.50 1 1,0,1 0 1 1,,0 1,5.12,
11 FSSp4  3.00  0.50 1 1,1,2 1 1 1,,1 1,3.50,
12 ChSt1  2.00  1.43 2 1,0,2 2 1 2,,1 1,3.43,
13 FCCoSp4  3.50  0.57 1 0,1,2 2 1 1,,1 1,4.07,
81.54,,,,,89.63,
Program Components Factor,,,,,,
Skating Skills  2.00 8.00 8.50,7.50,8.25 8.75 8.00 8.75,,8.50 8.50,8.36,
Transition / Linking Footwork  2.00 7.50 8.00,7.50,7.50 8.00 7.75 8.00,,8.00 8.00,7.82,
Performance / Execution  2.00 7.75 7.75,7.50,8.50 8.50 8.00 8.25,,8.50 8.50,8.18,
Choreography / Composition  2.00 7.75 8.00,7.50,8.25 8.25 7.75 8.50,,7.75 8.25,8.00,
Interpretation  2.00 7.50 8.00,7.50,8.75 8.25 7.75 8.50,,8.00 8.25,8.04,
Judges Total Program Component Score (factored),,,,,80.80,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
2 Florent AMODIO FRA,9,153.76  77.26,,76.50,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3A  8.50  1.86 2 2,2,1 2 2 1,,3 2,10.36,
2 3A+2T  9.90 -1.43 -2 -1,-1,-2 -1 -1 -2,,-1 -2,8.47,
3 3Lo  5.10  0.10 0 0,0,1 1 0 0,,0 0,5.20,
4 CiSt3  3.30  0.93 2 2,2,1 3 1 2,,2 2,4.23,
5 FSSp3  2.60  0.50 1 1,1,0 1 2 1,,1 1,3.10,
6 3S+3T  9.13 x  1.40 2 2,1,1 2 2 2,,3 3,10.53,
7 3Lz  6.60 x  1.00 1 1,1,1 2 2 1,,2 2,7.60,
8 3F e  5.83 x -0.40 0 0,-1,-1 0 -1 -2,,-1 0,5.43,
9 3Lz+2T+2T  9.68 x  0.30 0 1,1,1 1 0 0,,0 0,9.98,
10 2A  3.63 x  0.00 0 0,0,0 0 0 0,,0 1,3.63,
11 ChSt1  2.00  1.57 2 1,1,1 2 2 1,,2 2,3.57,
12 CCoSp1  2.00  0.50 1 1,1,0 1 2 2,,1 0,2.50,
13 CSSp2  2.30  0.36 0 1,1,0 1 1 1,,2 0,2.66,
70.57,,,,,77.26,
Program Components Factor,,,,,,
