ISU World Figure Skating Championships 2012,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Patrick CHAN CAN  24,176.70  88.56,,90.14,-2.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 4T  10.30  2.43 3 2 3,1 1 3 3,,2 3,12.73,
2 4T+3T  14.40  2.29 2 3 2,2 1 2 2,,3 3,16.69,
3 3A  8.50  1.57 1 2 3,1 1 2 2,,1 2,10.07,
4 CiSt4  3.90  1.60 3 3 2,3 1 2 2,,2 2,5.50,
"",Info,,,,Info
5 FCCoSp1  2.00  0.79 2 2 2,2 1 1 2,,1 1,2.79,
6 3Lz+1Lo<+2S <  8.47 x -1.40 -2 -1 -2,-2 -2 -3 -2,,-2 -2,7.07,
7 3Lo  5.61 x  0.80 2 2 1,1 1 1 1,,1 1,6.41,
8 3F  5.83 x  1.10 2 1 2,1 1 2 1,,2 2,6.93,
9 CSSp4  3.00  1.00 2 2 3,2 1 2 2,,2 2,4.00,
10 3Lz  6.60 x  1.20 2 2 2,1 1 2 2,,1 2,7.80,
11 1A<< <<  0.00 x  0.00 - - -,- - - -,,- -,0.00,
12 ChSt1  2.00  2.00 3 3 3,3 2 3 3,,2 3,4.00,
13 CCoSp4  3.50  1.07 3 2 2,2 1 3 2,,2 2,4.57,
74.11,,,,88.56,
Program Components Factor,,,,,
Skating Skills  2.00 9.25 9.25 9.50,9.25 8.50 8.50 9.25,,9.00 9.25,9.11,
Transition / Linking Footwork  2.00 8.75 9.00 8.75,9.00 8.00 8.25 9.00,,8.75 9.00,8.79,
Performance / Execution  2.00 8.75 9.00 8.50,9.25 8.25 9.50 9.25,,9.00 9.25,9.00,
Choreography / Composition  2.00 9.25 9.00 8.75,9.00 8.50 9.00 9.00,,9.00 9.00,8.96,
Interpretation  2.00 9.25 9.25 9.00,9.25 8.25 9.50 9.25,,9.25 9.25,9.21,
Judges Total Program Component Score (factored),,,,90.14,
Deductions: Time violation: -1.00,Falls: -1.00,,,-2.00,
"<  Under-rotated jump<<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Yuzuru HANYU JPN  17,173.99  91.99,,83.00,-1.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 4T  10.30  2.43 2 3 2,2 3 3 1,,3 2,12.73,
2 3A  8.50  2.14 2 2 2,3 2 3 1,,2 2,10.64,
3 3F  5.30  1.20 1 2 2,3 2 2 1,,2 1,6.50,
4 FCSSp4  3.00  1.00 2 2 2,2 2 2 1,,2 2,4.00,
5 3Lz+2T  7.30  0.50 -1 2 1,1 1 1 1,,0 0,7.80,
6 CiSt3  3.30  0.93 2 2 2,2 2 1 2,,1 2,4.23,
7 3A+3T  13.86 x  1.57 1 3 2,2 1 2 1,,2 1,15.43,
8 3Lz+2T+2T  9.46 x  0.10 0 1 0,1 0 0 0,,0 0,9.56,
9 3Lo  5.61 x  0.40 1 1 0,1 1 0 0,,1 0,6.01,
10 CCoSp4  3.50  0.43 0 1 -1,1 2 1 1,,1 1,3.93,
11 ChSt1  2.00  1.40 2 2 2,2 2 1 2,,2 2,3.40,
12 3S  4.62 x  0.00 0 0 1,0 -1 0 0,,0 0,4.62,
13 FCCoSp2  2.50  0.64 1 1 1,2 2 0 1,,2 1,3.14,
79.25,,,,91.99,
Program Components Factor,,,,,
