MasterCard Skate Canada International,,
ICE DANCING COMPULSORY DANCEJUDGES DETAILS PER SKATER,,
Total Total Total,,Total
Rank Name NOC Segment Element Program  Component,,Deductions
Code Score Score Score (factored),,
"= + +",,-
1 Marie-France DUBREUIL / Patrice LAUZON CAN 33.24 16.04 17.20,,0.00
"# Executed Base GOE The Judges Panel",,Scores
Elements Value (in random order),,of Panel
1 1S1 1.7 0.20 0 1 0 0 1 1 1 1 0 - - -,,1.90
2 1S2 1.7 0.20 1 0 0 0 1 1 0 0 1 - - -,,1.90
3 1S3 1.7 0.50 1 1 1 -1 1 1 0 1 1 - - -,,2.20
4 1S4 1.2 0.24 1 1 0 0 0 1 1 1 1 - - -,,1.44
5 2S1 2.1 0.24 0 0 0 0 1 1 0 1 1 - - -,,2.34
6 2S2 2.1 0.24 1 1 1 0 1 0 0 0 0 - - -,,2.34
7 2S3 2.1 0.12 1 0 0 -1 1 0 0 1 0 - - -,,2.22
8 2S4 1.4 0.30 1 1 0 0 0 1 1 1 0 - - -,,1.70
14.0,,16.04
Program Components Factor,,
Skating Skills 0.75 6.75 7.25 7.00 6.75 7.50 7.00 7.25 7.00 7.00 - - -,,6.95
Timing 0.75 7.00 7.00 7.00 6.50 7.25 7.25 7.50 6.50 6.75 - - -,,6.85
Performance / Execution 0.50 6.75 6.75 7.25 6.75 7.50 7.50 7.25 6.75 7.00 - - -,,6.90
Interpretation 0.50 6.75 6.75 7.00 6.75 7.75 7.50 7.75 6.75 6.75 - - -,,6.80
Judges Total Program Component Score (factored),,17.20
Deductions:,,0.00
Total Total Total,,Total
Rank Name NOC Segment Element Program  Component,,Deductions
Code Score Score Score (factored),,
"= + +",,-
2 Elena GRUSHINA / Ruslan GONCHAROV UKR 31.76 14.70 18.06,,1.00
"# Executed Base GOE The Judges Panel",,Scores
Elements Value (in random order),,of Panel
1 1S1 1.7 0.60 1 1 1 0 1 2 1 2 1 - - -,,2.30
2 1S2 1.7 0.50 1 1 0 1 1 1 1 1 2 - - -,,2.20
3 1S3 1.7 0.30 1 1 0 0 0 1 0 1 0 - - -,,2.00
4 1S4 1.2 0.06 0 0 0 1 1 0 1 1 0 - - -,,1.26
5 2S1 2.1 0.24 0 1 1 0 1 1 0 0 0 - - -,,2.34
6 2S2 2.1 -1.30 -2 -2 -2 -2 -1 -1 -1 -2 -3 - - -,,0.80
7 2S3 2.1 0.00 0 0 0 1 0 0 0 0 -1 - - -,,2.10
8 2S4 1.4 0.30 0 1 1 1 1 0 0 1 0 - - -,,1.70
14.0,,14.70
Program Components Factor,,
Skating Skills 0.75 6.75 7.50 7.50 8.00 7.25 6.75 7.50 7.25 7.00 - - -,,7.20
Timing 0.75 6.75 7.50 7.50 7.75 7.25 7.25 7.50 6.25 6.75 - - -,,7.15
Performance / Execution 0.50 6.50 7.25 7.75 8.25 7.25 7.50 7.75 6.50 7.00 - - -,,7.20
Interpretation 0.50 6.50 7.50 7.75 8.25 7.50 7.50 7.75 7.25 7.00 - - -,,7.40
Judges Total Program Component Score (factored),,18.06
Deductions: Falls: -1.00,,-1.00
Total Total Total,,Total
Rank Name NOC Segment Element Program  Component,,Deductions
Code Score Score Score (factored),,
"= + +",,-
3 Melissa GREGORY / Denis PETUKHOV USA 31.31 15.18 16.13,,0.00
"# Executed Base GOE The Judges Panel",,Scores
Elements Value (in random order),,of Panel
1 1S1 1.7 0.30 0 0 0 1 0 2 0 1 1 - - -,,2.00
2 1S2 1.7 0.10 0 -1 0 0 0 2 0 0 1 - - -,,1.80
3 1S3 1.7 0.20 1 -1 0 0 1 1 0 0 1 - - -,,1.90
4 1S4 1.2 0.12 0 0 0 1 1 1 1 1 0 - - -,,1.32
5 2S1 2.1 0.12 0 0 0 0 0 1 1 1 0 - - -,,2.22
6 2S2 2.1 0.12 0 0 -1 0 0 1 0 0 1 - - -,,2.22
7 2S3 2.1 0.12 1 -1 0 0 0 1 0 0 0 - - -,,2.22
8 2S4 1.4 0.10 0 0 0 0 1 1 1 1 0 - - -,,1.50
14.0,,15.18
Program Components Factor,,
Skating Skills 0.75 6.50 6.25 6.25 7.00 6.25 7.25 6.25 6.50 6.50 - - -,,6.55
Timing 0.75 6.25 6.25 6.00 6.75 6.00 6.50 6.50 6.00 6.25 - - -,,6.25
Performance / Execution 0.50 6.50 5.75 5.75 7.00 6.25 7.25 6.50 6.50 6.50 - - -,,6.45
Interpretation 0.50 6.50 6.00 6.00 7.00 6.25 7.50 6.50 6.50 7.00 - - -,,6.60
Judges Total Program Component Score (factored),,16.13
Deductions:,,0.00
MasterCard Skate Canada International,,
ICE DANCING COMPULSORY DANCEJUDGES DETAILS PER SKATER,,
Total Total Total,,Total
Rank Name NOC Segment Element Program  Component,,Deductions
Code Score Score Score (factored),,
"= + +",,-
4 Kristin FRASER / Igor LUKANIN AZE 28.16 13.82 14.34,,0.00
"# Executed Base GOE The Judges Panel",,Scores
Elements Value (in random order),,of Panel
1 1S1 1.7 0.10 0 -1 0 0 0 0 0 1 1 - - -,,1.80
2 1S2 1.7 -0.10 0 0 -1 -1 -1 1 1 0 0 - - -,,1.60
3 1S3 1.7 0.00 0 0 0 0 0 1 0 0 -1 - - -,,1.70
4 1S4 1.2 0.12 1 0 0 0 0 1 0 1 0 - - -,,1.32
5 2S1 2.1 -0.10 0 -1 0 0 -1 0 0 0 -1 - - -,,2.00
6 2S2 2.1 -0.20 -1 0 -1 -1 -1 0 0 0 0 - - -,,1.90
7 2S3 2.1 0.00 0 -1 0 0 0 0 0 0 0 - - -,,2.10
8 2S4 1.4 0.00 0 0 0 0 0 0 0 0 0 - - -,,1.40
14.0,,13.82
Program Components Factor,,
