MasterCard Skate Canada International,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,
Total,Total,,Total,Total
Rank Name NOC Segment,Element,,Program  Component,Deductions
Code Score,Score,,Score (factored),
"=",+,,+,-
1 Emanuel SANDHU CAN 139.70,66.80,,72.90,0.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 4T+3T 13.0 -1.80 -2 -2 -1 -1 -2,-2 -2 -2,,-2 -1 - -,11.20
2 3A 7.5 0.00 0 1 0 0 0,0 0 1,,0 0 - -,7.50
3 FSSp4 3.0 0.50 1 1 1 1 1,1 0 1,,1 1 - -,3.50
4 3Lz 6.0 0.00 0 1 0 0 0,0 0 0,,0 0 - -,6.00
5 3S 4.5 1.00 1 1 1 0 1,1 1 1,,1 1 - -,5.50
6 1A 0.9x 0.00 0 0 0 0 1,0 0 0,,0 1 - -,0.90
7 3Lo+3T 9.9x 0.40 1 1 -1 0 1,1 0 0,,1 0 - -,10.30
8 2A 3.6x 0.00 0 0 0 0 0,0 0 0,,0 0 - -,3.60
9 CUSp4 3.0 0.00 0 1 0 0 -1,0 0 -1,,0 0 - -,3.00
10 3F 6.1x 0.20 1 0 -1 1 0,0 0 0,,0 1 - -,6.30
11 CiSt1 1.8 0.30 0 0 0 1 1,1 0 1,,1 1 - -,2.10
12 CSp1 1.2 0.10 1 0 0 1 0,0 0 0,,0 1 - -,1.30
13 SlSt1 1.8 0.20 0 0 1 1 0,0 0 0,,1 1 - -,2.00
14 CCoSp3 3.0 0.60 2 2 1 1 1,1 1 1,,2 1 - -,3.60
65.3,,,,66.80
Program Components Factor,,,,
Skating Skills 2.00 7.00 7.00 7.25 7.50 7.75 7.00,7.00 7.50,,7.50 7.25 - -,7.25
Transition / Linking Footwork 2.00 6.50 7.00 7.00 7.25 7.00 7.25,7.00 7.00,,7.75 8.00 - -,7.10
Performance / Execution 2.00 7.75 7.50 7.00 7.50 7.25 6.75,7.00 7.25,,8.25 7.50 - -,7.30
Choreography / Composition 2.00 7.25 7.50 7.50 7.25 7.00 7.00,7.50 7.00,,8.00 7.50 - -,7.30
Interpretation 2.00 7.50 7.75 7.50 7.50 7.25 7.25,7.50 7.50,,8.00 7.50 - -,7.50
Judges Total Program Component Score (factored),,,,72.90
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
Total,Total,,Total,Total
Rank Name NOC Segment,Element,,Program  Component,Deductions
Code Score,Score,,Score (factored),
"=",+,,+,-
2 Nobunari ODA JPN 133.24,71.74,,61.50,0.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 3A+3T+2Lo 13.0 1.00 1 1 1 1 1,1 1 1,,1 1 - -,14.00
2 3Lz+2T 7.3 0.20 0 1 0 1 0,0 1 0,,0 1 - -,7.50
3 FSSp4 3.0 0.10 0 1 1 0 1,1 0 0,,0 1 - -,3.10
4 3S 4.5 0.40 1 0 0 0 0,0 1 0,,1 1 - -,4.90
5 CoSp3 2.5 0.00 0 0 0 0 0,0 0 0,,0 0 - -,2.50
6 2A+3T 8.0x 1.00 0 1 2 1 1,1 1 1,,1 1 - -,9.00
7 3F 6.1x 0.60 1 0 0 1 0,0 1 0,,1 1 - -,6.70
8 CSSp3 2.1 0.00 0 0 1 0 0,0 0 0,,0 1 - -,2.10
9 3Lo 5.5x 0.60 1 1 0 1 1,0 0 1,,1 1 - -,6.10
10 SlSt1 1.8 0.00 0 0 0 0 0,0 0 0,,0 0 - -,1.80
11 2A 3.6x 0.40 1 0 1 0 0,0 0 0,,2 0 - -,4.00
12 3Lz 6.6x -0.80 0 0 -1 0 -1,-2 -1 -1,,-1 0 - -,5.80
13 CiSt1 1.8 0.00 0 0 0 0 -1,0 0 0,,-1 0 - -,1.80
14 CCoSp2 2.5 -0.06 0 0 -1 0 0,0 0 -1,,0 0 - -,2.44
68.3,,,,71.74
Program Components Factor,,,,
Skating Skills 2.00 6.50 6.00 6.25 6.00 6.75 6.50,6.00 6.50,,6.75 5.75 - -,6.35
Transition / Linking Footwork 2.00 5.00 5.50 6.00 5.50 6.25 6.25,6.25 6.00,,6.75 5.25 - -,6.00
Performance / Execution 2.00 5.75 6.00 6.75 5.50 5.75 6.50,6.25 5.75,,6.25 5.50 - -,6.10
Choreography / Composition 2.00 6.50 5.75 6.50 6.00 6.25 6.50,6.25 6.00,,6.00 5.00 - -,6.25
Interpretation 2.00 5.50 5.75 6.50 6.00 6.00 6.25,6.00 5.75,,6.25 5.00 - -,6.05
Judges Total Program Component Score (factored),,,,61.50
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
MasterCard Skate Canada International,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,
Total,Total,,Total,Total
Rank Name NOC Segment,Element,,Program  Component,Deductions
Code Score,Score,,Score (factored),
"=",+,,+,-
3 Jeffrey BUTTLE CAN 126.66,55.26,,73.40,2.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 4T 9.0 -3.00 -3 -3 -3 -3 -3,-3 -3 -3,,-3 -3 - -,6.00
2 3A+3T+SEQ 9.2 -2.00 -2 -2 -2 -2 -2,-2 -2 -1,,-2 -2 - -,7.20
3 3Lz+2T+2Lo 8.8 0.60 1 0 0 0 1,1 1 0,,1 0 - -,9.40
4 FSSp4 3.0 0.30 1 0 0 0 1,1 1 0,,1 0 - -,3.30
5 CiSt3 3.1 0.50 1 1 1 1 1,1 1 1,,1 2 - -,3.60
6 2A 3.6x 0.00 0 0 0 0 0,0 0 0,,0 0 - -,3.60
