MasterCard Skate Canada International,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
1 Alissa CZISNY USA 58.54 31.90,,26.64,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 FSSp4 3.0 0.50 1 2 1 1 1 1 1 1,,0 1 - -,3.50
2 3Lz+2T 7.3 0.00 0 0 0 0 0 0 0 0,,1 0 - -,7.30
3 2A 3.3 -0.70 0 -1 -1 -1 -1 0 -1 -1,,-1 -1 - -,2.60
4 SpSt3 3.1 0.70 2 3 1 -1 1 1 2 1,,1 2 - -,3.80
5 3F 5.5 0.20 1 1 0 0 0 0 0 -1,,0 1 - -,5.70
6 CCoSp2 2.5 0.70 2 2 2 1 1 2 1 1,,1 1 - -,3.20
7 SlSt3 3.1 0.00 1 1 0 0 0 0 0 0,,0 0 - -,3.10
8 LSp3 1.8 0.90 2 2 2 2 2 1 1 2,,1 2 - -,2.70
29.6,,,31.90
Program Components Factor,,,
Skating Skills 0.80 7.00 7.50 7.00 6.75 6.50 6.25 6.50 6.75,,6.25 7.00 - -,6.75
Transition / Linking Footwork 0.80 7.00 7.25 6.50 6.50 6.25 5.75 6.00 6.00,,5.75 6.75 - -,6.30
Performance / Execution 0.80 7.25 7.50 7.00 6.25 6.25 6.75 6.75 6.50,,6.25 7.00 - -,6.80
Choreography / Composition 0.80 7.25 7.50 6.50 7.00 6.50 6.25 6.50 6.50,,5.75 7.25 - -,6.65
Interpretation 0.80 7.25 7.25 7.00 6.50 6.25 6.50 6.50 6.75,,6.00 7.75 - -,6.80
Judges Total Program Component Score (factored),,,26.64
Deductions:,,,0.00
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
2 Fumie SUGURI JPN 52.12 25.80,,26.32,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3Lz+2T 7.3 -1.00 -1 -1 -1 -1 -2 0 0 -2,,0 -1 - -,6.30
2 3F 5.5 -2.00 0 -2 -2 -1 -2 -2 -2 -2,,-2 -3 - -,3.50
3 LSp3 1.8 0.40 1 1 1 1 1 0 1 1,,1 0 - -,2.20
4 SpSt3 3.1 0.20 0 1 1 0 0 0 1 0,,1 0 - -,3.30
5 2A 3.3 0.00 0 0 0 0 0 0 0 0,,0 0 - -,3.30
6 FSSp3 2.3 0.10 0 0 1 0 0 0 0 1,,0 -1 - -,2.40
7 CiSt1 1.8 0.00 1 0 1 1 0 0 0 0,,1 0 - -,1.80
8 CCoSp3 3.0 0.00 1 0 0 0 0 0 1 0,,1 0 - -,3.00
28.1,,,25.80
Program Components Factor,,,
Skating Skills 0.80 6.75 6.50 7.25 7.00 6.75 6.75 7.25 6.50,,7.00 6.00 - -,6.75
Transition / Linking Footwork 0.80 6.50 6.00 6.75 6.75 6.50 6.50 7.00 5.75,,6.75 4.75 - -,6.30
Performance / Execution 0.80 6.75 6.00 6.75 6.50 6.50 7.00 7.25 6.50,,6.75 5.75 - -,6.55
Choreography / Composition 0.80 7.00 6.50 7.00 6.75 6.75 6.75 7.25 6.25,,7.00 6.25 - -,6.65
Interpretation 0.80 7.00 6.25 7.00 6.50 6.75 6.75 7.25 6.50,,7.00 6.00 - -,6.65
Judges Total Program Component Score (factored),,,26.32
Deductions:,,,0.00
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
3 Joannie ROCHETTE CAN 50.68 25.28,,25.40,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3Lz+2T 7.3 0.00 -1 0 0 0 0 0 0 1,,1 0 - -,7.30
2 2F 1.7 -0.60 -3 -2 -3 -3 -2 -1 -2 -2,,-2 -2 - -,1.10
3 LSp3 1.8 0.40 0 1 1 1 1 0 0 1,,1 1 - -,2.20
4 SpSt4 3.4 0.20 0 1 -1 0 0 1 0 0,,0 0 - -,3.60
5 SlSt3 3.1 0.00 0 -1 0 0 0 1 0 0,,1 0 - -,3.10
6 2A 3.3 0.00 1 0 0 0 0 0 0 0,,0 1 - -,3.30
7 FSSp3 2.3 -0.12 0 0 -1 -1 1 0 -1 0,,0 -1 - -,2.18
8 CCoSp2 2.5 0.00 0 0 0 0 0 0 0 0,,0 -2 - -,2.50
25.4,,,25.28
Program Components Factor,,,
Skating Skills 0.80 6.25 6.50 6.00 6.25 7.00 6.75 6.00 6.50,,7.00 5.75 - -,6.35
Transition / Linking Footwork 0.80 6.00 6.25 5.50 6.25 6.75 6.50 6.00 6.75,,6.75 5.75 - -,6.25
Performance / Execution 0.80 6.00 6.25 5.75 6.50 6.75 6.75 6.25 6.50,,7.00 5.75 - -,6.30
Choreography / Composition 0.80 6.25 6.50 5.50 6.50 7.25 6.50 6.00 7.00,,7.25 6.00 - -,6.40
Interpretation 0.80 6.00 6.50 5.75 6.25 7.25 6.75 6.00 7.00,,7.00 6.00 - -,6.45
Judges Total Program Component Score (factored),,,25.40
Deductions:,,,0.00
MasterCard Skate Canada International,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
4 Yukari NAKANO JPN 49.84 26.60,,23.24,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3Lz+2T 7.3 -1.40 -1 -2 -1 -2 -2 -1 -1 -2,,-2 -1 - -,5.90
