MasterCard Skate Canada International,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
1 Aliona SAVCHENKO / Robin SZOLKOWY GER 115.06 58.58,,56.48,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 2Tw3 4.0 0.40 1 0 0 2 1 1 0 1,,0 1 - -,4.40
2 2T+2T+SEQ 2.1 -0.76 -2 -3 -3 -2 -3 -3 -3 -2,,-3 -2 - -,1.34
4 3FTh 5.0 -0.56 -1 -1 0 0 -1 -1 -1 0,,-1 -1 - -,4.44
5 FiDs3 3.2 0.28 1 0 1 1 1 1 0 0,,0 0 - -,3.48
6 5ALi3 6.0 0.20 0 0 1 -1 0 1 0 1,,0 0 - -,6.20
7 PCoSp4 4.5 0.20 0 0 1 1 0 0 0 2,,0 1 - -,4.70
8 SlSt3 3.1 0.00 0 0 0 0 1 0 0 0,,1 0 - -,3.10
9 2A 3.6x 0.00 0 -1 -1 0 -1 0 0 0,,-1 0 - -,3.60
10 3STh 5.0x 0.56 1 1 1 1 1 0 1 1,,0 1 - -,5.56
11 5TLi3 5.5 0.40 0 0 0 1 0 1 1 1,,0 1 - -,5.90
12 FCCoSp3 3.0 0.20 1 0 1 1 0 0 0 1,,0 0 - -,3.20
13 3Li3 3.5 0.30 0 1 0 1 1 0 1 1,,0 1 - -,3.80
14 SpSt4 3.4 0.40 0 1 0 1 0 0 0 0,,1 1 - -,3.80
15 BoDs4 4.5 0.56 1 0 1 2 0 1 1 0,,0 1 - -,5.06
56.4,,,58.58
Program Components Factor,,,
Skating Skills 1.60 6.75 7.00 7.25 7.25 7.00 7.25 7.25 7.25,,7.25 7.00 - -,7.20
Transition / Linking Footwork 1.60 6.75 6.75 7.00 7.25 6.75 7.00 6.50 7.00,,6.75 6.75 - -,6.85
Performance / Execution 1.60 7.00 6.75 7.75 7.00 6.50 7.25 7.00 7.50,,7.25 7.00 - -,7.10
Choreography / Composition 1.60 6.75 6.75 7.50 7.50 6.75 7.50 7.00 7.00,,7.00 7.00 - -,7.10
Interpretation 1.60 7.00 6.75 7.75 7.00 6.75 7.25 7.00 7.50,,7.00 7.00 - -,7.05
Judges Total Program Component Score (factored),,,56.48
Deductions:,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
2 Maria PETROVA / Alexei TIKHONOV RUS 114.04 56.52,,57.52,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 2A+3T+SEQ 5.8 0.20 1 0 0 1 1 0 0 0,,0 0 - -,6.00
2 2S 1.3 -0.36 -1 -1 -2 -1 -1 0 -2 -3,,-1 -1 - -,0.94
3 2Tw2 3.5 0.20 1 0 1 1 0 0 -1 0,,0 1 - -,3.70
4 3LoTh 5.0 0.28 0 0 1 1 0 0 0 0,,1 1 - -,5.28
5 BoDs1 3.0 0.00 0 0 0 0 0 0 0 -1,,0 0 - -,3.00
6 5ALi4 6.5 1.00 1 1 1 1 1 1 1 0,,1 1 - -,7.50
7 FCCoSp2 2.5 -0.06 0 0 -1 1 0 -1 -1 0,,0 0 - -,2.44
8 PCoSp4 4.5 0.00 0 0 1 0 0 0 0 0,,1 0 - -,4.50
9 3STh 5.0x -1.12 -2 -1 -1 -1 -2 0 -2 -1,,-2 -2 - -,3.88
10 CiSt2 2.3 0.20 1 0 1 1 1 1 0 -1,,0 0 - -,2.50
11 5TLi4 6.0 0.00 1 0 1 0 0 0 -1 0,,0 0 - -,6.00
12 SpSt3 3.1 0.00 1 0 0 0 0 0 0 0,,0 0 - -,3.10
13 3Li4 4.0 0.40 0 1 2 1 1 1 1 1,,0 1 - -,4.40
14 FiDs2 3.0 0.28 1 0 2 0 1 0 1 0,,0 1 - -,3.28
55.5,,,56.52
Program Components Factor,,,
Skating Skills 1.60 8.00 7.25 7.50 8.00 7.75 7.50 7.50 6.50,,7.50 7.25 - -,7.55
Transition / Linking Footwork 1.60 7.75 6.75 6.25 6.50 7.50 7.75 7.00 5.75,,6.50 6.75 - -,6.90
Performance / Execution 1.60 8.00 7.00 7.25 7.00 7.50 7.50 7.00 6.25,,7.25 7.00 - -,7.15
Choreography / Composition 1.60 8.00 7.00 7.50 7.00 7.75 7.75 7.25 6.00,,7.00 7.00 - -,7.20
Interpretation 1.60 8.00 7.25 7.25 7.00 7.50 7.50 7.25 6.50,,7.25 6.75 - -,7.15
Judges Total Program Component Score (factored),,,57.52
Deductions:,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,
MasterCard Skate Canada International,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
3 Valerie MARCOUX / Craig BUNTIN CAN 105.50 55.02,,52.48,2.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 BiDs2 3.0 0.70 1 1 1 1 1 1 1 1,,1 1 - -,3.70
2 3Tw2 4.5 -0.28 0 -1 -1 -1 -1 -1 0 1,,0 -1 - -,4.22
3 3T+2T 5.3 0.00 0 0 0 0 0 0 0 0,,0 0 - -,5.30
4 3Li3 3.5 0.30 0 1 1 1 1 0 0 1,,1 1 - -,3.80
5 3LoTh 5.0 0.56 0 0 2 1 0 0 1 1,,1 1 - -,5.56
6 SpSt4 3.4 0.40 1 0 1 0 0 0 1 0,,0 1 - -,3.80
