MasterCard Skate Canada International,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
1 Alissa CZISNY USA 109.78 54.66,,55.12,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3Lz+2T 7.3 0.40 0 -1 0 1 -1 1 0 1,,0 0 - -,7.70
2 FSSp4 3.0 0.50 1 1 2 1 1 0 2 1,,1 1 - -,3.50
3 3F+2T 6.8 0.00 0 0 0 0 -1 0 0 0,,0 0 - -,6.80
4 3Lo 5.0 -0.20 -1 0 0 0 0 -1 0 0,,0 -1 - -,4.80
5 CCoSp2 2.5 0.70 2 2 1 1 1 2 1 2,,1 1 - -,3.20
6 2A+2T 4.6 0.20 0 0 0 1 1 0 0 0,,0 0 - -,4.80
7 2F 1.9x -0.54 -2 0 -1 -1 -2 0 -2 -2,,-2 0 - -,1.36
8 FCSp3 2.3 0.20 1 0 0 0 0 1 0 0,,1 1 - -,2.50
9 2A 3.6x 0.00 0 0 0 1 0 0 0 0,,0 0 - -,3.60
10 3Lz 6.6x -0.20 0 0 0 0 -1 -1 0 1,,0 0 - -,6.40
11 SlSt1 1.8 0.00 0 0 0 1 0 0 0 0,,0 0 - -,1.80
12 SpSt4 3.4 1.40 1 2 0 2 1 1 2 0,,2 1 - -,4.80
13 LSp4 2.4 1.00 2 2 2 2 2 2 2 2,,2 2 - -,3.40
51.2,,,54.66
Program Components Factor,,,
Skating Skills 1.60 6.50 7.00 7.50 7.25 6.75 6.50 7.00 7.25,,6.75 6.75 - -,6.85
Transition / Linking Footwork 1.60 6.50 6.75 6.00 6.75 6.50 6.25 7.00 6.50,,6.25 6.50 - -,6.50
Performance / Execution 1.60 7.25 7.00 7.00 7.50 7.25 6.75 7.00 7.25,,6.75 6.75 - -,7.10
Choreography / Composition 1.60 6.75 7.25 7.25 7.50 6.75 6.50 7.50 7.50,,6.50 6.50 - -,7.00
Interpretation 1.60 7.00 7.25 7.00 7.25 7.00 6.50 7.25 7.75,,6.25 6.75 - -,7.00
Judges Total Program Component Score (factored),,,55.12
Deductions:,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
2 Joannie ROCHETTE CAN 107.62 53.70,,53.92,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3T+2T+2Lo 6.8 1.00 1 1 1 1 1 1 1 1,,1 0 - -,7.80
2 3Lz+2T 7.3 -0.80 -1 -2 -1 -1 0 -1 -1 0,,-1 0 - -,6.50
3 3Lo 5.0 0.00 0 0 0 0 0 0 0 0,,0 0 - -,5.00
4 FSSp3 2.3 0.10 0 0 0 1 1 0 0 0,,0 0 - -,2.40
5 3S 4.5 0.60 0 1 0 1 1 1 0 1,,0 0 - -,5.10
6 3Lz 6.6x 0.00 0 -1 0 0 0 1 0 0,,-1 0 - -,6.60
7 SlSt3 3.1 0.10 0 0 1 2 0 0 0 1,,0 0 - -,3.20
8 LSp3 1.8 0.10 0 1 0 1 1 0 0 0,,0 0 - -,1.90
9 1F 0.6x -0.20 -2 -2 -2 -1 -3 -3 -2 -1,,-2 -2 - -,0.40
10 CoSp3 2.5 0.00 0 0 0 0 0 1 0 0,,0 0 - -,2.50
11 SpSt3 3.1 0.00 0 0 0 0 0 0 0 0,,0 0 - -,3.10
12 2A+3S+SEQ 6.8x 0.40 0 0 0 0 1 1 0 1,,0 0 - -,7.20
13 CCoSp1 2.0 0.00 0 0 -1 0 0 1 0 0,,0 0 - -,2.00
52.4,,,53.70
Program Components Factor,,,
Skating Skills 1.60 6.75 6.75 6.75 6.75 7.00 7.00 6.50 6.50,,6.50 6.75 - -,6.70
Transition / Linking Footwork 1.60 6.50 6.50 6.25 6.50 6.75 6.75 6.25 5.75,,6.50 6.75 - -,6.50
Performance / Execution 1.60 7.00 6.50 6.75 7.00 8.00 7.25 6.75 6.50,,6.50 6.50 - -,6.90
Choreography / Composition 1.60 6.75 6.75 7.00 7.00 7.00 7.00 6.50 6.50,,6.25 6.75 - -,6.75
Interpretation 1.60 6.75 6.50 6.50 7.25 8.00 7.00 6.50 6.75,,6.25 7.00 - -,6.85
Judges Total Program Component Score (factored),,,53.92
Deductions:,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,
MasterCard Skate Canada International,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
3 Yukari NAKANO JPN 99.70 53.14,,46.56,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3A 7.5 -1.20 -1 -1 -1 -1 -1 -1 -1 -2,,-2 -1 - -,6.30
2 3Lz+1T 6.4 -1.00 -1 -1 -2 0 -2 -1 -2 -1,,0 -2 - -,5.40
3 FSSp3 2.3 0.30 1 1 0 0 1 2 0 1,,0 0 - -,2.60
4 SpSt3 3.1 0.30 0 1 0 1 0 1 0 1,,1 0 - -,3.40
5 3F 5.5 0.00 0 0 0 0 0 0 0 0,,0 0 - -,5.50
6 1Lo 0.5 -0.06 -1 -1 -1 0 0 -1 -1 0,,-1 0 - -,0.44
7 LSp2 1.5 0.30 0 1 1 1 2 1 0 0,,1 1 - -,1.80
8 CiSt2 2.3 0.00 0 0 0 1 0 0 0 0,,0 0 - -,2.30
