SmartOnes Skate America,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,
Total,Total,,Total,Total
Rank Name NOC Segment,Element,,Program  Component,Deductions
Code Score,Score,,Score (factored),
"=",+,,+,-
1 Daisuke TAKAHASHI JPN 149.44,76.14,,73.30,0.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 4T 9.0 -2.00 -2 -1 -2 -2 -2,-2 -2 -2,,-2 -2 - -,7.00
2 3A+3T 11.5 1.00 2 2 1 1 1,1 0 0,,1 1 - -,12.50
3 3Lz+3T 10.0 0.80 1 1 1 1 0,0 0 1,,0 1 - -,10.80
4 FSSp3 2.3 0.10 0 1 0 1 0,0 0 0,,0 0 - -,2.40
5 LSp3 1.8 0.50 1 1 1 1 1,0 0 1,,1 1 - -,2.30
6 2A 3.3 1.00 0 2 1 1 1,0 0 2,,1 1 - -,4.30
7 3Lo 5.5x 1.00 1 2 1 0 1,1 1 1,,1 1 - -,6.50
8 3Lz 6.6x 0.00 1 0 0 1 0,0 -1 -1,,0 0 - -,6.60
9 CiSt1 1.8 0.50 1 1 1 2 1,1 0 1,,0 1 - -,2.30
10 3F 6.1x 0.20 0 1 0 0 0,0 0 0,,0 1 - -,6.30
11 3S 5.0x 0.60 1 1 1 0 0,1 1 0,,0 1 - -,5.60
12 CoSp2 2.1 -0.06 0 0 -1 0 0,0 -1 -1,,0 0 - -,2.04
13 SlSt3 3.1 0.80 2 2 2 2 1,1 1 1,,1 2 - -,3.90
14 CCoSp3 3.0 0.60 2 1 1 2 1,0 1 1,,1 1 - -,3.60
71.1,,,,76.14
Program Components Factor,,,,
Skating Skills 2.00 7.50 7.75 7.00 7.75 7.25,7.00 7.50 6.75,,7.25 7.50 -,- 7.50
Transition / Linking Footwork 2.00 7.25 7.50 6.75 7.75 7.00,6.75 6.75 6.25,,6.50 7.25 -,- 7.15
Performance / Execution 2.00 7.25 7.50 7.25 7.75 6.75,7.25 7.50 7.00,,6.75 7.50 -,- 7.35
Choreography / Composition 2.00 7.50 7.50 7.00 7.75 6.75,7.00 7.00 6.75,,7.00 7.50 -,- 7.25
Interpretation 2.00 7.75 7.25 7.25 7.75 7.00,7.50 7.50 7.00,,6.75 7.50 -,- 7.40
Judges Total Program Component Score (factored),,,,73.30
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
Total,Total,,Total,Total
Rank Name NOC Segment,Element,,Program  Component,Deductions
Code Score,Score,,Score (factored),
"=",+,,+,-
2 Brian JOUBERT FRA 127.40,60.20,,68.20,1.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 4T 9.0 -3.00 -3 -3 -3 -3 -3,-3 -3 -3,,-3 -3 - -,6.00
2 3A 7.5 -0.20 0 0 0 -1 0,0 -1 0,,0 0 - -,7.30
3 3Lz 6.0 0.60 1 1 1 0 0,0 0 1,,1 1 - -,6.60
4 FSSp3 2.3 0.20 1 1 0 0 0,0 0 0,,0 1 - -,2.50
5 3F+2T 6.8 0.20 0 1 1 0 0,0 0 1,,1 0 - -,7.00
6 2A 3.3 0.00 0 0 0 0 0,0 0 0,,0 0 - -,3.30
7 CiSt2 2.3 0.60 2 2 1 1 1,1 0 1,,0 1 - -,2.90
8 SSp3 1.8 0.00 0 0 0 0 0,1 0 1,,0 0 - -,1.80
9 3Lo 5.5x -2.00 -2 -2 -2 -2 -1,-2 -2 -2,,-2 -2 - -,3.50
10 3S 5.0x 1.00 1 1 1 1 0,0 1 1,,1 1 - -,6.00
11 3F 6.1x 0.00 1 0 0 0 0,0 0 0,,0 0 - -,6.10
12 FCCoSp2 2.5 0.20 1 0 1 0 0,0 -1 1,,1 1 - -,2.70
13 SlSt1 1.8 0.50 1 1 1 1 0,1 1 1,,0 1 - -,2.30
14 CSSp2 1.7 0.50 1 1 1 1 1,1 0 1,,1 1 - -,2.20
61.6,,,,60.20
Program Components Factor,,,,
Skating Skills 2.00 7.25 7.00 7.00 7.00 6.75,7.00 7.00 7.00,,7.00 6.75 -,- 6.95
Transition / Linking Footwork 2.00 7.00 7.00 6.50 6.75 6.25,6.75 5.00 6.75,,6.50 6.75 -,- 6.70
Performance / Execution 2.00 7.00 6.75 7.00 7.00 6.50,7.00 6.00 7.00,,6.75 6.75 -,- 6.80
Choreography / Composition 2.00 7.25 7.00 7.00 6.75 6.75,7.25 5.75 7.00,,7.00 6.75 -,- 6.85
Interpretation 2.00 7.25 6.75 7.00 7.00 6.50,7.25 6.00 7.00,,6.50 6.75 -,- 6.80
Judges Total Program Component Score (factored),,,,68.20
Deductions: Falls: -1.00,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
SmartOnes Skate America,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,
Total,Total,,Total,Total
Rank Name NOC Segment,Element,,Program  Component,Deductions
Code Score,Score,,Score (factored),
"=",+,,+,-
3 Evan LYSACEK USA 125.96,60.96,,65.00,0.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 3Lz+3T 10.0 0.80 1 1 1 1 0,0 0 1,,1 1 - -,10.80
2 3A+2T 8.8 -0.40 0 0 -1 0 -1,-1 -1 -1,,0 0 - -,8.40
3 3Lo 5.0 0.40 1 1 0 0 0,0 0 0,,1 1 - -,5.40
4 FCSSp3 2.1 0.10 0 2 0 0 0,0 1 0,,1 0 - -,2.20
5 3A 7.5 -0.80 -1 -1 -1 -1 -1,-1 -1 0,,0 0 - -,6.70
6 2F+2T+2Lo 4.5 0.00 0 0 0 1 0,0 0 0,,0 0 - -,4.50
