SmartOnes Skate America,,,
ICE DANCING COMPULSORY DANCE,JUDGES DETAILS PER SKATER,,
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
"",Code Score Score Score (factored),,
"",= + +,,-
1 Tanith BELBIN / Benjamin AGOSTO,USA 36.73 18.00 18.73,,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 1S1 1.7 0.38,1 2 2 1 1 1 0 0 - - - -,,2.08
2 1S2 2.2 0.50,1 1 1 1 2 1 0 1 - - - -,,2.70
3 1S3 2.6 0.50,1 1 1 1 1 1 1 0 - - - -,,3.10
4 2S1 2.5 0.28,0 1 2 0 1 0 0 1 - - - -,,2.78
5 2S2 3.0 0.56,0 1 1 1 1 1 0 1 - - - -,,3.56
6 2S3 3.5 0.28,0 0 1 1 1 0 0 1 - - - -,,3.78
15.5,,,18.00
Program Components Factor,,,
Skating Skills 0.75,7.50 7.50 7.50 7.75 8.00 7.75 7.25 7.25 - - -,,- 7.60
Timing 0.75,7.00 7.25 7.25 7.50 7.50 7.25 7.25 7.25 - - -,,- 7.30
Performance / Execution 0.50,7.50 7.50 7.50 7.75 7.75 7.75 7.25 7.00 - - -,,- 7.60
Interpretation 0.50,7.50 7.50 7.75 7.50 7.50 7.50 7.50 7.00 - - -,,- 7.50
Judges Total Program Component Score (factored),,,18.73
Deductions:,,,0.00
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
"",Code Score Score Score (factored),,
"",= + +,,-
2 Isabelle DELOBEL / Olivier SCHOENFELDER,FRA 36.43 18.22 18.21,,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 1S1 1.7 0.18,1 0 1 0 1 1 0 0 - - - -,,1.88
2 1S2 2.2 0.60,0 2 2 1 1 2 0 1 - - - -,,2.80
3 1S3 2.6 0.40,0 1 2 1 0 1 1 1 - - - -,,3.00
4 2S1 2.5 0.28,0 1 2 0 1 0 0 1 - - - -,,2.78
5 2S2 3.0 0.56,0 1 2 1 1 1 0 1 - - - -,,3.56
6 2S3 3.5 0.70,0 1 2 1 1 1 1 1 - - - -,,4.20
15.5,,,18.22
Program Components Factor,,,
Skating Skills 0.75,7.25 7.50 7.75 7.25 7.75 7.50 7.25 7.75 - - -,,- 7.45
Timing 0.75,6.50 7.00 7.50 6.75 7.25 7.00 7.25 7.50 - - -,,- 7.05
Performance / Execution 0.50,7.25 7.25 7.75 7.00 7.50 7.50 7.25 7.25 - - -,,- 7.35
Interpretation 0.50,7.25 7.50 7.50 7.25 7.25 7.25 7.00 7.25 - - -,,- 7.30
Judges Total Program Component Score (factored),,,18.21
Deductions:,,,0.00
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
