SmartOnes Skate America,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
1 Tanith BELBIN / Benjamin AGOSTO USA 95.35 49.60,,46.75,1.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 CuLi4+RoLi4 5.6 1.00 1 1 2 2 2 2 2 2,,- - - -,6.60
2 CSeSt3 6.2 0.60 0 0 2 0 1 0 1 1,,- - - -,6.80
3 FSTw4 4.7 0.50 1 1 1 1 1 1 1 1,,- - - -,5.20
4 CoSp4 4.7 0.00 0 1 0 0 0 0 0 0,,- - - -,4.70
5 CuLi4 4.0 0.50 1 2 1 1 1 1 1 1,,- - - -,4.50
6 SeLi4 5.6 0.40 1 0 1 1 1 1 1 0,,- - - -,6.00
7 BSTw4 4.7 0.80 1 1 2 1 2 1 2 2,,- - - -,5.50
8 CCiSt2 5.3 0.60 0 0 1 0 1 0 1 1,,- - - -,5.90
9 RoLi4 4.0 0.40 1 0 1 1 1 0 1 1,,- - - -,4.40
44.8,,,49.60
Program Components Factor,,,
Skating Skills 1.25 7.25 7.50 7.75 8.00 7.75 8.00 8.00 7.75,,- - -,- 7.85
Linking Footwork / Movement 1.75 7.50 7.50 7.75 7.75 7.75 7.50 7.75 7.50,,- - -,- 7.65
Performance 1.00 7.50 7.75 8.00 8.00 7.50 7.75 8.25 8.00,,- - -,- 7.90
Choreography 1.00 7.25 7.25 7.75 7.75 7.75 7.50 8.50 8.00,,- - -,- 7.75
Interpretation / Timing 1.00 7.25 7.75 8.00 8.00 7.75 7.50 8.00 8.00,,- - -,- 7.90
Judges Total Program Component Score (factored),,,46.75
Deductions: Extended lifts: -1.00,,,-1.00
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
2 Isabelle DELOBEL / Olivier SCHOENFELDER FRA 92.27 48.40,,44.87,1.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 SlLi4+CuLi4 5.6 0.60 2 1 2 1 2 1 1 0,,- - - -,6.20
2 FSTw4 4.7 0.60 2 1 1 0 2 2 0 2,,- - - -,5.30
3 CuLi4 4.0 0.70 1 2 2 0 2 0 2 1,,- - - -,4.70
4 CSeSt3 6.2 0.40 1 0 1 0 1 1 0 0,,- - - -,6.60
5 CoSp1 3.0 0.20 1 0 1 0 1 0 0 1,,- - - -,3.20
6 SlLi4 4.0 0.70 1 0 2 2 2 1 1 1,,- - - -,4.70
7 BSTw4 4.7 0.10 1 0 0 0 1 0 -1 1,,- - - -,4.80
8 CCiSt3 6.2 0.60 1 1 1 0 1 0 0 1,,- - - -,6.80
9 SeLi4 5.6 0.50 2 1 1 1 1 0 1 1,,- - - -,6.10
44.0,,,48.40
Program Components Factor,,,
Skating Skills 1.25 7.75 7.50 7.75 7.25 7.75 7.25 7.50 7.50,,- - -,- 7.50
Linking Footwork / Movement 1.75 7.75 7.75 7.50 7.00 7.75 7.25 7.00 7.75,,- - -,- 7.45
Performance 1.00 7.75 7.25 7.75 7.50 7.75 7.50 6.75 7.25,,- - -,- 7.45
Choreography 1.00 7.50 7.50 7.50 7.25 7.75 7.50 7.50 7.50,,- - -,- 7.50
Interpretation / Timing 1.00 7.75 7.50 7.50 7.25 7.50 7.75 7.50 7.50,,- - -,- 7.50
Judges Total Program Component Score (factored),,,44.87
Deductions: Extended lifts: -1.00,,,-1.00
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
3 Oksana DOMNINA / Maxim SHABALIN RUS 85.32 46.00,,39.32,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 CoSp3 4.0 0.10 1 0 0 1 1 0 0 0,,- - - -,4.10
2 BSTw4 4.7 0.50 1 0 1 1 1 1 1 1,,- - - -,5.20
3 CSeSt2 5.3 0.00 0 0 0 0 0 0 0 -1,,- - - -,5.30
4 SlLi4 4.0 0.50 1 1 1 0 1 1 1 1,,- - - -,4.50
5 FSTw4 4.7 0.50 2 1 1 1 1 0 1 2,,- - - -,5.20
6 SeLi4 5.6 0.40 1 1 1 1 1 1 0 0,,- - - -,6.00
7 CuLi4+SlLi4 5.6 -0.20 1 0 0 0 -1 0 -1 -1,,- - - -,5.40
8 CCiSt2 5.3 0.60 1 0 1 1 0 1 1 0,,- - - -,5.90
9 RoLi4 4.0 0.40 1 0 1 1 1 0 1 1,,- - - -,4.40
43.2,,,46.00
Program Components Factor,,,
Skating Skills 1.25 6.75 6.50 6.75 7.00 6.50 6.75 6.50 6.75,,- - -,- 6.65
Linking Footwork / Movement 1.75 6.50 6.00 6.75 6.75 6.50 6.50 6.25 6.75,,- - -,- 6.55
Performance 1.00 6.75 6.25 6.50 7.00 6.50 6.50 6.50 6.75,,- - -,- 6.55
Choreography 1.00 7.00 6.50 6.25 6.75 6.25 6.25 6.50 6.75,,- - -,- 6.45
Interpretation / Timing 1.00 6.75 6.25 6.50 7.00 6.50 6.75 6.50 6.50,,- - -,- 6.55
Judges Total Program Component Score (factored),,,39.32
Deductions:,,,0.00
SmartOnes Skate America,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
4 Megan WING / Aaron LOWE CAN 79.70 44.20,,35.50,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
