ISU GP Cup of Russia 2010,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Program Components Factor,,,,,,
Skating Skills  2.00 9.00 8.00,8.75,8.00 8.50 8.50 8.25,,8.75 8.75,8.50,
Transition / Linking Footwork  2.00 8.50 8.00,8.25,8.00 8.00 7.75 8.00,,9.00 8.00,8.11,
Performance / Execution  2.00 8.00 7.75,7.50,8.00 8.25 7.50 7.75,,8.00 6.50,7.79,
Choreography / Composition  2.00 8.75 7.75,8.50,8.25 8.00 7.75 8.00,,8.75 6.75,8.14,
Interpretation  2.00 8.50 8.00,8.25,8.25 8.25 7.75 7.75,,8.50 7.00,8.11,
Judges Total Program Component Score (factored),,,,,81.30,
Deductions: Falls: -3.00,,,,,-3.00,
"<  Under-rotated jump*  Invalid elementx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU GP Cup of Russia 2010,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
3 Samuel CONTESTI ITA,4,141.61  75.11,,66.50,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3A  8.50  2.14 3 2,1,2 2 2 2,,2 3,10.64,
2 3F  5.30  0.60 1 1,0,1 1 1 1,,0 2,5.90,
3 3Lz  6.00  0.10 1 0,0,0 0 0 0,,0 1,6.10,
4 CCSp3  2.80 -0.04 0 0,0,0 0 0 -1,,-1 0,2.76,
"",,Info,,,,Info
5 CiSt2  2.30  0.64 2 1,1,1 2 1 0,,1 2,2.94,
6 CCoSp4  3.50  0.43 0 1,0,1 1 1 1,,1 1,3.93,
7 3A+2T+2T  12.43 x  0.86 1 1,1,0 1 1 0,,1 1,13.29,
8 3Lo  5.61 x -1.20 -2 -1,-2,0 -2 -2 -2,,-2 -1,4.41,
9 2A  3.63 x  0.14 1 1,0,1 0 0 0,,0 0,3.77,
10 ChSt1  2.00  1.29 1 1,1,2 3 2 0,,0 2,3.29,
11 3S+3T  9.13 x  0.00 -1 1,0,-1 0 0 0,,0 1,9.13,
12 3T+2A+SEQ  6.51 x  0.00 0 0,0,0 0 0 -1,,0 0,6.51,
13 FSSp2  2.30  0.14 0 1,0,0 0 0 0,,1 1,2.44,
70.01,,,,,75.11,
Program Components Factor,,,,,,
Skating Skills  2.00 6.50 7.00,6.50,6.25 7.50 6.75 6.25,,6.75 7.00,6.68,
Transition / Linking Footwork  2.00 6.50 6.25,6.00,6.25 7.50 5.50 6.00,,6.50 6.75,6.32,
Performance / Execution  2.00 7.00 7.00,6.50,6.50 8.00 7.25 6.25,,6.75 6.75,6.82,
Choreography / Composition  2.00 7.25 6.50,6.25,6.75 7.50 7.00 6.00,,7.00 7.00,6.82,
Interpretation  2.00 7.25 6.50,6.25,6.00 8.00 6.50 6.00,,6.50 7.25,6.61,
Judges Total Program Component Score (factored),,,,,66.50,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
4 Jeremy ABBOTT USA,11,139.60  64.26,,77.34,-2.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T< <  7.20 -3.00 -3 -3,-3,-3 -3 -3 -3,,-3 -3,4.20,
2 3F  5.30 -1.40 -2 -2,-2,-2 -2 -1 -2,,-2 -2,3.90,
3 3A+3T  12.60  1.71 2 2,0,2 2 2 1,,1 2,14.31,
4 FUSp3  2.40  0.07 0 0,0,1 -1 2 0,,0 0,2.47,
5 CiSt3  3.30  0.86 2 2,1,2 1 3 2,,1 2,4.16,
6 2A  3.30  0.50 2 3,0,1 0 2 1,,1 0,3.80,
7 3A  9.35 x -1.71 -2 -2,-2,-1 -2 -1 -1,,-2 -2,7.64,
8 3Lo+1T+2T< <  7.15 x -1.30 -1 -2,-2,-1 -3 -2 -2,,-2 -2,5.85,
9 CSSp3  2.60  0.29 1 0,1,1 1 2 0,,0 0,2.89,
10 3Lz< <  4.62 x -2.10 -3 -3,-3,-3 -3 -3 -3,,-3 -3,2.52,
11 3S  4.62 x  0.40 1 1,0,1 2 1 0,,0 0,5.02,
12 ChSt1  2.00  1.43 2 3,1,2 1 2 1,,0 1,3.43,
13 CCoSp4  3.50  0.57 1 1,1,2 1 2 1,,1 1,4.07,
67.94,,,,,64.26,
Program Components Factor,,,,,,
Skating Skills  2.00 8.25 7.25,8.00,8.00 7.50 7.75 8.00,,7.75 8.50,7.89,
Transition / Linking Footwork  2.00 8.00 7.00,7.75,7.75 6.75 7.75 7.50,,7.50 7.75,7.57,
Performance / Execution  2.00 7.00 7.00,8.00,7.25 6.50 7.75 7.50,,7.50 7.75,7.39,
Choreography / Composition  2.00 8.50 7.50,8.00,8.00 7.50 8.00 8.00,,7.75 8.00,7.89,
Interpretation  2.00 7.75 7.75,8.00,8.00 7.00 8.00 8.25,,7.75 8.25,7.93,
Judges Total Program Component Score (factored),,,,,77.34,
Deductions: Falls: -2.00,,,,,-2.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU GP Cup of Russia 2010,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Starting,,Total Total,,Total,Total,
Rank Name Nation Number,,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
5 Alban PREAUBERT FRA,8,134.18  68.32,,66.86,-1.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T< <  7.20 -3.00 -3 -3,-3,-3 -3 -3 -3,,-3 -3,4.20,
2 3A+2T  9.90  0.43 -1 2,0,1 0 1 0,,0 1,10.33,
3 3Lo  5.10  0.30 0 1,0,0 0 1 1,,0 1,5.40,
4 FSSp2  2.30  0.21 0 1,0,1 1 1 0,,0 0,2.51,
"",,Info,,,,Info
5 CiSt2  2.30  0.50 1 2,1,0 1 1 0,,1 2,2.80,
6 3A  9.35 x  0.29 0 1,0,1 0 0 0,,1 0,9.64,
7 3F+2T  7.37 x  0.00 0 1,0,0 0 0 0,,0 0,7.37,
8 2Lz  2.31 x  0.00 0 0,0,0 0 0 0,,0 0,2.31,
9 3S+3T+2T  10.67 x -1.00 -1 -1,-2,-1 -2 -1 -1,,-2 -2,9.67,
10 ChSt1  2.00  0.29 0 1,1,0 0 0 0,,0 2,2.29,
11 CSSp3  2.60  0.21 0 2,0,-1 1 1 1,,0 0,2.81,
12 3F  5.83 x -0.20 0 1,0,0 -1 0 -1,,0 -1,5.63,
13 CCoSp3  3.00  0.36 1 1,1,1 1 1 0,,0 0,3.36,
69.93,,,,,68.32,
Program Components Factor,,,,,,
Skating Skills  2.00 5.75 7.25,7.50,6.75 6.75 7.50 6.75,,6.25 6.50,6.82,
Transition / Linking Footwork  2.00 6.00 7.25,7.00,6.50 6.25 7.00 6.50,,6.25 6.50,6.57,
Performance / Execution  2.00 6.50 7.00,7.50,6.75 6.25 6.50 6.75,,6.25 6.75,6.64,
Choreography / Composition  2.00 6.75 7.25,7.25,6.75 6.50 6.75 6.50,,6.50 7.00,6.79,
Interpretation  2.00 6.25 7.25,7.50,6.50 6.25 6.75 6.50,,6.00 6.75,6.61,
Judges Total Program Component Score (factored),,,,,66.86,
Deductions: Falls: -1.00,,,,,-1.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting,,Total Total,,Total,Total,
Rank Name Nation Number,,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
6 Yuzuru HANYU JPN,7,132.42  67.20,,66.22,-1.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3T  4.10  1.00 1 2,2,0 2 2 0,,1 2,5.10,
2 3A  8.50  1.14 1 2,2,1 1 1 0,,0 2,9.64,
3 3F e  5.30 -0.80 -2 -1,-1,-1 -1 -1 0,,-1 -2,4.50,
4 CSSp4  3.00  0.43 2 1,1,1 1 1 0,,0 1,3.43,
5 3Lz+2T  7.40 -0.20 0 0,0,0 0 -1 -1,,0 -1,7.20,
6 SlSt2  2.30  0.29 0 2,0,0 2 0 1,,1 0,2.59,
7 3A+3T  13.86 x  0.86 1 2,1,1 0 1 1,,0 1,14.72,
8 3Lz*+2T* *  0.00  0.00 - -,-,- - - -,,- -,0.00,
9 3Lo  5.61 x  0.00 0 0,0,0 0 0 0,,0 0,5.61,
10 FCCoSp4  3.50  0.36 1 1,1,1 0 1 0,,0 1,3.86,
11 ChSt1  2.00  0.29 0 1,1,0 1 0 0,,0 0,2.29,
12 3S  4.62 x  0.50 1 1,1,0 1 0 0,,1 1,5.12,
13 CCoSp3  3.00  0.14 1 2,0,0 0 0 0,,0 1,3.14,
63.19,,,,,67.20,
Program Components Factor,,,,,,
Skating Skills  2.00 7.00 7.00,7.00,6.75 6.75 6.75 7.00,,6.75 6.75,6.86,
Transition / Linking Footwork  2.00 6.75 7.00,6.75,6.50 6.50 6.25 6.75,,6.25 6.25,6.54,
Performance / Execution  2.00 5.75 7.00,6.75,6.75 7.00 6.50 7.25,,6.25 6.00,6.61,
Choreography / Composition  2.00 6.00 7.25,6.75,6.50 7.00 6.75 6.50,,6.50 6.50,6.64,
Interpretation  2.00 5.75 7.00,6.50,6.25 6.75 6.50 7.00,,6.50 5.50,6.46,
Judges Total Program Component Score (factored),,,,,66.22,
Deductions: Falls: -1.00,,,,,-1.00,
"*  Invalid elementx  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge",,,,,,
ISU GP Cup of Russia 2010,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
7 Artur GACHINSKI RUS,9,130.53  61.43,,69.10,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 2T  1.40  0.03 0 0,0,0 0 0 1,,1 0,1.43,
2 3A+2T+1Lo  10.40  0.57 1 1,0,1 1 0 0,,2 0,10.97,
3 3A  8.50 -0.29 0 0,-1,0 0 0 -1,,1 -1,8.21,
4 FCSp3  2.80  0.43 1 1,1,1 0 1 0,,2 1,3.23,
"",,Info,,,,Info
5 3Lo  5.10  0.90 2 1,1,1 2 1 1,,2 1,6.00,
6 3F  5.30  0.50 1 0,1,0 1 1 1,,1 0,5.80,
7 CiSt3  3.30  0.79 2 1,2,1 2 2 1,,3 0,4.09,
8 SSp3  2.10  0.50 1 1,1,1 1 0 1,,2 1,2.60,
9 2Lz  2.31 x -0.17 -1 0,-1,-1 0 -1 0,,0 -1,2.14,
10 3T  4.51 x  0.00 0 0,0,0 0 0 0,,1 0,4.51,
11 2A+2A+SEQ  5.81 x  0.14 1 0,0,1 0 0 -1,,1 0,5.95,
12 ChSt1  2.00  1.43 1 2,1,1 2 2 1,,2 0,3.43,
13 CCoSp3  3.00  0.07 0 0,0,1 0 0 0,,1 -1,3.07,
56.53,,,,,61.43,
Program Components Factor,,,,,,
Skating Skills  2.00 7.25 7.25,7.25,7.00 6.75 7.00 6.75,,7.25 6.25,7.04,
Transition / Linking Footwork  2.00 6.50 5.75,7.00,6.50 6.75 7.25 5.25,,7.50 6.25,6.57,
Performance / Execution  2.00 6.75 6.50,7.25,7.00 7.00 7.50 6.00,,7.25 6.25,6.86,
Choreography / Composition  2.00 6.75 7.00,7.25,7.25 7.00 7.50 6.25,,7.50 6.50,7.04,
Interpretation  2.00 6.50 6.75,7.50,7.00 7.25 7.50 5.75,,7.50 6.75,7.04,
Judges Total Program Component Score (factored),,,,,69.10,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
8 Ivan TRETIAKOV RUS,3,124.24  66.52,,57.72,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3A  8.50  0.86 1 1,0,1 1 0 1,,1 1,9.36,
2 3A+2T  9.90  0.43 0 0,1,1 0 0 1,,1 0,10.33,
3 3F+3T  9.40 -1.40 -2 -2,-2,-2 -2 -2 -2,,-2 -2,8.00,
4 FCSp2  2.30 -0.09 -1 0,-1,-1 0 0 0,,0 0,2.21,
5 3Lz  6.00  0.30 0 0,1,0 0 0 1,,1 1,6.30,
6 3Lo  5.10 -0.60 0 -1,-1,-1 -1 -1 -1,,-1 0,4.50,
7 SlSt3  3.30  0.14 0 0,1,0 0 0 1,,0 1,3.44,
8 3F+2T+2T  8.91 x  0.00 0 0,0,0 0 0 0,,0 0,8.91,
9 1S  0.44 x -0.10 -1 -1,-1,-1 -1 -1 -2,,-1 -1,0.34,
10 2A  3.63 x  0.21 0 0,1,1 1 0 1,,0 0,3.84,
11 ChSt1  2.00  0.43 1 1,0,-1 0 0 1,,1 0,2.43,
12 CCoSp4  3.50  0.29 0 1,1,0 0 0 1,,1 1,3.79,
13 CSSp4  3.00  0.07 0 0,1,0 1 0 0,,0 0,3.07,
65.98,,,,,66.52,
Program Components Factor,,,,,,
Skating Skills  2.00 6.25 6.25,6.75,5.50 6.25 6.00 6.25,,6.50 5.75,6.18,
Transition / Linking Footwork  2.00 5.00 5.00,5.25,5.00 5.75 5.75 5.75,,5.75 5.50,5.43,
Performance / Execution  2.00 5.75 6.25,5.25,5.00 6.00 6.25 6.00,,6.00 5.75,5.86,
Choreography / Composition  2.00 5.50 6.00,5.75,5.25 6.00 6.00 6.00,,6.50 5.50,5.82,
Interpretation  2.00 5.25 5.50,5.00,5.25 6.00 6.00 5.75,,5.75 5.50,5.57,
Judges Total Program Component Score (factored),,,,,57.72,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU GP Cup of Russia 2010,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Starting,,Total Total,,Total,Total,
Rank Name Nation Number,,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
9 Tatsuki MACHIDA JPN  1,,120.64  60.80,,60.84,-1.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T< <  7.20 -2.14 -2 -2 -2,,-3 -2 -2 -3,,-2 -2,5.06,
2 3A+3T  12.60  0.43 1 0 0,,0 1 2 0,,0 1,13.03,
3 3Lz  6.00  0.70 1 1 2,,1 1 2 1,,0 0,6.70,
4 SlSt3  3.30  0.00 1 0 0,,0 0 0 0,,0 0,3.30,
"",,Info,,,,Info
5 FSSp4  3.00  0.43 1 1 0,,1 1 1 2,,-1 1,3.43,
6 3F e  5.30 -0.90 -2 -1 -1,,-1 -1 -2 -1,,0 -2,4.40,
7 Lo  0.00 x  0.00 - - -,,- - - -,,- -,0.00,
8 1A  1.21 x  0.06 1 0 0,,0 1 1 0,,0 0,1.27,
9 FCSSp3  2.60  0.14 1 0 0,,0 1 1 0,,0 0,2.74,
10 3Lz+2T  8.14 x  0.20 1 0 0,,1 0 1 0,,0 0,8.34,
11 3S+2T  6.16 x  0.30 1 1 1,,0 1 0 0,,0 0,6.46,
12 ChSt1  2.00  0.43 1 0 1,,0 0 1 1,,0 0,2.43,
13 CCoSp4  3.50  0.14 1 0 0,,0 1 1 0,,0 0,3.64,
61.01,,,,,60.80,
Program Components Factor,,,,,,
Skating Skills  2.00 7.00 6.00 6.75,,6.25 6.50 6.25 6.25,,6.50 6.25,6.39,
Transition / Linking Footwork  2.00 6.50 5.50 5.75,,5.50 6.00 6.25 5.25,,6.00 5.75,5.82,
Performance / Execution  2.00 6.25 5.75 6.50,,5.25 6.00 6.25 5.75,,6.50 6.00,6.07,
Choreography / Composition  2.00 6.75 5.75 6.50,,5.25 6.25 6.25 6.00,,6.25 6.00,6.14,
Interpretation  2.00 6.00 6.00 6.25,,4.75 6.00 6.00 6.00,,6.25 5.75,6.00,
Judges Total Program Component Score (factored),,,,,60.84,
Deductions: Falls: -1.00,,,,,-1.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge",,,,,,
Starting,,Total Total,,Total,Total,
Rank Name Nation Number,,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
10 Javier FERNANDEZ ESP  5,,117.60  52.68,,65.92,-1.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T  10.30 -2.57 -3 -2 -3,,-2 -2 -3 -2,,-3 -3,7.73,
2 3A  8.50  1.29 1 1 1,,1 2 1 2,,2 1,9.79,
3 1Lz  0.60 -0.11 -1 -1 -2,,-1 -1 -1 0,,-1 -2,0.49,
4 FSSp3  2.60  0.07 0 0 0,,1 2 0 0,,0 0,2.67,
5 CiSt3  3.30  0.86 1 2 1,,2 2 2 2,,2 1,4.16,
6 1A+2T  2.75 x  0.00 0 0 0,,0 0 0 0,,0 0,2.75,
7 1F  0.55 x -0.03 -1 0 -1,,-1 0 0 0,,0 0,0.52,
8 2Lo  1.98 x  0.13 0 1 0,,1 0 1 1,,0 0,2.11,
9 3S+2T+2T  7.70 x  0.20 0 1 0,,1 0 0 1,,0 0,7.90,
10 3T+2A+SEQ  6.51 x  0.00 -1 0 0,,0 0 0 0,,0 0,6.51,
11 ChSt1  2.00  1.29 1 1 1,,1 2 1 3,,2 1,3.29,
12 CSSp3  2.60  0.29 1 1 0,,0 1 2 1,,0 0,2.89,
13 CCoSp1  2.00 -0.13 0 0 -1,,1 0 -1 0,,-1 -1,1.87,
51.39,,,,,52.68,
Program Components Factor,,,,,,
Skating Skills  2.00 6.50 7.25 6.25,,6.50 6.75 6.50 6.25,,6.50 6.50,6.50,
Transition / Linking Footwork  2.00 6.25 7.00 6.00,,6.50 6.25 6.25 6.50,,6.50 6.25,6.36,
Performance / Execution  2.00 6.50 6.50 6.00,,6.50 6.00 6.75 6.25,,6.50 6.50,6.39,
Choreography / Composition  2.00 6.75 7.50 6.50,,7.00 7.00 7.00 6.75,,6.75 6.25,6.82,
Interpretation  2.00 6.75 7.75 6.25,,7.00 7.00 6.75 7.00,,7.00 6.75,6.89,
Judges Total Program Component Score (factored),,,,,65.92,
Deductions: Falls: -1.00,,,,,-1.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU GP Cup of Russia 2010,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
11 Anton KOVALEVSKI UKR,2,115.49  56.19,,60.30,-1.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3A  8.50 -3.00 -3 -3,-3,-3 -3 -3 -3,,-3 -3,5.50,
2 3Lz+SEQ  4.80 -1.40 -2 -2,-2,-2 -2 -2 -2,,-2 -2,3.40,
3 3Lz  6.00  0.10 0 0,1,0 0 0 1,,0 0,6.10,
4 2A  3.30  0.50 1 1,1,1 0 1 1,,1 2,3.80,
"",,Info,,,,Info
5 3Lo  5.10 -0.10 0 0,-1,0 0 -1 0,,0 0,5.00,
6 CSSp4  3.00  0.36 1 0,1,1 0 0 1,,1 1,3.36,
7 SlSt3  3.30  0.21 0 1,2,0 0 0 0,,1 1,3.51,
8 3T+2T+2T  7.59 x  0.00 0 0,0,0 -1 0 0,,0 0,7.59,
9 3S  4.62 x -0.30 -1 0,0,-1 -1 -1 0,,0 0,4.32,
10 FSSp3  2.60  0.21 0 0,0,0 0 1 1,,1 1,2.81,
11 ChSt1  2.00  0.86 0 2,1,1 0 1 1,,1 1,2.86,
12 2A+2T  5.17 x -0.14 0 -1,0,0 -1 -1 0,,0 0,5.03,
13 CCoSp3  3.00 -0.09 -1 -1,0,0 -1 0 0,,0 0,2.91,
58.98,,,,,56.19,
Program Components Factor,,,,,,
Skating Skills  2.00 5.75 6.25,6.25,5.75 6.25 5.75 6.25,,6.00 5.50,6.00,
Transition / Linking Footwork  2.00 5.50 6.00,6.00,5.75 5.75 5.25 5.75,,6.25 6.00,5.82,
Performance / Execution  2.00 5.50 6.25,6.00,5.75 6.25 6.00 6.00,,6.00 6.25,6.04,
Choreography / Composition  2.00 6.00 6.50,6.25,6.25 5.75 5.50 6.25,,6.25 6.50,6.18,
Interpretation  2.00 5.75 6.75,6.00,6.00 6.00 6.25 6.25,,6.50 5.75,6.11,
Judges Total Program Component Score (factored),,,,,60.30,
Deductions: Falls: -1.00,,,,,-1.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
12 Konstantin MENSHOV RUS,6,113.81  51.39,,63.42,-1.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3T  4.10  1.10 2 2,2,2 2 2 1,,0 0,5.20,
2 3Lz  6.00  0.30 1 1,0,0 0 1 0,,0 1,6.30,
3 2T  1.40 -0.17 -1 -1,-1,-1 -1 0 -1,,0 -1,1.23,
4 3A  8.50 -1.00 -1 -1,0,-1 -1 -1 -1,,-1 -1,7.50,
5 FCCoSp3  3.00  0.36 1 0,0,1 1 1 1,,-1 1,3.36,
6 3S  4.20 -1.20 -2 -2,-2,-2 -1 -1 -1,,-2 -2,3.00,
7 FCSSp2  2.30  0.43 1 1,1,1 1 1 1,,0 0,2.73,
8 CiSt2  2.30  0.36 1 0,1,1 1 1 0,,0 1,2.66,
9 3Lo  5.61 x -0.70 -1 -1,-1,-1 -1 0 -1,,-1 -1,4.91,
10 3T+SEQ  3.61 x -2.10 -3 -3,-3,-3 -3 -3 -3,,-3 -3,1.51,
11 2A+2T+2T  6.71 x  0.00 0 0,0,0 0 1 0,,0 0,6.71,
12 CCoSp4  3.50  0.07 1 0,0,0 0 1 0,,0 0,3.57,
13 ChSt1  2.00  0.71 1 0,2,2 0 1 0,,0 1,2.71,
53.23,,,,,51.39,
Program Components Factor,,,,,,
Skating Skills  2.00 6.50 6.75,6.50,6.50 6.25 6.75 6.50,,6.50 6.25,6.50,
Transition / Linking Footwork  2.00 6.00 5.75,6.00,6.00 5.75 6.50 5.75,,6.00 6.00,5.93,
Performance / Execution  2.00 6.75 6.75,6.25,6.75 6.00 6.50 6.25,,6.75 6.00,6.46,
Choreography / Composition  2.00 6.25 6.50,6.50,6.50 6.25 6.75 6.00,,6.50 6.50,6.43,
Interpretation  2.00 6.25 6.50,6.50,6.25 6.00 6.50 6.25,,6.50 6.50,6.39,
Judges Total Program Component Score (factored),,,,,63.42,
Deductions: Falls: -1.00,,,,,-1.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Printed: 20/11/2010 16:42:44,,,,,,
