ISU GP SAMSUNG Anycall Cup of China 2009,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Akiko SUZUKI JPN  9,117.14  64.58,,,52.56,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3Lz+2T !  7.30 -0.60 -1 -1 0,1 0 -1 0,,,-1 -1,6.70,
2 2A+2A+SEQ  5.60  1.00 1 1 1,1 1 1 1,,,1 1,6.60,
3 3Lo  5.00  0.80 1 0 1,0 1 1 1,,,1 0,5.80,
4 CCoSp4  3.50  0.40 1 1 1,1 1 0 0,,,1 1,3.90,
"",,,Info,,,Info
5 SpSq4  3.40  1.20 1 2 2,1 1 1 0,,,1 1,4.60,
6 3F  6.05 x  0.60 1 0 1,0 1 1 0,,,0 0,6.65,
7 3Lz !  6.60 x -0.60 -1 -1 0,0 0 -1 0,,,-1 -1,6.00,
8 3Lo+2A+SEQ  7.48 x  0.00 0 0 1,1 0 0 0,,,1 0,7.48,
9 3S  4.95 x  0.40 0 0 1,0 1 0 1,,,0 0,5.35,
10 FCSp4  3.20  0.30 1 1 0,1 1 0 0,,,1 1,3.50,
11 SlSt3  3.30  0.70 1 2 2,2 2 0 1,,,1 1,4.00,
12 FCCoSp4  3.50  0.50 1 2 2,1 1 0 1,,,1 0,4.00,
59.88,,,,,64.58,
Program Components Factor,,,,,,
Skating Skills  1.60 6.75 7.00 6.50,7.25 7.25 6.75 6.25,,6.50,6.75,6.75,
Transition / Linking Footwork  1.60 6.00 6.50 6.25,6.75 7.00 6.25 6.00,,6.50,6.25,6.25,
Performance / Execution  1.60 6.75 7.00 6.75,6.75 7.50 6.50 6.25,,6.50,6.25,6.65,
Choreography / Composition  1.60 6.25 7.25 6.75,6.75 7.00 6.50 6.25,,6.75,6.50,6.60,
Interpretation  1.60 6.50 7.50 6.25,7.00 7.25 6.50 6.25,,6.50,6.50,6.60,
Judges Total Program Component Score (factored),,,,,52.56,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1!  Jump take off with wrong edge (short)",,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Joannie ROCHETTE CAN  6,111.06  53.42,,,58.64,-1.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3Lz  6.00 -1.00 -1 0 -1,-1 -1 0 -1,,,-1 -1,5.00,
2 3F  5.50  1.00 2 1 1,1 1 1 1,,,1 1,6.50,
3 3Lo  5.00  1.00 2 1 1,1 1 1 1,,,1 1,6.00,
4 FCSSp4  3.00  0.40 1 2 1,0 1 2 0,,,1 1,3.40,
5 SpSq2  2.30  0.60 1 1 1,0 1 2 2,,,1 1,2.90,
6 3Lz+2T  8.03 x  0.20 1 0 1,0 0 0 0,,,0 0,8.23,
7 3T+2S+SEQ  4.66 x  1.00 1 1 1,1 1 1 1,,,0 0,5.66,
8 2A< <  0.88 x -0.50 -3 -3 -3,-3 -3 -3 -3,,,-3 -3,0.38,
9 CCoSp3  3.00  0.00 0 1 0,0 1 -1 0,,,1 0,3.00,
10 3S  4.95 x  1.00 2 1 1,1 1 1 0,,,1 1,5.95,
11 CiSt2  2.30  0.60 1 1 0,1 1 2 2,,,1 1,2.90,
12 FSSp4  3.00  0.50 1 1 1,1 2 1 1,,,1 1,3.50,
48.62,,,,,53.42,
Program Components Factor,,,,,,
