ISU GP SAMSUNG Anycall Cup of China 2009,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Nobunari ODA JPN  12,156.23  78.13,,78.10,0.00,
"# Executed Base GOE",The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 3Lz  6.00  1.00 2 1 1,2 1 1 1,,1 1,7.00,
2 3A+3T  12.20  0.80 2 1 1,1 1 2 1,,0 0,13.00,
3 FSSp4  3.00  0.60 1 1 2,1 1 0 2,,1 1,3.60,
4 3S  4.50  1.40 1 1 2,2 2 2 1,,1 0,5.90,
"",Info,,,,Info
5 CiSt3  3.30  0.80 3 1 2,2 0 2 2,,1 2,4.10,
6 1A  0.88 x  0.00 1 0 0,0 0 0 0,,0 0,0.88,
7 3Lz+3T+2Lo  12.65 x  1.20 2 1 1,1 2 1 2,,1 1,13.85,
8 3F  6.05 x  0.80 2 1 1,2 1 2 1,,0 0,6.85,
9 3Lo  5.50 x  1.00 1 1 1,1 1 2 1,,1 1,6.50,
10 CSSp4  3.00  0.50 0 1 1,1 0 1 1,,1 2,3.50,
11 2A  3.85 x  0.80 1 0 2,1 2 1 1,,0 0,4.65,
12 SlSt3  3.30  1.00 2 1 2,2 2 1 2,,2 2,4.30,
13 CCoSp4  3.50  0.50 2 1 1,1 2 0 1,,1 1,4.00,
67.73,,,,78.13,
Program Components Factor,,,,,
Skating Skills  2.00 8.50 8.50 7.75,8.50 7.50 8.25 8.00,,7.25 8.00,7.95,
Transition / Linking Footwork  2.00 8.00 6.75 7.25,7.75 6.75 8.00 7.75,,7.25 7.75,7.35,
Performance / Execution  2.00 8.50 8.25 7.75,8.25 7.50 8.00 8.00,,7.75 8.00,7.95,
Choreography / Composition  2.00 8.25 8.50 7.50,8.25 7.75 8.50 7.75,,7.50 7.75,7.80,
Interpretation  2.00 8.25 8.25 7.75,8.50 7.50 8.50 8.00,,8.00 8.00,8.00,
Judges Total Program Component Score (factored),,,,78.10,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Evan LYSACEK USA  10,151.37  72.87,,78.50,0.00,
"# Executed Base GOE",The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 3Lz+3T  10.00  0.80 1 1 2,2 0 0 1,,1 1,10.80,
2 3A  8.20  0.40 1 1 1,1 0 0 0,,0 0,8.60,
3 3S  4.50  0.20 1 0 1,0 0 0 0,,0 1,4.70,
4 CiSt3  3.30  0.90 2 1 2,2 2 2 2,,1 2,4.20,
5 FSSp4  3.00  0.50 1 1 2,1 1 1 0,,1 1,3.50,
6 3A+2T  10.45 x  0.00 1 0 0,0 0 0 0,,0 0,10.45,
7 3Lo  5.50 x  0.40 2 0 1,0 0 0 0,,1 0,5.90,
8 3F<+2T+2Lo< <  3.85 x -0.18 -1 -1 0,1 0 -1 -1,,0 -1,3.67,
9 3Lz  6.60 x -0.60 0 -1 -1,0 -1 -1 0,,0 0,6.00,
10 2A  3.85 x  0.40 1 0 1,0 0 0 1,,0 0,4.25,
11 FCSSp4  3.00  0.20 2 0 2,0 0 0 0,,0 0,3.20,
12 SlSt2  2.30  0.90 2 1 2,2 3 2 1,,2 3,3.20,
13 CCoSp4  3.50  0.90 2 2 2,2 1 2 1,,2 2,4.40,
68.05,,,,72.87,
Program Components Factor,,,,,
Skating Skills  2.00 7.50 7.50 8.00,7.75 8.00 8.00 7.50,,8.25 7.25,7.80,
