ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
1 Albena DENKOVA / Maxim STAVISKI,BUL  101.12,50.80,,,50.32,0.00
"# Executed Base GOE",The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 STw4  4.70  0.50,1 1 1 1 1,2 1 1,,1,- - -,5.20
2 CuLi4  4.00  0.70,1 1 1 1 2,1 2 2,,2,- - -,4.70
3 CiSt2  6.40  1.60,2 2 1 2 1,2 1 2,,2,- - -,8.00
4 SeLi4  6.40  1.00,1 2 2 2 2,2 2 2,,2,- - -,7.40
5 Sp4  4.70  0.50,0 1 1 1 2,2 1 1,,1,- - -,5.20
6 MiSt3  6.20  1.80,2 2 1 2 1,2 2 2,,2,- - -,8.00
7 SlLi4+RoLi4  6.40  0.90,2 1 2 1 2,2 2 1,,2,- - -,7.30
8 SlLi4  4.00  1.00,2 2 1 2 2,2 2 1,,2,- - -,5.00
42.80,,,,,,50.80
Program Components Factor,,,,,,
Skating Skills  1.25,8.50 8.50 8.50 8.25 8.50,8.25 8.50 8.50,,8.25,- - -,8.45
Linking Footwork / Movement  1.75,8.25 8.00 8.00 8.00 8.25,8.25 8.50 8.25,,8.25,- - -,8.15
Performance  1.00,8.75 8.25 8.25 8.00 8.50,8.25 8.50 8.50,,8.75,- - -,8.45
Choreography  1.00,8.75 8.25 8.50 8.50 8.75,8.50 8.75 8.50,,8.00,- - -,8.55
Interpretation / Timing  1.00,8.50 8.50 8.50 8.50 8.50,8.25 8.50 8.50,,8.50,- - -,8.50
Judges Total Program Component Score (factored),,,,,,50.32
Deductions:,,,,,,0.00
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
2 Oksana DOMNINA / Maxim SHABALIN,RUS  96.17,48.10,,,48.07,0.00
"# Executed Base GOE",The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 Sp4  4.70  0.30,1 0 1 1 2,1 0 2,,0,- - -,5.00
2 DiSt3  6.20  1.00,2 1 1 1 1,1 1 1,,1,- - -,7.20
3 SlLi4  4.00  0.40,0 1 1 1 2,0 0 1,,1,- - -,4.40
4 SlLi3+RoLi4  6.00  1.00,2 2 2 2 2,1 2 2,,2,- - -,7.00
5 STw4  4.70  0.40,1 0 1 1 1,1 0 1,,1,- - -,5.10
6 SeLi3  5.60  1.00,2 2 1 2 2,1 2 2,,2,- - -,6.60
7 CiSt3  7.20  0.60,1 1 0 1 0,0 0 1,,2,- - -,7.80
8 RoLi4  4.00  1.00,2 2 2 2 1,1 2 1,,2,- - -,5.00
42.40,,,,,,48.10
Program Components Factor,,,,,,
Skating Skills  1.25,8.00 8.00 7.75 7.75 8.00,7.75 7.75 8.00,,7.50,- - -,7.85
Linking Footwork / Movement  1.75,8.00 8.00 7.75 8.00 8.00,7.75 7.75 7.50,,8.00,- - -,7.95
Performance  1.00,7.75 7.75 8.00 8.00 8.25,7.75 8.25 8.00,,8.50,- - -,8.05
Choreography  1.00,8.00 8.25 8.00 8.25 8.50,8.00 8.00 8.00,,8.00,- - -,8.10
Interpretation / Timing  1.00,8.00 8.25 8.25 8.50 8.25,7.75 7.75 8.25,,8.25,- - -,8.20
Judges Total Program Component Score (factored),,,,,,48.07
Deductions:,,,,,,0.00
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
3 Marie-France DUBREUIL / Patrice LAUZON,CAN  95.90,48.50,,,48.40,1.00
"# Executed Base GOE",The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 SlLi4  4.00  1.00,2 2 2 2 2,2 2 3,,3,- - -,5.00
2 RRoLi4  6.40  1.00,2 2 2 2 2,2 2 2,,2,- - -,7.40
3 Sp4  4.70  0.70,1 2 1 2 1,2 1 2,,2,- - -,5.40
4 CiSt2  6.40  1.20,1 2 1 1 1,2 0 1,,2,- - -,7.60
