ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,,
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
1 Marie-France DUBREUIL / Patrice LAUZON,CAN  60.44  29.90,,,30.54,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 NtMiTw3  2.80  0.20,0 0 1 0 1 1 0 -1,,1,- - -,3.00
2 NtMiSt3  3.80  0.80,0 2 2 1 1 2 1 2,,2,- - -,4.60
3 SlLi4  4.00  0.90,2 1 2 1 2 2 2 2,,2,- - -,4.90
4 Sp4  4.70  0.70,1 2 2 1 2 2 0 2,,1,- - -,5.40
5 DiSt3  6.20  0.80,0 1 2 0 1 2 0 0,,1,- - -,7.00
6 RoLi4  4.00  1.00,2 2 3 1 2 2 2 1,,2,- - -,5.00
25.50,,,,,29.90
Program Components Factor,,,,,
Skating Skills  0.80,7.50 8.00 8.50 7.75 8.00 8.25 7.75 8.00,,8.25,- - -,8.00
Linking Footwork / Movement  0.80,7.25 8.00 8.25 7.50 8.00 7.75 7.25 8.50,,8.00,- - -,7.70
Performance  0.60,7.50 8.25 8.50 7.75 8.00 8.25 7.75 8.25,,8.25,- - -,8.05
Choreography  0.60,7.75 8.50 8.75 8.00 8.25 8.50 7.75 8.50,,8.50,- - -,8.25
Interpretation / Timing  1.00,7.25 8.50 8.50 7.75 8.25 8.50 7.75 8.50,,8.50,- - -,8.20
Judges Total Program Component Score (factored),,,,,30.54
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
2 Albena DENKOVA / Maxim STAVISKI,BUL  60.12  28.70,,,31.42,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 NtMiTw4  3.30  0.50,1 1 2 1 2 1 1 1,,0,- - -,3.80
2 NtMiSt4  4.30  1.00,2 2 3 2 2 2 2 2,,1,- - -,5.30
3 SlLi3  3.50  1.00,2 2 2 2 2 2 2 2,,1,- - -,4.50
4 Sp1  3.00  0.40,2 0 1 0 1 2 1 -1,,0,- - -,3.40
5 DiSt4  7.00  0.20,2 -1 1 0 2 0 0 -1,,0,- - -,7.20
6 RoLi4  4.00  0.50,1 1 2 0 1 1 1 1,,1,- - -,4.50
25.10,,,,,28.70
Program Components Factor,,,,,
Skating Skills  0.80,8.25 8.25 8.25 8.50 8.25 8.25 8.25 8.50,,8.25,- - -,8.25
Linking Footwork / Movement  0.80,8.00 8.00 8.00 8.75 8.25 8.00 8.00 8.25,,8.00,- - -,8.00
Performance  0.60,8.50 8.00 8.75 8.50 8.25 8.00 8.00 8.25,,8.00,- - -,8.20
Choreography  0.60,8.50 8.50 8.75 8.75 8.50 8.25 8.50 8.50,,8.25,- - -,8.50
Interpretation / Timing  1.00,8.25 8.50 8.50 8.50 8.50 8.25 8.50 8.50,,8.00,- - -,8.40
Judges Total Program Component Score (factored),,,,,31.42
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
3 Oksana DOMNINA / Maxim SHABALIN,RUS  59.97  30.40,,,29.57,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 NtMiTw4  3.30  0.00,0 -1 1 0 0 1 0 0,,-1,- - -,3.30
2 NtMiSt4  4.30  0.50,1 1 2 1 1 1 1 1,,1,- - -,4.80
3 SlLi4  4.00  0.50,1 1 1 0 0 1 2 1,,1,- - -,4.50
4 Sp4  4.70  0.40,1 1 1 0 1 1 1 1,,0,- - -,5.10
5 DiSt3  6.20  1.60,2 1 2 2 0 2 1 0,,1,- - -,7.80
6 RoLi4  4.00  0.90,2 1 2 2 1 2 2 2,,1,- - -,4.90
26.50,,,,,30.40
Program Components Factor,,,,,
Skating Skills  0.80,7.75 7.50 7.50 8.25 7.75 7.75 7.75 7.75,,7.25,- - -,7.65
Linking Footwork / Movement  0.80,7.50 7.25 7.75 8.50 7.50 7.75 7.75 7.50,,7.25,- - -,7.60
