10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
10,Tugba KARADEMIR,TUR,0,69.89,32.93,38.96,2.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3F<+2T,,3.0,False,-0.42,-2,-2,-2,-2,-1,-1,-1,-2,-1,-1,,2.58
2,CCoSp4,,3.5,False,0.0,1,0,1,0,0,0,0,0,1,0,,3.5
3,3T,,4.0,False,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,1.0
4,FCCoSp3,,3.0,False,0.0,0,-1,0,-1,0,0,1,0,0,0,,3.0
5,3S,,4.5,False,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,1.5
6,3T<+SEQ,,1.14,True,-0.36,-2,-2,-2,-3,-1,0,0,-2,-1,-1,,0.78
7,2A,,3.63,True,-0.14,0,-1,0,-1,0,0,0,0,0,-1,,3.49
8,CUSp4,,3.0,False,-0.12,-1,-1,0,-1,-1,0,0,0,-1,0,,2.88
9,SpSq4,,3.4,False,0.6,1,0,1,1,-1,1,0,0,1,1,,4.0
10,2A+2T,,5.06,True,-0.28,0,-1,0,-1,0,0,0,-1,0,-1,,4.78
11,3S<*,,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
12,CiSt3,,3.1,False,0.0,1,0,1,0,0,0,0,0,0,0,,3.1
13,CCoSp2,,2.5,False,-0.18,-1,-2,-2,-1,0,0,-1,-1,-1,0,,2.32
,,,39.83,,,,,,,,,,,,,,32.93
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,5.5,4.75,4.75,5.0,4.75,4.75,5.0,4.75,5.25,5.25,,4.95
,Transition / Linking Footwork  ,,,,1.6,5.0,4.0,4.25,4.25,4.75,4.5,4.75,4.75,4.5,5.0,,4.75
,Performance / Execution  ,,,,1.6,4.5,4.25,4.5,4.5,5.0,4.75,5.25,4.5,5.0,5.0,,4.75
,Choreography / Composition  ,,,,1.6,5.5,4.5,4.75,4.75,5.25,4.5,5.0,4.75,4.75,5.25,,5.0
,Interpretation  ,,,,1.6,5.0,4.0,4.5,4.5,5.25,4.5,5.0,4.75,5.0,5.25,,4.9
,,,,,,,,,,,,,,,,,38.96
Deduction,Falls,-2.0
