10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
12,Song GAO,CHN,0,52.53,27.98,25.55,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,4T+2T,,10.3,False,-0.8,0,-1,-1,0,0,0,-1,-1,-1,0,,9.5
2,3A,,7.5,False,-1.2,-1,-1,-2,-1,-1,-1,-1,-1,-2,-1,,6.3
3,CCoSp1,,2.0,False,-0.3,-1,0,-2,-1,0,0,-1,-1,-1,-1,,1.7
4,SlSt2,,2.3,False,0.0,0,0,0,1,0,0,0,0,-1,0,,2.3
5,CSSp1,,1.3,False,-0.12,-1,0,0,0,0,0,-1,0,-1,0,,1.18
6,3Lz,,6.0,False,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,3.0
7,CiSt2,,2.3,False,0.0,0,0,0,1,0,0,0,0,0,0,,2.3
8,FSSp2,,2.0,False,-0.3,0,0,-1,0,0,0,-2,-1,-1,-2,,1.7
,,,33.7,,,,,,,,,,,,,,27.98
,Program Components,,,,Factor
,Skating Skills ,,,,1.0,6.25,5.75,5.0,6.25,5.0,5.5,5.0,6.25,5.75,5.25,,5.6
,Transition / Linking Footwork ,,,,1.0,6.25,5.0,4.5,5.5,4.75,5.0,4.5,5.75,4.5,4.5,,4.85
,Performance / Execution ,,,,1.0,6.0,5.5,4.75,5.75,5.0,5.0,4.5,5.75,4.75,4.75,,5.1
,Choreography / Composition ,,,,1.0,6.0,5.0,4.75,5.75,4.75,5.25,4.25,6.0,5.0,4.75,,5.1
,Interpretation ,,,,1.0,5.75,5.25,4.5,5.5,4.75,5.0,4.25,6.0,4.75,4.25,,4.9
,,,,,,,,,,,,,,,,,25.55
Deduction,Falls,-1.0
