ISU European Figure Skating Championships 2013,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Elizaveta TUKTAMYSHEVA RUS  19,131.67  70.02,,61.65,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Lz+3T  10.10  1.10 2 2 2,2 1 2 1,,0 1,11.20,
2 3Lz  6.00  0.90 1 1 1,2 2 2 0,,1 1,6.90,
3 3F  5.30 -0.30 0 -1 0,0 -1 0 0,,-1 -1,5.00,
4 LSp3  2.40  0.79 1 2 1,2 1 2 2,,1 2,3.19,
"",,,Info,,Info
5 StSq3  3.30  0.79 2 1 2,2 2 2 1,,1 1,4.09,
6 2A+3T  8.14 x  0.90 2 2 1,1 1 3 1,,1 1,9.04,
7 3S+2T+2Lo  8.03 x  0.70 1 1 2,1 1 2 0,,0 1,8.73,
8 FSSp4  3.00  0.50 1 1 1,2 0 1 1,,1 1,3.50,
9 3Lo  5.61 x  0.70 2 1 1,1 1 1 1,,1 1,6.31,
10 ChSq1  2.00  1.50 3 2 2,2 2 3 2,,2 1,3.50,
11 2A  3.63 x  0.79 2 1 1,2 2 2 2,,1 1,4.42,
12 CCoSp4  3.50  0.64 2 1 1,2 1 2 1,,1 1,4.14,
61.01,,,,70.02,
Program Components Factor,,,,,
Skating Skills  1.60 8.25 7.75 7.75,8.00 7.75 7.50 7.25,,7.75 7.50,7.71,
Transition / Linking Footwork  1.60 7.75 7.25 7.25,7.75 7.75 6.75 7.00,,7.50 7.00,7.36,
Performance / Execution  1.60 8.50 8.00 7.75,7.75 8.00 8.25 7.25,,7.75 7.25,7.82,
Choreography / Composition  1.60 8.00 7.25 7.75,8.00 8.25 8.00 7.50,,7.75 7.00,7.75,
Interpretation  1.60 8.25 7.50 8.00,8.00 8.25 8.50 7.25,,7.75 7.50,7.89,
Judges Total Program Component Score (factored),,,,61.65,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Carolina KOSTNER ITA  21,130.52  60.24,,70.28,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Lz  6.00  1.20 1 3 2,2 2 1 2,,1 2,7.20,
2 2A  3.30  0.79 1 2 1,2 2 2 1,,1 2,4.09,
3 3F+2T  6.60  0.80 1 2 2,1 1 1 1,,1 1,7.40,
4 FCCoSp4  3.50  1.00 2 2 2,2 2 2 0,,2 2,4.50,
5 FCSp4  3.20  0.86 2 2 2,1 1 2 0,,2 2,4.06,
6 3Lo  5.61 x  1.10 2 3 2,1 2 1 1,,2 1,6.71,
7 3T+2T  5.94 x  1.10 1 2 1,1 2 2 0,,2 2,7.04,
8 2S+2T+2Lo  4.84 x  0.13 0 1 0,0 1 1 0,,0 1,4.97,
9 CCoSp3  3.00  0.71 1 2 1,1 2 2 1,,1 2,3.71,
10 StSq4  3.90  2.00 3 3 3,2 3 3 2,,3 3,5.90,
11 ChSq1  2.00  1.40 2 2 2,2 2 2 1,,2 2,3.40,
12 2S  1.43 x -0.17 -1 0 -1,-1 -1 -1 0,,-1 -1,1.26,
49.32,,,,60.24,
Program Components Factor,,,,,
Skating Skills  1.60 8.75 9.00 9.50,8.25 9.00 9.00 8.00,,8.25 9.00,8.75,
Transition / Linking Footwork  1.60 9.00 8.00 8.75,8.25 8.50 8.75 7.75,,8.00 8.50,8.39,
