9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
6,Jane SUMMERSETT / Todd GILLES,USA,5,43.95,24.3,19.65,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,CiSt1,,5.6,False,0.6,1,1,1,0,0,1,0,1,0,,6.2
2,SlLi4,,5.0,False,0.4,0,1,1,0,0,1,0,2,2,,5.4
3,SqTw3,,5.7,False,0.2,1,0,0,0,-1,0,0,1,1,,5.9
4,NtMiSt2,,6.0,False,0.8,1,0,1,0,1,1,0,1,1,,6.8
5,Li+TRANS,,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
,,,22.3,,,,,,,,,,,,,24.3
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,4.5,5.5,5.75,4.75,5.25,5.5,4.75,5.75,4.5,,5.15
,Linking Footwork / Movement  ,,,,0.8,4.75,5.25,5.5,4.5,4.5,5.5,4.5,5.75,4.75,,4.95
,Performance  ,,,,0.6,5.0,5.5,5.75,4.0,4.5,5.5,4.75,6.0,4.75,,5.15
,Choreography  ,,,,0.6,5.25,5.75,5.75,4.25,4.25,5.5,4.75,6.0,5.0,,5.3
,Interpretation / Timing  ,,,,1.0,5.5,5.5,6.0,3.75,4.75,5.25,4.75,6.25,4.75,,5.3
,,,,,,,,,,,,,,,,19.65
