ISU GP NHK Trophy 2009,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Meryl DAVIS / Charlie WHITE USA  10,100.79  49.50,,51.29,0.00,
"# Executed Base GOE",The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 CoSp4  4.70  1.10 3 2 2,2 3 3 2,,2 2,5.80,
2 SlLi4+RoLi4  8.00  1.20 3 3 2,3 3 2 2,,2 3,9.20,
3 CiSt3  7.20  1.60 2 2 1,2 1 2 1,,1 1,8.80,
4 SlLi4  5.00  1.00 2 2 2,3 2 2 1,,2 2,6.00,
Info,,,Info,,Info
5 STw3  4.70  0.90 2 2 1,1 2 2 2,,2 1,5.60,
6 DiSt3  6.20  1.80 2 2 1,2 2 2 1,,2 2,8.00,
7 RoLi4  5.00  1.10 1 3 2,2 3 3 2,,2 2,6.10,
8 Li+TRANS  0.00  0.00 - - -,- - - -,,- -,0.00,
40.80,,,,49.50,
Program Components Factor,,,,,
Skating Skills  1.25 8.00 9.00 8.25,8.75 8.75 8.75 8.25,,8.25 8.00,8.45,
Linking Footwork / Movement  1.75 8.25 9.25 8.00,8.50 8.75 8.75 8.00,,7.75 7.50,8.30,
Performance  1.00 8.00 9.00 8.50,9.00 9.25 9.25 8.25,,8.25 8.00,8.60,
Choreography  1.00 9.00 9.25 8.75,9.00 8.75 9.00 8.25,,8.00 8.25,8.80,
Interpretation / Timing  1.00 8.75 9.25 8.75,9.00 8.75 9.25 8.25,,8.25 8.25,8.80,
Judges Total Program Component Score (factored),,,,51.29,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Sinead KERR / John KERR GBR  9,86.16  43.00,,43.16,0.00,
"# Executed Base GOE",The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 CoSp4  4.70  0.70 1 2 2,2 1 1 1,,1 2,5.40,
2 CuLi4  5.00  0.30 0 2 1,2 1 2 1,,0 0,5.30,
3 SlLi4  5.00  0.90 2 2 2,2 2 2 2,,1 1,5.90,
4 CiSt3  7.20  1.00 1 2 1,1 0 1 1,,1 1,8.20,
5 SlLi4+RoLi4  8.00  0.50 1 1 1,1 1 1 2,,1 0,8.50,
6 STw2  4.00 -0.30 0 -1 0,-1 -1 0 -1,,0 -1,3.70,
7 DiSt2  5.40  0.60 1 0 0,1 0 0 1,,1 0,6.00,
8 Li+TRANS  0.00  0.00 - - -,- - - -,,- -,0.00,
39.30,,,,43.00,
Program Components Factor,,,,,
Skating Skills  1.25 7.50 7.75 7.50,7.50 6.75 7.50 7.25,,7.00 7.00,7.25,
Linking Footwork / Movement  1.75 7.25 7.75 7.00,7.25 6.50 7.25 7.00,,6.75 7.00,7.00,
Performance  1.00 7.25 8.00 7.50,7.00 7.00 7.75 7.50,,7.25 7.25,7.25,
Choreography  1.00 7.50 8.25 7.50,8.00 6.75 7.50 7.25,,7.25 7.00,7.30,
Interpretation / Timing  1.00 7.50 8.25 7.50,8.25 6.50 7.50 7.25,,7.25 7.00,7.30,
Judges Total Program Component Score (factored),,,,43.16,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
3 Vanessa CRONE / Paul POIRIER CAN  8,84.51  43.20,,41.31,0.00,
"# Executed Base GOE",The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 CuLi4+RoLi1  6.40  0.70 1 1 2,2 1 2 1,,0 1,7.10,
