ISU GP NHK Trophy 2009,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Alena LEONOVA RUS  8,108.51  57.07,,,51.44,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3T+3T  8.00 -1.60 -2 -2 -1,-2 -1 -2 -2,,,-2 -1,6.40,
2 SpSq3  3.10  0.40 1 1 0,1 1 1 0,,,1 1,3.50,
3 3Lz !  6.00 -1.00 -1 -1 -1,-1 0 0 -1,,,-1 -1,5.00,
4 2A  3.50  1.00 1 1 1,1 1 1 1,,,1 0,4.50,
"",,,Info,,,Info
5 FCoSp4  3.00  0.10 1 0 0,0 1 1 0,,,0 0,3.10,
6 3Lo  5.00 -0.20 0 -1 -1,0 0 0 0,,,1 0,4.80,
7 3F+2T< <  6.49 x -0.20 0 -1 1,-1 0 0 0,,,-1 0,6.29,
8 FSSp2  2.30  0.10 0 0 0,1 1 0 0,,,0 0,2.40,
9 SlSt2  2.30  0.20 0 0 1,0 1 1 0,,,0 1,2.50,
10 3S+2T+2Lo  8.03 x  0.40 0 -1 1,0 1 0 0,,,1 1,8.43,
11 3F  6.05 x  0.80 0 0 1,1 1 1 1,,,1 1,6.85,
12 CCoSp3  3.00  0.30 1 1 1,0 1 1 0,,,1 0,3.30,
56.77,,,,,57.07,
Program Components Factor,,,,,,
Skating Skills  1.60 7.00 6.50 6.00,6.50 6.50 6.75 6.75,,6.25,6.25,6.50,
Transition / Linking Footwork  1.60 6.50 6.25 5.75,6.00 6.25 6.25 6.00,,5.25,5.75,6.05,
Performance / Execution  1.60 7.00 6.75 6.00,6.25 6.50 6.75 6.50,,6.75,6.50,6.50,
Choreography / Composition  1.60 7.00 6.50 6.25,6.00 6.50 6.75 6.50,,6.25,6.50,6.45,
Interpretation  1.60 7.00 6.75 6.50,6.50 6.75 6.75 6.75,,7.00,6.25,6.65,
Judges Total Program Component Score (factored),,,,,51.44,
Deductions:,,,,,0.00,
"<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1!  Jump take off with wrong edge (short)",,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Miki ANDO JPN  11,106.33  48.93,,,58.40,-1.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3Lz< <  1.90 -0.60 -2 -2 -2,-2 -1 -2 -2,,,-2 -2,1.30,
2 2A+2T  4.80  1.00 1 1 1,1 1 1 1,,,1 0,5.80,
3 CCoSp3  3.00  0.50 1 1 0,1 1 1 1,,,2 0,3.50,
4 3Lo  5.00  0.80 0 2 1,0 1 1 2,,,1 0,5.80,
5 SpSq4  3.40  1.00 2 1 1,1 1 1 1,,,1 1,4.40,
6 3S  4.95 x  0.80 1 1 1,1 0 1 1,,,1 0,5.75,
7 3Lz+SEQ  5.28 x  0.20 0 1 0,1 0 0 0,,,1 0,5.48,
8 FSSp4  3.00  0.30 1 1 0,0 1 1 0,,,1 0,3.30,
9 3T+2Lo< <  4.95 x -2.40 -2 -3 -3,-2 -2 -3 -3,,,-2 -2,2.55,
10 2A  3.85 x  0.60 1 1 0,1 1 0 0,,,1 0,4.45,
11 SlSt2  2.30  0.90 3 2 1,2 2 1 2,,,1 1,3.20,
12 FCoSp4  3.00  0.40 1 1 0,1 1 0 1,,,-1 0,3.40,
45.43,,,,,48.93,
Program Components Factor,,,,,,
