ISU GP NHK Trophy 2009,,,,,,
ICE DANCE ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Starting Total,Total,,Total,Total,
Rank Name,Nation Number Segment,Element,,Program  Component,Deductions,
"",Score,Score,,Score (factored),,
1 Meryl DAVIS / Charlie WHITE,USA  10  63.09,31.50,,31.59,0.00,
"# Executed Base",GOE The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 NtMiSt4  8.00,2.00 2 2 3 2 2,2 2,,2 2,10.00,
2 CuLi4  5.00,1.00 2 2 2 1 2,2 2,,2 2,6.00,
3 CiSt3  7.20,1.40 2 2 1 1 1,1 2,,0 2,8.60,
4 SqTw4  6.50,0.40 1 1 2 1 1,1 1,,0 0,6.90,
"",Info,,,Info,,Info
5 Li+TRANS  0.00,0.00 - - - - -,- -,,- -,0.00,
26.70,,,,,31.50,
Program Components,Factor,,,,,
Skating Skills,0.80 8.25 7.75 8.50 7.75 8.00,8.25 8.75,,8.25 7.75,8.10,
Linking Footwork / Movement,0.80 8.25 7.75 8.75 7.50 8.00,8.00 8.50,,8.25 7.75,8.05,
Performance,0.60 8.50 8.00 8.75 8.00 8.25,8.50 8.75,,8.00 8.00,8.25,
Choreography,0.60 8.75 9.00 9.00 7.75 8.25,8.75 9.00,,8.75 8.00,8.70,
Interpretation / Timing,1.00 8.50 8.75 9.00 8.00 8.25,8.50 9.00,,8.50 8.00,8.50,
Judges Total Program Component Score (factored),,,,,31.59,
Deductions:,,,,,0.00,
"",Starting Total,Total,,Total,Total,
Rank Name,Nation Number Segment,Element,,Program  Component,Deductions,
"",Score,Score,,Score (factored),,
2 Sinead KERR / John KERR,GBR  9  56.53,28.10,,28.43,0.00,
"# Executed Base",GOE The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 NtMiSt2  6.00,1.40 2 1 2 2 2,1 1,,1 1,7.40,
2 SqTw4  6.50,0.30 2 1 1 1 1,0 1,,0 0,6.80,
3 SlLi4  5.00,0.50 1 0 1 1 1,1 0,,1 1,5.50,
4 CiSt3  7.20,1.20 1 1 1 2 1,1 2,,1 1,8.40,
24.70,,,,,28.10,
Program Components,Factor,,,,,
Skating Skills,0.80 7.00 7.25 7.25 7.50 7.25,7.25 7.75,,7.00 7.25,7.25,
Linking Footwork / Movement,0.80 7.50 6.75 7.00 7.50 7.25,7.25 7.50,,6.50 7.00,7.30,
Performance,0.60 7.50 7.50 7.25 7.75 7.50,8.00 7.75,,6.75 7.25,7.55,
Choreography,0.60 7.25 7.25 7.50 7.75 7.75,7.75 8.00,,6.00 7.50,7.60,
Interpretation / Timing,1.00 7.50 7.50 7.50 8.00 7.50,8.00 8.00,,6.00 7.50,7.70,
Judges Total Program Component Score (factored),,,,,28.43,
Deductions:,,,,,0.00,
"",Starting Total,Total,,Total,Total,
Rank Name,Nation Number Segment,Element,,Program  Component,Deductions,
"",Score,Score,,Score (factored),,
3 Vanessa CRONE / Paul POIRIER,CAN  7  50.87,26.20,,24.67,0.00,
"# Executed Base",GOE The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 NtMiSt2  6.00,0.60 1 1 0 0 1,1 0,,1 1,6.60,
2 RoLi4  5.00,0.70 1 2 2 1 1,3 0,,1 2,5.70,
3 SqTw3  5.70,0.20 1 0 -1 0 0,1 1,,0 0,5.90,
4 DiSt3  7.20,0.80 1 2 1 1 1,0 0,,1 1,8.00,
5 Li+TRANS  0.00,0.00 - - - - -,- -,,- -,0.00,
23.90,,,,,26.20,
Program Components,Factor,,,,,
Skating Skills,0.80 6.25 7.00 6.50 6.25 6.75,6.75 6.25,,6.75 7.00,6.50,
