ISU GP Skate America,,,,,,
ICE DANCE COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Total Total,,,Total,Total,
"",NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
"",Code Score Score,,,Score (factored),,
"",= +,,,+,-,
1 Isabelle DELOBEL / Olivier SCHOENFELDER,FRA  38.49  19.50,,,18.99,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 1S1  2.30  0.60,2 1 1 1 1 1 1 2,,1,- - -,2.90,
2 1S2  1.80  0.6In0fo,2 1 1 1 1 1 1 1,,2 Info,- - -,2.40,Info
3 2S1  2.90  0.60,2 1 1 2 1 1 1 1,,1,- - -,3.50,
4 2S2  2.30  0.80,2 1 1 2 2 0 2 1,,2,- - -,3.10,
5 3S1  3.40  0.70,1 2 0 1 1 1 1 1,,1,- - -,4.10,
6 3S2  2.80  0.70,2 1 1 1 1 1 1 1,,1,- - -,3.50,
15.50,,,,,19.50,
Program Components Factor,,,,,,
Skating Skills  0.75,8.25 7.25 7.25 8.50 7.50 7.00 7.50 7.75,,7.75,- - -,7.55,
Timing  0.75,8.00 7.00 7.50 7.50 7.50 6.50 7.00 7.50,,7.50,- - -,7.40,
Performance / Execution  0.50,8.00 7.25 8.00 8.25 7.75 7.00 7.75 7.75,,7.75,- - -,7.80,
Interpretation  0.50,8.00 7.50 8.00 8.50 7.75 7.00 7.50 7.75,,7.75,- - -,7.75,
Judges Total Program Component Score (factored),,,,,18.99,
Deductions:,,,,,0.00,
"",Total Total,,,Total,Total,
"",NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
"",Code Score Score,,,Score (factored),,
"",= +,,,+,-,
2 Tanith BELBIN / Benjamin AGOSTO,USA  37.63  19.10,,,18.53,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 1S1  2.30  0.60,2 1 1 1 1 1 2 1,,1,- - -,2.90,
2 1S2  1.80  0.50,2 1 1 0 0 2 1 1,,1,- - -,2.30,
3 2S1  2.90  0.88,2 2 1 1 0 1 2 1,,1,- - -,3.78,
4 2S2  2.30  0.50,2 1 1 1 1 2 1 0,,1,- - -,2.80,
5 3S1  3.40  0.42,1 1 0 0 0 1 1 0,,1,- - -,3.82,
6 3S2  2.80  0.70,2 1 1 1 1 1 1 0,,1,- - -,3.50,
15.50,,,,,19.10,
Program Components Factor,,,,,,
Skating Skills  0.75,7.25 7.25 7.50 7.50 7.00 7.25 7.75 7.50,,7.50,- - -,7.40,
Timing  0.75,7.25 7.00 7.25 7.25 7.00 6.75 7.75 7.25,,7.25,- - -,7.20,
Performance / Execution  0.50,7.25 7.25 7.75 7.50 7.50 7.25 8.00 7.00,,7.75,- - -,7.50,
Interpretation  0.50,7.25 7.75 8.00 7.75 7.50 7.00 8.00 7.25,,7.75,- - -,7.65,
Judges Total Program Component Score (factored),,,,,18.53,
Deductions:,,,,,0.00,
"",Total Total,,,Total,Total,
"",NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
"",Code Score Score,,,Score (factored),,
"",= +,,,+,-,
3 Sinead KERR / John KERR,GBR  34.37  17.44,,,16.93,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 1S1  2.30  0.50,1 1 1 1 1 1 1 1,,1,- - -,2.80,
2 1S2  1.80  0.40,1 1 0 0 1 1 1 1,,0,- - -,2.20,
3 2S1  2.90  0.36,0 1 1 1 0 1 0 1,,1,- - -,3.26,
4 2S2  2.30  0.40,1 1 1 1 1 0 0 0,,1,- - -,2.70,
5 3S1  3.40  0.00,0 0 0 0 0 1 0 1,,0,- - -,3.40,
6 3S2  2.80  0.28,1 1 1 1 0 0 0 0,,0,- - -,3.08,
15.50,,,,,17.44,
Program Components Factor,,,,,,
Skating Skills  0.75,6.00 7.00 6.50 7.25 6.75 6.75 7.00 7.25,,7.00,- - -,6.85,
Timing  0.75,6.00 6.75 6.25 6.75 6.75 6.25 6.25 7.00,,6.75,- - -,6.55,
Performance / Execution  0.50,6.25 7.00 6.75 7.50 7.25 6.75 6.50 7.25,,6.75,- - -,6.85,
