ISU GP Skate America,,,,,,
ICE DANCE ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Total Total,,,Total,Total,
"",NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
"",Code Score Score,,,Score (factored),,
"",= +,,,+,-,
1 Isabelle DELOBEL / Olivier SCHOENFELDER,FRA  58.26  28.60,,,29.66,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 MiStNt3  6.20  1.40,1 1 2 1 1 2 2 1,,2,- - -,7.60,
2 SlLi4  4.00 Info 1.00,2 2 2 2 2 2 2 2,,In2fo,- - -,5.00,Info
3 CiSt3  7.20  1.20,2 1 1 1 1 2 1 2,,1,- - -,8.40,
4 Sp4  4.70  0.60,1 1 1 1 2 1 2 2,,2,- - -,5.30,
5 STw1  3.00 -0.70,-1 -1 -1 0 -2 -2 -2 -1,,-1,- - -,2.30,
25.10,,,,,28.60,
Program Components Factor,,,,,,
Skating Skills  0.80,8.50 8.00 8.00 7.50 7.50 8.00 7.75 7.75,,8.00,- - -,7.85,
Linking Footwork / Movement  0.80,8.25 7.25 7.75 7.25 7.75 7.50 7.75 7.50,,7.50,- - -,7.60,
Performance  0.60,8.00 7.50 7.75 7.50 7.75 7.75 8.00 7.50,,7.75,- - -,7.75,
Choreography  0.60,8.00 8.00 8.00 7.50 8.00 8.00 8.00 7.50,,8.00,- - -,8.00,
Interpretation / Timing  1.00,8.25 7.75 8.00 7.75 7.50 7.75 8.00 7.75,,8.00,- - -,7.85,
Judges Total Program Component Score (factored),,,,,29.66,
Deductions:,,,,,0.00,
"*  Invalid element",,,,,,
"",Total Total,,,Total,Total,
"",NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
"",Code Score Score,,,Score (factored),,
"",= +,,,+,-,
2 Sinead KERR / John KERR,GBR  57.74  30.40,,,27.34,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 MiStNt3  6.20  1.20,1 1 1 0 1 2 2 0,,1,- - -,7.40,
2 STw4  4.70  0.30,1 -1 0 1 0 1 1 0,,1,- - -,5.00,
3 Sp4  4.70  0.50,1 0 1 1 1 1 1 1,,1,- - -,5.20,
4 DiSt3  7.20  0.80,1 0 0 1 1 1 2 0,,1,- - -,8.00,
5 CuLi4  4.00  0.80,2 1 2 2 2 1 1 1,,2,- - -,4.80,
26.80,,,,,30.40,
Program Components Factor,,,,,,
Skating Skills  0.80,7.50 7.00 7.25 7.00 6.50 7.00 7.25 7.00,,7.25,- - -,7.10,
Linking Footwork / Movement  0.80,7.50 6.25 7.25 6.75 6.75 6.75 7.25 7.00,,7.00,- - -,6.95,
Performance  0.60,7.50 6.25 7.50 7.00 7.50 7.00 7.50 7.00,,7.25,- - -,7.30,
Choreography  0.60,7.25 6.50 7.50 6.75 7.25 7.25 7.50 7.00,,7.50,- - -,7.20,
Interpretation / Timing  1.00,7.50 6.50 7.50 7.25 7.50 7.25 7.50 7.25,,7.50,- - -,7.40,
Judges Total Program Component Score (factored),,,,,27.34,
Deductions:,,,,,0.00,
"*  Invalid element",,,,,,
"",Total Total,,,Total,Total,
"",NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
"",Code Score Score,,,Score (factored),,
"",= +,,,+,-,
3 Tanith BELBIN / Benjamin AGOSTO,USA  57.47  29.00,,,28.47,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 STw3  4.00  0.30,1 0 0 1 1 1 0 1,,0,- - -,4.30,
2 Sp3  4.00  0.50,1 1 1 1 1 2 1 1,,1,- - -,4.50,
3 CiSt3  7.20  1.00,1 2 0 1 1 1 1 2,,1,- - -,8.20,
4 MiStNt3  6.20  1.20,1 2 1 1 1 2 1 2,,1,- - -,7.40,
5 RoLi4  4.00  0.60,1 2 1 2 1 1 1 1,,2,- - -,4.60,
6 Li+TRANS  0.00  0.00,- - - - - - - -,,-,- - -,0.00,
25.40,,,,,29.00,
Program Components Factor,,,,,,
Skating Skills  0.80,7.50 8.00 7.25 7.50 7.25 8.00 7.25 7.50,,7.75,- - -,7.50,
