ISU GP NHK Trophy 2010,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
13 CSSp3  2.60  0.00 0 0 1,,0 0 0 0,,0 0,2.60,
67.41,,,,,73.74,
Program Components Factor,,,,,,
Skating Skills  2.00 7.00 6.75 7.25,,6.50 6.75 6.50 7.00,,7.50 7.00,6.89,
Transition / Linking Footwork  2.00 6.50 6.50 6.75,,6.00 6.50 6.00 6.75,,6.75 6.75,6.54,
Performance / Execution  2.00 7.00 7.00 7.50,,6.75 7.00 7.00 7.50,,8.50 7.25,7.18,
Choreography / Composition  2.00 7.25 7.00 6.75,,7.50 6.75 6.50 7.25,,7.75 6.75,7.04,
Interpretation  2.00 7.50 7.25 7.50,,7.75 7.00 7.00 7.50,,8.25 7.00,7.36,
Judges Total Program Component Score (factored),,,,,70.02,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge",,,,,,
ISU GP NHK Trophy 2010,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
3 Jeremy ABBOTT USA,11,143.57  67.15,,76.42,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3Lz  6.00  0.60 1 1,0,0 1 1 1,,1 1,6.60,
2 3F  5.30  0.50 1 0,0,0 1 1 1,,1 1,5.80,
3 3A+3T  12.60  1.14 2 1,1,0 2 1 1,,1 1,13.74,
4 FCSp2  2.30  0.43 2 1,1,0 1 1 0,,1 1,2.73,
"",,Info,,,,Info
5 CiSt3  3.30  0.79 2 2,1,1 2 3 1,,1 2,4.09,
6 2A  3.30  0.07 1 0,0,0 1 0 0,,0 0,3.37,
7 1A  1.21 x  0.00 0 -1,0,0 0 0 0,,0 0,1.21,
8 3Lo+2T+2Lo  9.13 x  0.00 1 0,0,0 0 -1 0,,0 0,9.13,
9 CSSp4  3.00  0.21 1 0,1,0 1 1 0,,0 0,3.21,
10 3Lz<+2T <  6.16 x -1.00 -1 -2,-1,-1 -1 -2 -2,,-2 -1,5.16,
11 3S  4.62 x  0.70 1 1,1,1 1 1 1,,0 1,5.32,
12 ChSt1  2.00  1.29 2 1,1,1 1 2 2,,1 1,3.29,
13 CCoSp3  3.00  0.50 2 0,1,1 1 1 1,,0 2,3.50,
61.92,,,,,67.15,
Program Components Factor,,,,,,
Skating Skills  2.00 8.50 7.50,7.75,7.25 8.50 8.25 8.00,,7.00 7.25,7.79,
Transition / Linking Footwork  2.00 8.25 7.00,7.25,7.00 7.75 8.25 7.75,,6.75 6.75,7.39,
Performance / Execution  2.00 8.75 7.25,7.50,7.00 8.50 8.00 8.00,,7.00 7.25,7.64,
Choreography / Composition  2.00 8.50 7.50,7.50,7.00 8.25 8.75 7.75,,6.75 7.25,7.68,
Interpretation  2.00 9.00 7.00,7.50,7.25 8.75 8.50 8.00,,6.75 7.00,7.71,
Judges Total Program Component Score (factored),,,,,76.42,
Deductions:,,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
4 Yuzuru HANYU JPN,8,138.41  72.57,,65.84,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T  10.30  1.29 1 1,1,2 2 1 2,,1 0,11.59,
2 3A  8.50 -0.71 -1 -1,0,-1 0 -2 -1,,-1 0,7.79,
3 3F e  5.30 -0.70 -1 -1,-1,-1 -1 -1 -1,,-1 0,4.60,
4 CSSp4  3.00  0.50 0 1,1,1 2 1 1,,1 1,3.50,
5 3Lz+2T  7.40  0.50 0 0,1,0 1 1 1,,1 1,7.90,
6 SlSt2  2.30  0.36 1 1,1,0 1 1 0,,0 1,2.66,
7 3A+3T  13.86 x  0.43 1 1,1,0 0 0 1,,0 0,14.29,
8 3Lz  6.60 x -0.60 -1 -1,-1,-1 -1 -1 -1,,0 0,6.00,
9 1Lo  0.55 x -0.09 -1 -1,0,0 -1 -1 -2,,-1 -1,0.46,
10 FCCoSp3  3.00  0.21 0 0,0,1 1 1 1,,0 0,3.21,
11 ChSt1  2.00  0.71 0 1,0,0 1 1 1,,1 1,2.71,
12 3S  4.62 x  0.10 0 0,0,1 0 1 0,,0 0,4.72,
13 CCoSp3  3.00  0.14 1 1,0,0 0 0 1,,0 0,3.14,
70.43,,,,,72.57,
Program Components Factor,,,,,,
Skating Skills  2.00 6.25 6.75,7.00,6.00 6.50 6.75 7.00,,6.75 6.50,6.64,
Transition / Linking Footwork  2.00 5.75 6.00,7.00,5.50 6.75 6.50 6.50,,6.75 6.00,6.32,
Performance / Execution  2.00 6.00 6.75,7.25,6.50 6.25 7.25 6.50,,7.25 6.25,6.68,
Choreography / Composition  2.00 6.00 6.50,7.25,6.25 7.00 7.00 6.75,,7.00 6.50,6.71,
Interpretation  2.00 6.00 6.50,7.25,6.50 7.25 6.75 6.50,,6.25 6.25,6.57,
Judges Total Program Component Score (factored),,,,,65.84,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge",,,,,,
ISU GP NHK Trophy 2010,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
5 Kevin VAN DER PERREN BEL,2,134.10  74.26,,59.84,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T  10.30  0.00 0 0,0,0 0 0 1,,0 0,10.30,
2 3A  8.50  0.00 0 0,0,0 0 0 0,,0 0,8.50,
3 3F+3T+3T  13.50  0.60 1 1,0,1 0 1 1,,1 1,14.10,
4 FSSp4  3.00  0.29 0 1,0,0 1 1 1,,1 0,3.29,
"",,Info,,,,Info
5 SlSt2  2.30  0.14 0 0,0,1 0 0 1,,1 0,2.44,
6 3S  4.20  0.70 1 1,1,1 1 1 1,,1 1,4.90,
7 3Lo  5.61 x -0.90 -1 -1,-1,-1 -2 -2 -1,,-1 -2,4.71,
8 3Lz  6.60 x -0.50 -1 -1,-2,-1 0 -1 -1,,0 0,6.10,
9 3F  5.83 x  0.00 0 0,-1,0 0 0 0,,0 0,5.83,
10 FCSSp4  3.00  0.21 0 0,-1,0 1 1 1,,1 0,3.21,
11 ChSt1  2.00  0.00 1 -1,0,0 0 0 0,,0 0,2.00,
12 2A+2A+SEQ  5.81 x  0.07 1 0,0,0 1 0 0,,0 0,5.88,
13 CCoSp3  3.00  0.00 0 0,-1,0 0 0 0,,0 0,3.00,
73.65,,,,,74.26,
Program Components Factor,,,,,,
Skating Skills  2.00 6.50 5.50,6.00,5.75 5.75 6.25 7.00,,6.50 6.75,6.21,
Transition / Linking Footwork  2.00 5.75 4.50,4.75,5.25 5.00 6.25 6.25,,5.75 5.50,5.46,
Performance / Execution  2.00 6.50 5.75,6.00,5.25 6.00 6.75 6.50,,6.25 6.75,6.25,
Choreography / Composition  2.00 6.50 5.25,5.75,5.50 6.00 6.50 6.75,,6.00 6.25,6.07,
Interpretation  2.00 6.25 5.75,5.25,5.25 5.00 6.50 6.25,,6.50 6.25,5.93,
Judges Total Program Component Score (factored),,,,,59.84,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
6 Takahito MURA JPN,4,128.65  69.03,,59.62,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T  10.30  0.00 0 0,0,0 0 0 0,,0 0,10.30,
2 3A  8.50 -2.00 -2 -2,-2,-2 -2 -2 -1,,-2 -2,6.50,
3 3F+1Lo  5.80 -0.70 -1 -1,-1,-1 -1 -2 -1,,-1 -1,5.10,
4 3Lz+2T  7.40  0.20 0 0,0,0 0 1 1,,1 0,7.60,
5 CCSp1  2.00 -0.26 0 -1,-1,-1 -1 -1 -1,,-1 0,1.74,
6 CiSt3  3.30  0.43 2 0,1,1 0 0 2,,1 1,3.73,
7 3A+2T  10.89 x  0.43 1 1,0,1 0 0 1,,0 0,11.32,
8 3Lo  5.61 x  0.50 0 0,1,1 1 1 0,,1 1,6.11,
9 CCoSp3  3.00 -0.09 0 0,-1,0 -1 -1 0,,0 0,2.91,
10 3S  4.62 x  0.00 -1 0,0,0 0 0 0,,0 0,4.62,
11 3Lz< <  4.62 x -0.90 -1 -2,-1,-1 -2 -1 -1,,-2 -1,3.72,
12 FSSp3  2.60  0.21 1 0,0,1 0 0 0,,1 1,2.81,
13 ChSt1  2.00  0.57 1 0,1,1 0 0 0,,1 1,2.57,
70.64,,,,,69.03,
Program Components Factor,,,,,,
Skating Skills  2.00 7.25 6.50,6.00,6.50 6.00 6.25 7.00,,6.00 6.50,6.39,
Transition / Linking Footwork  2.00 6.25 5.25,5.00,5.75 5.25 5.25 5.25,,5.25 5.25,5.32,
Performance / Execution  2.00 6.25 6.00,6.25,6.00 5.50 5.75 7.00,,6.25 6.50,6.14,
Choreography / Composition  2.00 6.50 5.50,5.25,6.50 5.25 6.00 6.75,,5.75 6.50,6.00,
Interpretation  2.00 6.25 5.75,5.75,6.25 5.50 5.75 6.75,,6.00 6.00,5.96,
Judges Total Program Component Score (factored),,,,,59.62,
Deductions:,,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU GP NHK Trophy 2010,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
7 Jialiang WU CHN,5,125.52  66.72,,58.80,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3A+3T  12.60  0.71 1 0,1,0 1 1 1,,0 1,13.31,
2 3S  4.20  0.30 0 1,0,0 0 1 0,,1 1,4.50,
3 3A  8.50  1.00 1 0,1,1 1 1 1,,1 2,9.50,
4 3Lz  6.00  0.30 0 1,1,0 1 0 0,,0 1,6.30,
"",,Info,,,,Info
5 FCCoSp4  3.50  0.00 0 0,0,0 0 0 0,,0 1,3.50,
6 CiSt2  2.30  0.07 0 0,0,0 0 0 0,,1 1,2.37,
7 3Lz+2T  8.14 x -0.20 0 0,0,-1 0 0 -1,,-1 0,7.94,
8 1Lo  0.55 x -0.03 0 -1,-1,0 0 0 0,,-1 0,0.52,
9 CCoSp3  3.00  0.07 0 0,0,0 1 1 0,,0 0,3.07,
10 3Lo+2T< <  6.71 x -1.50 -2 -2,-3,-3 -2 -3 -2,,-1 -1,5.21,
11 3F  5.83 x  0.00 0 0,-1,0 0 0 0,,0 0,5.83,
12 ChSt1  2.00  0.71 0 1,1,0 0 1 1,,1 1,2.71,
13 FSSp1  2.00 -0.04 1 0,0,-1 0 0 0,,-1 0,1.96,
65.33,,,,,66.72,
Program Components Factor,,,,,,
Skating Skills  2.00 6.00 6.00,6.00,5.75 5.75 5.75 6.50,,6.00 6.50,6.00,
Transition / Linking Footwork  2.00 5.50 5.75,5.75,5.75 5.50 5.50 5.25,,6.25 6.00,5.68,
Performance / Execution  2.00 5.50 5.25,5.50,5.75 5.50 5.75 6.50,,6.50 6.50,5.86,
Choreography / Composition  2.00 6.25 6.25,5.75,6.00 5.50 5.50 6.25,,6.25 6.75,6.04,
Interpretation  2.00 5.75 6.00,5.50,5.75 4.75 5.50 6.00,,6.25 7.00,5.82,
Judges Total Program Component Score (factored),,,,,58.80,
Deductions:,,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
8 Shawn SAWYER CAN,10,123.65  57.45,,67.20,-1.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3A< <  6.00 -2.29 -2 -3,-2,-2 -3 -1 -2,,-3 -2,3.71,
2 3F  5.30 -2.10 -3 -3,-3,-3 -3 -3 -3,,-3 -3,3.20,
3 3Lz  6.00  0.00 0 0,0,0 0 0 0,,0 0,6.00,
4 3S  4.20  0.10 0 0,0,0 1 0 0,,0 1,4.30,
5 FSSp4  3.00  0.36 0 1,1,1 0 1 1,,1 0,3.36,
6 3Lo  5.61 x  0.20 0 1,0,0 0 1 0,,0 1,5.81,
7 3F+1Lo+3Lo+SEQ  9.15 x -0.10 -1 0,0,1 0 0 0,,0 -1,9.05,
8 CiSt3  3.30  0.50 0 1,1,1 1 1 1,,1 1,3.80,
9 2A  3.63 x  0.00 0 0,0,0 0 0 0,,0 0,3.63,
10 CCSp4  3.20  0.36 0 1,1,1 0 1 0,,1 1,3.56,
11 ChSt1  2.00  0.86 0 1,0,1 1 1 1,,1 1,2.86,
12 2A+2T  5.17 x  0.00 0 0,0,0 0 0 0,,0 0,5.17,
13 CCoSp2  2.50  0.50 1 2,1,1 1 1 1,,1 1,3.00,
59.06,,,,,57.45,
Program Components Factor,,,,,,
Skating Skills  2.00 6.00 6.50,6.50,6.75 6.50 7.25 6.50,,6.75 7.00,6.64,
Transition / Linking Footwork  2.00 6.00 7.00,6.25,6.75 7.00 7.00 6.00,,6.50 7.00,6.64,
Performance / Execution  2.00 6.25 6.50,6.00,7.00 7.25 7.00 6.25,,6.75 7.25,6.71,
Choreography / Composition  2.00 6.00 6.75,6.50,7.00 7.25 7.25 6.75,,6.75 7.00,6.86,
Interpretation  2.00 6.00 6.75,6.25,7.25 7.25 7.00 6.25,,6.75 7.00,6.75,
Judges Total Program Component Score (factored),,,,,67.20,
Deductions: Falls: -1.00,,,,,-1.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU GP NHK Trophy 2010,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Starting,,Total Total,,Total,Total,
Rank Name Nation Number,,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
9 Jeremy TEN CAN  1,,122.00  61.20,,60.80,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3A  8.50 -1.00 -1 -2 -1,,-1 -1 -1 -1,,-1 -1,7.50,
2 3Lz+3T  10.10  0.30 0 0 1,,0 0 0 1,,1 1,10.40,
3 3F  5.30 -1.40 -2 -2 -2,,-2 -1 -2 -2,,-2 -2,3.90,
4 3A+2T  9.90  0.00 0 0 0,,0 0 1 0,,0 0,9.90,
"",,Info,,,,Info
5 FCoSp1  1.70  0.07 1 0 0,,0 0 1 0,,0 0,1.77,
6 CiSt2  2.30  0.50 1 1 1,,0 1 1 1,,1 1,2.80,
7 1Lo+2T  2.09 x  0.00 0 0 0,,0 0 0 0,,0 0,2.09,
8 3Lz  6.60 x  0.10 1 0 0,,0 0 1 0,,0 0,6.70,
9 2A  3.63 x -0.50 -1 -1 -1,,-1 -1 -1 -1,,0 -1,3.13,
10 CSSp2  2.30  0.07 0 0 0,,0 0 1 1,,0 0,2.37,
11 ChSt1  2.00  0.29 0 0 1,,0 0 1 0,,1 0,2.29,
12 3S  4.62 x  0.30 1 0 0,,0 1 1 1,,0 0,4.92,
13 CCoSp3  3.00  0.43 1 1 0,,0 1 2 1,,1 1,3.43,
62.04,,,,,61.20,
Program Components Factor,,,,,,
Skating Skills  2.00 6.50 6.25 6.25,,5.25 5.75 6.00 6.00,,6.25 6.25,6.11,
Transition / Linking Footwork  2.00 5.75 5.50 6.75,,4.75 5.25 5.50 5.75,,6.00 6.00,5.68,
Performance / Execution  2.00 6.25 6.25 6.50,,5.00 6.00 6.50 6.25,,6.50 6.25,6.29,
Choreography / Composition  2.00 6.50 6.25 6.75,,5.00 5.75 6.00 5.75,,6.25 6.50,6.14,
Interpretation  2.00 6.00 6.00 6.50,,4.75 6.25 6.25 6.00,,6.25 6.50,6.18,
Judges Total Program Component Score (factored),,,,,60.80,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting,,Total Total,,Total,Total,
Rank Name Nation Number,,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
10 Ross MINER USA  6,,121.77  59.49,,62.28,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 CiSt3  3.30  0.36 1 0 1,,1 0 1 1,,0 1,3.66,
2 3A  8.50  0.00 0 0 0,,0 -1 0 0,,0 0,8.50,
3 3Lz+2T  7.40  0.00 0 -1 0,,0 0 0 0,,1 0,7.40,
4 3F+2T e  6.70 -0.70 -1 -1 -1,,-1 -1 -1 0,,-1 -1,6.00,
5 FCCoSp4  3.50  0.21 1 0 1,,0 0 0 0,,1 1,3.71,
6 3Lo  5.61 x  0.30 1 0 1,,1 0 0 0,,1 0,5.91,
7 3Lz  6.60 x  0.00 0 0 0,,0 1 0 0,,0 0,6.60,
8 3S< <  3.19 x -1.80 -2 -2 -3,,-3 -3 -2 -3,,-2 -3,1.39,
9 ChSt1  2.00  0.43 0 0 1,,0 0 1 1,,0 1,2.43,
10 3F e  5.83 x -0.70 -1 -1 -2,,-1 1 -1 -1,,-1 -1,5.13,
11 FSSp3  2.60  0.36 1 1 0,,1 1 0 1,,1 0,2.96,
12 2A  3.63 x -1.00 -2 -1 -2,,-2 -2 -2 -2,,-2 -2,2.63,
13 CCoSp3  3.00  0.17 1 1 1,,0 0 0 -1,,1 -1,3.17,
61.86,,,,,59.49,
Program Components Factor,,,,,,
Skating Skills  2.00 6.25 5.50 6.25,,6.50 6.00 6.50 6.50,,6.25 6.25,6.29,
Transition / Linking Footwork  2.00 6.00 5.00 6.50,,6.25 5.75 6.75 6.50,,6.00 6.50,6.21,
Performance / Execution  2.00 6.00 5.00 6.50,,6.50 5.75 6.75 6.25,,6.00 6.00,6.14,
Choreography / Composition  2.00 6.25 5.75 6.50,,6.50 5.75 6.50 6.75,,6.25 6.75,6.36,
Interpretation  2.00 5.75 5.50 6.50,,6.25 5.75 6.75 6.75,,5.75 6.25,6.14,
Judges Total Program Component Score (factored),,,,,62.28,
Deductions:,,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge",,,,,,
ISU GP NHK Trophy 2010,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
11 Adrian SCHULTHEISS SWE,3,119.23  57.81,,62.42,-1.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3F+2T  6.70  0.10 0 1,1,0 0 0 0,,0 0,6.80,
2 3A+2T  9.90  0.14 0 1,0,1 0 0 0,,0 0,10.04,
3 2A  3.30  0.07 0 1,0,0 0 0 0,,1 0,3.37,
4 FCSp2  2.30  0.00 0 0,0,0 0 0 -1,,0 0,2.30,
"",,Info,,,,Info
5 3Lo  5.10  0.40 1 1,1,0 0 1 0,,1 0,5.50,
6 SlSt2  2.30  0.43 1 1,2,1 1 1 0,,0 1,2.73,
7 3S  4.62 x  0.40 1 1,1,0 0 0 0,,1 1,5.02,
8 CoSp2  2.00  0.29 0 0,1,1 0 1 0,,1 1,2.29,
9 2A  3.63 x  0.00 0 0,0,0 0 1 0,,0 0,3.63,
10 3F  5.83 x  0.20 0 1,0,1 1 0 0,,0 0,6.03,
11 3Lz  6.60 x -2.10 -3 -3,-3,-3 -3 -3 -3,,-3 -3,4.50,
12 ChSt1  2.00  0.86 1 1,1,1 1 1 0,,1 0,2.86,
13 CSSp3  2.60  0.14 0 0,0,1 0 0 0,,1 1,2.74,
56.88,,,,,57.81,
Program Components Factor,,,,,,
Skating Skills  2.00 5.75 6.00,6.50,6.50 6.00 6.00 5.75,,6.25 6.50,6.14,
Transition / Linking Footwork  2.00 5.25 6.00,6.25,6.25 6.00 6.00 6.50,,6.00 6.25,6.11,
Performance / Execution  2.00 5.50 6.00,6.00,6.50 6.25 6.25 6.25,,5.75 6.50,6.14,
Choreography / Composition  2.00 5.50 6.00,7.25,6.50 6.50 7.00 6.00,,6.25 6.50,6.39,
Interpretation  2.00 5.25 6.00,7.00,6.75 6.25 7.25 6.25,,6.00 6.75,6.43,
Judges Total Program Component Score (factored),,,,,62.42,
Deductions: Falls: -1.00,,,,,-1.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
12 Denis TEN KAZ,7,102.94  45.16,,60.78,-3.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3A  8.50 -1.57 -2 -2,-2,-1 -1 -1 -2,,-2 -1,6.93,
2 3Lz  6.00 -0.60 -1 -1,-1,0 -1 -1 -1,,-1 0,5.40,
3 3F< <  3.70 -2.10 -3 -3,-3,-3 -3 -3 -3,,-3 -3,1.60,
4 FSSp3  2.60  0.00 0 0,0,0 1 0 0,,0 0,2.60,
5 CiSt2  2.30  0.36 1 1,0,1 1 1 0,,0 1,2.66,
6 2A+2T  5.17 x -0.64 -1 -2,-1,-1 -2 -1 -2,,-1 -1,4.53,
7 3Lo  5.61 x  0.20 1 0,0,0 0 0 1,,0 1,5.81,
8 3Lz<+SEQ <  3.70 x -2.10 -3 -3,-3,-3 -3 -3 -3,,-3 -3,1.60,
9 3S+SEQ  3.70 x -1.80 -3 -3,-3,-2 -3 -2 -3,,-2 -2,1.90,
10 2A  3.63 x  0.07 0 0,1,0 0 0 0,,-1 1,3.70,
11 FCCoSp4  3.50  0.07 0 0,0,1 0 0 1,,0 0,3.57,
12 CCoSp1  2.00  0.50 0 1,1,1 1 1 1,,1 1,2.50,
13 ChSt1  2.00  0.36 0 -1,1,1 1 1 -1,,0 0,2.36,
52.41,,,,,45.16,
Program Components Factor,,,,,,
Skating Skills  2.00 6.75 6.50,6.00,6.25 6.25 6.25 6.00,,6.00 6.50,6.25,
Transition / Linking Footwork  2.00 6.50 5.50,5.75,6.00 6.50 6.00 5.75,,5.50 6.25,5.96,
Performance / Execution  2.00 5.00 6.00,5.75,5.75 5.75 5.75 6.00,,5.75 6.25,5.82,
Choreography / Composition  2.00 6.25 6.00,5.75,6.50 6.50 6.25 6.25,,6.25 6.50,6.29,
Interpretation  2.00 6.00 6.25,5.75,6.00 6.00 6.00 6.00,,6.25 6.50,6.07,
Judges Total Program Component Score (factored),,,,,60.78,
Deductions: Falls: -3.00,,,,,-3.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Printed: 24/10/2010 13:55:13,,,,,,
