2006 HomeSense Skate Canada International,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
1 Daisuke TAKAHASHI JPN,,78.80  41.70,,,37.10,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3F+3T  9.50  1.40 2 2 2 1,,1 2 2 1,,1,2 - -,10.90
2 3A  7.50 -0.80 0 0 -1 -1,,-1 0 -1 -1,,-1,1 - -,6.70
3 3Lz  6.00  1.20 1 2 2 1,,1 1 2 1,,1,2 - -,7.20
4 CiSt3  3.10  0.80 2 1 1 1,,2 1 1 1,,2,2 - -,3.90
5 CSSp4  3.00  0.40 1 -1 0 0,,0 0 1 1,,1,1 - -,3.40
6 FSSp3  2.30  0.20 1 -1 0 1,,0 0 0 0,,1,0 - -,2.50
7 SlSt3  3.10  1.00 2 2 2 2,,2 1 2 2,,2,2 - -,4.10
8 CCoSp2  2.50  0.50 2 0 1 1,,1 1 0 1,,0,2 - -,3.00
37.00,,,,,,41.70
Program Components Factor,,,,,,
Skating Skills  1.00 8.00 8.00 8.00 7.50,,7.75 7.75 8.00 7.25,,7.75,7.75 - -,7.75
Transition / Linking Footwork  1.00 7.50 5.25 7.50 7.25,,7.00 7.00 6.75 7.00,,7.25,7.50 - -,7.20
Performance / Execution  1.00 8.00 7.75 8.00 7.50,,7.50 7.50 7.25 7.25,,7.75,7.50 - -,7.50
Choreography / Composition  1.00 8.00 6.75 7.75 7.25,,7.00 7.25 7.00 7.00,,7.50,7.75 - -,7.30
Interpretation  1.00 7.50 7.25 7.50 7.25,,7.25 7.50 7.25 7.25,,7.50,7.50 - -,7.35
Judges Total Program Component Score (factored),,,,,,37.10
Deductions:,,,,,,0.00
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
2 Johnny WEIR USA,,76.28  40.58,,,35.70,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3A  7.50  1.20 2 1 2 1,,1 0 1 2,,1,1 - -,8.70
2 3Lz+3T  10.00  0.40 1 1 1 0,,1 1 -1 1,,0,0 - -,10.40
3 CSSp4  3.00  0.50 2 1 1 1,,1 0 0 1,,1,1 - -,3.50
4 CiSt2  2.30  0.20 1 1 0 0,,0 0 0 1,,1,0 - -,2.50
5 3F  5.50  0.20 1 0 0 0,,0 0 0 0,,0,1 - -,5.70
6 CCoSp3  3.00 -0.12 1 -2 -1 -1,,0 -1 0 0,,-1,-1 - -,2.88
7 SlSt3  3.10  0.40 1 1 1 1,,1 1 0 0,,1,2 - -,3.50
8 FSSp4  3.00  0.40 1 0 1 0,,1 0 0 1,,1,1 - -,3.40
37.40,,,,,,40.58
Program Components Factor,,,,,,
Skating Skills  1.00 7.25 7.25 7.50 7.50,,7.50 7.50 7.25 7.25,,7.25,7.25 - -,7.30
Transition / Linking Footwork  1.00 6.75 5.50 6.50 7.00,,7.25 7.25 6.50 6.75,,7.00,7.25 - -,6.95
Performance / Execution  1.00 7.00 8.00 7.50 7.25,,7.50 7.50 6.75 7.25,,7.25,7.25 - -,7.20
Choreography / Composition  1.00 7.50 6.25 7.25 7.00,,7.50 7.25 6.75 7.00,,7.00,7.25 - -,7.15
Interpretation  1.00 6.75 6.00 7.00 7.25,,7.25 7.50 6.75 7.00,,7.25,7.25 - -,7.10
Judges Total Program Component Score (factored),,,,,,35.70
Deductions:,,,,,,0.00
2006 HomeSense Skate Canada International,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
3 Tomas VERNER CZE,,71.30  41.30,,,30.00,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3F+3T  9.50  1.80 2 2 1 2,,1 1 -1 2,,2,2 - -,11.30
