ISU Four Continents Figure Skating Championships,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
1 Meagan DUHAMEL / Eric RADFORD CAN  8  143.81  73.39,,,70.42,0.00,
"# Executed Base GOE The Judges Panel",,,,Ref Scores,
Elements Value (in random order),,,,of Panel,
1 3Tw3  5.80  1.60 2 2 3 1 2 3,2,,3 2,7.40,
2 3Lz  6.00 -1.80 -2 -3 -2 -3 -3 -3,-2,,-3 -1,4.20,
3 4STh  8.00  0.43 -2 0 1 1 0 2,0,,1 0,8.43,
4 FCCoSp3p4  3.50  1.07 2 1 3 2 2 2,2,,3 2,4.57,
"",,,Info,,Info
5 3T+2T+2T  6.70  0.80 1 1 2 1 1 1,1,,2 1,7.50,
6 BoDs3  4.00  1.40 2 2 2 1 2 2,2,,2 2,5.40,
7 5RLi4  7.00  1.60 3 2 3 2 2 2,2,,3 2,8.60,
8 5ALi4  6.50  1.40 1 2 3 2 0 2,2,,2 3,7.90,
9 PCoSp3p4  4.50  0.93 2 2 3 2 1 2,2,,2 1,5.43,
10 3LzTh  5.50  1.10 2 1 2 2 1 2,1,,2 1,6.60,
11 ChSq1  2.00  1.00 2 2 1 0 1 2,1,,2 1,3.00,
12 3Li3  3.50  0.86 2 3 2 1 -1 2,1,,2 2,4.36,
63.00,,,,73.39,
Program Components Factor,,,,,
Skating Skills  1.60 8.50 8.75 9.25 9.25 9.00 9.00,8.75,,9.25 8.50,8.93,
Transition / Linking Footwork  1.60 8.50 8.50 9.00 8.75 8.50 8.25,8.50,,9.50 8.50,8.61,
Performance / Execution  1.60 9.00 8.50 9.25 9.25 8.25 8.75,9.00,,9.00 8.50,8.86,
Choreography / Composition  1.60 8.75 8.75 9.50 9.00 8.75 8.50,8.75,,8.75 8.75,8.79,
Interpretation  1.60 9.00 8.50 9.25 9.25 7.75 8.75,9.00,,8.75 8.50,8.82,
Judges Total Program Component Score (factored),,,,70.42,
Deductions:,,,,0.00,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
2 Qing PANG / Jian TONG CHN  10  133.12  62.32,,,70.80,0.00,
"# Executed Base GOE The Judges Panel",,,,Ref Scores,
Elements Value (in random order),,,,of Panel,
1 1A+2A+SEQ  3.52 -0.93 -2 -1 1 -2 -2 -2,-2,,-2 -2,2.59,
2 2T  1.30 -0.40 -2 -1 -2 -2 -2 -2,-2,,-2 -2,0.90,
3 3Tw3  5.80  1.50 2 3 1 2 2 2,3,,2 2,7.30,
4 3STh  4.50  1.90 3 3 2 3 3 2,3,,2 3,6.40,
5 5RLi4  7.00  1.70 3 3 2 3 2 2,2,,3 2,8.70,
6 3LoTh  5.00  2.00 3 3 2 3 3 3,2,,3 3,7.00,
7 BoDs3  4.00  1.40 2 2 3 2 2 2,2,,2 2,5.40,
8 FCCoSp3p4  3.50  1.00 2 2 2 2 2 2,2,,1 2,4.50,
9 PCoSp3p1  3.00  0.43 0 2 0 1 1 1,1,,0 2,3.43,
10 5ALi3  6.00  1.40 2 2 2 2 2 2,2,,2 2,7.40,
11 ChSq1  2.00  1.70 2 2 2 2 3 3,2,,3 3,3.70,
12 4Li4  4.00  1.00 3 2 1 2 2 2,3,,1 2,5.00,
49.62,,,,62.32,
Program Components Factor,,,,,
Skating Skills  1.60 8.75 9.00 9.00 8.75 8.50 8.50,8.75,,9.25 8.50,8.75,
Transition / Linking Footwork  1.60 8.50 8.75 8.50 8.75 8.50 8.75,8.50,,9.25 8.50,8.61,
