ISU Four Continents Figure Skating Championships,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
1 Satoko MIYAHARA JPN  17  64.84  35.81,,,29.03,0.00,
"# Executed Base GOE The Judges Panel",,,,Ref Scores,
Elements Value (in random order),,,,of Panel,
1 3Lz+3T  10.10  0.40 1 0 2 0 1 1 0,,,0 1,10.50,
2 CCoSp3p4  3.50  0.43 1 0 1 0 1 1 2,,,2 0,3.93,
3 FCSp4  3.20  0.43 1 0 0 1 1 1 1,,,1 1,3.63,
4 3F  5.83 x  0.30 0 0 1 0 1 1 0,,,0 1,6.13,
Info,,,Info,,Info
5 2A  3.63 x  0.21 0 0 0 1 1 1 0,,,0 1,3.84,
6 StSq3  3.30  0.64 1 1 1 0 2 2 2,,,1 1,3.94,
7 LSp4  2.70  1.14 2 2 2 1 3 3 2,,,2 3,3.84,
32.26,,,,35.81,
Program Components Factor,,,,,
Skating Skills  0.80 7.75 6.50 7.50 6.75 7.75 7.25 6.75,,,7.25 7.50,7.25,
Transition / Linking Footwork  0.80 7.50 6.25 7.25 6.25 7.25 7.00 7.25,,,7.25 7.50,7.11,
Performance / Execution  0.80 7.50 6.00 7.50 7.00 7.50 7.25 7.50,,,7.25 7.75,7.36,
Choreography / Composition  0.80 7.75 6.75 7.75 6.50 7.50 7.50 7.25,,,7.50 7.75,7.43,
Interpretation  0.80 7.75 6.00 7.50 6.25 7.00 7.50 6.75,,,7.25 7.75,7.14,
Judges Total Program Component Score (factored),,,,29.03,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
2 Gracie GOLD USA  16  62.67  32.53,,,30.14,0.00,
"# Executed Base GOE The Judges Panel",,,,Ref Scores,
Elements Value (in random order),,,,of Panel,
1 3Lz+3T  10.10 -0.70 -1 -1 -1 -1 -1 -1 -1,,,-1 -2,9.40,
2 LSp4  2.70  0.86 2 2 2 1 2 2 1,,,2 1,3.56,
3 FCSp4  3.20  0.57 2 1 1 1 1 1 1,,,2 0,3.77,
4 3Lo  5.61 x  0.50 0 1 1 0 1 -1 1,,,1 1,6.11,
5 1A* *  0.00 x  0.00 - - - - - - -,,,- -,0.00,
6 StSq4  3.90  1.50 2 3 2 2 2 1 2,,,3 2,5.40,
7 CCoSp3p4  3.50  0.79 2 2 2 1 2 1 1,,,2 1,4.29,
29.01,,,,32.53,
Program Components Factor,,,,,
Skating Skills  0.80 7.50 7.50 7.75 7.75 7.75 6.75 7.75,,,8.25 7.50,7.64,
Transition / Linking Footwork  0.80 7.25 7.25 7.50 7.50 7.50 6.75 7.25,,,7.50 7.00,7.32,
Performance / Execution  0.80 7.00 7.50 8.00 7.25 8.00 6.50 7.75,,,7.75 6.75,7.43,
Choreography / Composition  0.80 7.75 7.75 7.50 7.75 8.00 6.75 7.75,,,7.75 7.00,7.61,
Interpretation  0.80 7.50 7.25 8.25 7.75 8.00 6.75 8.00,,,8.00 7.25,7.68,
Judges Total Program Component Score (factored),,,,30.14,
Deductions:,,,,0.00,
"*  Invalid elementx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
3 Rika HONGO JPN  18  61.28  33.31,,,27.97,0.00,
"# Executed Base GOE The Judges Panel",,,,Ref Scores,
Elements Value (in random order),,,,of Panel,
1 3T+3T  8.20  1.00 1 2 1 2 2 2 1,,,1 1,9.20,
