ISU Four Continents Figure Skating Championships,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
1 Polina EDMUNDS USA  16  122.99  63.83,,,59.16,0.00,
"# Executed Base GOE The Judges Panel",,,,Ref Scores,
Elements Value (in random order),,,,of Panel,
1 3Lz+3T  10.10  1.10 2 2 1 2 2 2,1,,1 1,11.20,
2 3Fe+1Lo+3S e  8.40 -1.00 -1 -1 -2 -2 -1 -1,-1,,-2 -2,7.40,
3 StSq3  3.30  0.71 3 1 2 2 1 2,1,,1 1,4.01,
4 CCoSp3p4  3.50  0.64 2 1 1 2 1 2,1,,1 1,4.14,
"",,,Info,,Info
5 2A  3.63 x  0.43 1 1 0 2 1 1,0,,1 1,4.06,
6 3Lz  6.60 x  0.40 -1 0 1 1 1 1,0,,0 1,7.00,
7 3F !  5.83 x -0.60 -1 -1 -1 -1 0 0,-1,,-1 -1,5.23,
8 FSSp4  3.00  0.57 2 0 2 1 1 1,1,,1 1,3.57,
9 3Lo+2T  7.04 x  0.20 1 0 1 0 0 0,1,,0 0,7.24,
10 ChSq1  2.00  0.60 1 1 1 1 1 2,0,,1 0,2.60,
11 2A  3.63 x  0.21 0 0 0 1 0 1,1,,0 1,3.84,
12 LSp3  2.40  1.14 3 2 3 3 2 3,1,,2 1,3.54,
59.43,,,,63.83,
Program Components Factor,,,,,
Skating Skills  1.60 7.75 7.00 6.75 7.75 7.50 7.50,7.00,,7.50 7.25,7.36,
Transition / Linking Footwork  1.60 7.25 6.75 7.50 7.75 7.25 7.00,6.50,,7.25 6.75,7.11,
Performance / Execution  1.60 8.50 7.00 7.50 8.50 7.50 7.50,7.25,,7.50 7.25,7.57,
Choreography / Composition  1.60 7.50 7.25 7.25 8.00 7.50 7.75,7.00,,7.75 7.00,7.43,
Interpretation  1.60 8.50 7.00 7.75 8.00 7.25 7.75,7.25,,7.50 6.75,7.50,
Judges Total Program Component Score (factored),,,,59.16,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1e  Wrong edge  !  Not clear edge",,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
2 Satoko MIYAHARA JPN  17  116.75  61.05,,,56.70,-1.00,
"# Executed Base GOE The Judges Panel",,,,Ref Scores,
Elements Value (in random order),,,,of Panel,
1 3Lz+2T+2Lo  9.10 -0.80 -1 -1 -2 -2 0 -1,-1,,-1 -1,8.30,
2 3F  5.30 -1.10 -2 -2 -2 -2 -1 -2,-1,,-1 -1,4.20,
3 3Lo  5.10  0.40 1 0 0 1 1 1,1,,0 0,5.50,
4 StSq3  3.30  0.50 1 1 1 1 2 1,1,,0 1,3.80,
5 FSSp4  3.00  0.50 1 1 2 0 2 1,1,,0 1,3.50,
6 3Lz< <  4.62 x -2.10 -3 -3 -3 -3 -3 -3,-3,,-3 -3,2.52,
7 2A+3T  8.14 x  0.70 1 1 1 1 1 2,1,,0 1,8.84,
8 LSp4  2.70  0.93 2 2 2 2 2 2,3,,1 1,3.63,
9 3S  4.62 x  0.30 0 1 0 0 1 1,1,,0 0,4.92,
10 ChSq1  2.00  0.90 0 1 2 1 2 1,2,,1 1,2.90,
11 2A+3T  8.14 x  0.80 1 1 1 1 2 2,1,,1 1,8.94,
12 CCoSp3p4  3.50  0.50 1 1 2 0 2 1,0,,0 2,4.00,
59.52,,,,61.05,
Program Components Factor,,,,,
Skating Skills  1.60 7.25 7.50 7.00 7.25 7.25 7.50,7.50,,6.00 7.25,7.29,
