ISU Grand Prix of Figure Skating Final 2016,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
1 Tessa VIRTUE / Scott MOIR CAN  6  116.72,58.58,58.14,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 JI7n fo,J8 J9 Ref,,Info
Elements Value,,,Panel,
1 StaLi4  4.50  1.80 3 3 3 3 3,3 3,3 3,6.30,
2 STw4  6.60  1.37 3 2 2 2 3,3 1,2 2,7.97,
3 CiSt3  7.10  2.83 3 3 3 3 3,2 2,2 2,9.93,
4 RoLi4  4.50  1.63 2 2 3 3 3,3 2,3 3,6.13,
5 CoSp4  5.60  1.29 2 2 2 3 2,3 2,2 2,6.89,
6 DiSt3  7.10  2.83 3 2 3 2 3,2 2,3 3,9.93,
7 ChTw1  0.70  1.80 2 2 3 2 3,3 3,3 2,2.50,
8 SlLi4  4.50  1.63 2 2 2 3 3,3 3,3 3,6.13,
9 ChLi1  0.70  2.10 3 3 3 3 2,3 3,3 3,2.80,
41.30,,,58.58,
Program Components Factor,,,,
Skating Skills  1.20  9.50  9.50  9.75  9.75  9.50,9.75  9.25,9.50  9.50,9.57,
Transitions  1.20  9.50  9.75  9.50  9.75  9.75,9.50  9.25,9.50  9.50,9.57,
Performance  1.20  10.00  9.50  9.50  10.00  10.00,9.75  9.25,9.75  9.50,9.71,
Composition  1.20  9.75  9.75  9.75  9.75  10.00,9.75  9.50,9.50  10.00,9.75,
Interpretation of the Music / Timing  1.20  10.00  10.00  9.75  10.00  10.00,9.75  9.75,9.75  9.50,9.86,
Judges Total Program Component Score (factored),,,58.14,
Deductions,,,0.00,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
2 Gabriella PAPADAKIS / Guillaume CIZERON FRA  4  114.95,57.34,57.61,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,J8 J9 Ref,,
Elements Value,,,Panel,
1 SlLi4  4.50  1.80 3 3 3 3 3,3 3,3 3,6.30,
2 STw3  5.60  1.63 3 3 3 3 2,3 2,3 2,7.23,
3 CiSt3  7.10  2.67 2 3 3 2 2,2 3,3 2,9.77,
4 CuLi4  4.50  1.54 3 2 2 2 3,2 3,3 3,6.04,
5 CoSp4  5.60  1.37 2 2 2 2 2,3 2,3 3,6.97,
6 RoLi4  4.50  1.80 3 3 3 3 3,3 3,3 3,6.30,
7 ChTw1  0.70  1.80 2 3 3 2 2,2 3,3 3,2.50,
8 DiSt3  7.10  2.83 2 2 3 2 3,2 3,3 3,9.93,
9 ChLi1  0.70  1.60 2 2 2 2 2,2 3,3 3,2.30,
40.30,,,57.34,
Program Components Factor,,,,
Skating Skills  1.20  9.25  10.00  9.50  9.50  9.25,9.50  9.75,9.75  9.50,9.54,
Transitions  1.20  9.25  9.25  9.25  9.50  9.25,9.25  9.50,10.00  9.50,9.36,
Performance  1.20  9.50  9.75  9.50  9.75  9.50,9.75  10.00,9.75  10.00,9.71,
Composition  1.20  9.50  9.75  9.75  9.25  9.50,9.50  9.75,9.75  9.50,9.61,
Interpretation of the Music / Timing  1.20  9.50  9.75  9.50  9.75  9.75,9.75  10.00,10.00  10.00,9.79,
Judges Total Program Component Score (factored),,,57.61,
Deductions,,,0.00,
ISU Grand Prix of Figure Skating Final 2016,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
