ISU GP Skate Canada International 2014,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Takahito MURA JPN  10,173.24  91.74,,81.50,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 4T  10.30  1.86 2 2 2,2 2 2 1,,1 2,12.16,
2 4T+3T  14.40  1.57 2 1 1,2 2 2 1,,0 3,15.97,
3 3A  8.50  1.86 2 2 2,2 2 2 1,,1 2,10.36,
4 FSSp3  2.60  0.50 1 1 1,1 1 1 2,,1 1,3.10,
"",Info,,,,Info
5 StSq3  3.30  0.64 2 1 2,1 2 1 1,,1 1,3.94,
6 3Lo  5.61 x  0.50 1 0 1,1 1 0 0,,1 2,6.11,
7 3A+2T  10.78 x  1.71 2 2 1,2 2 2 0,,1 2,12.49,
8 3F !  5.83 x  0.00 0 -1 0,-1 1 1 0,,-1 1,5.83,
9 CCSp1  2.00  0.07 0 0 1,0 0 0 0,,0 1,2.07,
10 3S+1Lo+2S  6.60 x  0.10 1 0 0,0 0 0 0,,0 1,6.70,
11 ChSq1  2.00  0.70 2 1 1,0 2 1 0,,1 1,2.70,
12 3Lz  6.60 x  1.00 1 1 2,2 2 1 1,,0 2,7.60,
13 CCoSp3p2  2.50  0.21 0 1 1,0 0 1 0,,-1 1,2.71,
81.02,,,,91.74,
Program Components Factor,,,,,
Skating Skills  2.00 8.75 8.00 8.50,8.50 8.00 8.50 7.75,,8.00 9.00,8.32,
Transition / Linking Footwork  2.00 7.00 7.75 7.50,8.25 7.75 8.00 7.25,,7.75 8.50,7.75,
Performance / Execution  2.00 8.50 8.25 8.50,8.50 8.50 8.25 7.50,,8.00 9.25,8.36,
Choreography / Composition  2.00 8.00 8.25 8.00,8.50 8.25 8.00 7.50,,7.75 8.50,8.11,
Interpretation  2.00 8.25 8.25 8.25,8.50 8.25 8.00 6.75,,8.00 8.75,8.21,
Judges Total Program Component Score (factored),,,,81.50,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1!  Not clear edge",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Javier FERNANDEZ ESP  11,158.51  75.73,,83.78,-1.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 4T  10.30 -0.57 -1 0 -1,0 -1 0 0,,-1 -1,9.73,
2 4S  10.50 -1.86 -2 -1 -2,-2 -2 -2 -1,,-2 -2,8.64,
3 3A  8.50  0.00 -1 0 0,1 0 -1 1,,0 0,8.50,
4 CSSp4  3.00  0.43 1 0 1,2 1 1 0,,1 1,3.43,
5 StSq4  3.90  1.00 1 2 2,2 1 2 1,,1 1,4.90,
6 4S+REP  8.09 x -3.00 -3 -3 -3,-3 -3 -2 -3,,-3 -3,5.09,
7 3F+1Lo<+3S !  10.89 x -0.70 -2 -1 -2,0 -2 0 0,,-2 0,10.19,
8 2Lo  1.98 x  0.00 0 0 0,1 0 0 0,,0 0,1.98,
9 3Lz+2T  8.03 x -0.20 -1 -1 0,1 0 -1 0,,0 0,7.83,
10 3T  4.51 x  0.40 0 1 1,1 1 0 1,,0 0,4.91,
11 CCoSp3p3  3.00  0.64 1 2 1,2 1 1 2,,1 1,3.64,
12 ChSq1  2.00  1.10 1 1 2,2 2 2 1,,1 2,3.10,
13 FCCoSp3p4  3.50  0.29 0 1 1,1 1 0 1,,0 0,3.79,
78.20,,,,75.73,
Program Components Factor,,,,,
