SBS ISU Grand Prix and Junior Grand Prix Final,,,,,
SENIOR LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
1 Yu-Na KIM KOR  65.94  35.50,,,30.44,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 3F+3T  9.50  2.00 2 2 2 2 2 2 2 2,,1,- - -,11.50,
2 1Lz  0.60 -0.30 -3 -3 -3 -3 -3 -3 -3 In-f3o,,-3,- - -,0.30,Info
3 SpSq3  3.10  0.80 1 1 2 2 1 2 1 1,,2,- - -,3.90,
4 2A  3.50  1.20 1 2 1 2 1 2 1 1,,1,- - -,4.70,
5 LSp4  2.70  0.70 1 2 1 1 2 2 1 2,,2,- - -,3.40,
6 FSSp4  3.00  0.40 1 1 0 1 1 1 0 1,,1,- - -,3.40,
7 SlSt3  3.30  0.70 2 1 1 2 1 1 1 1,,2,- - -,4.00,
8 CCoSp4  3.50  0.80 2 1 2 1 1 2 1 1,,2,- - -,4.30,
29.20,,,,35.50,
Program Components Factor,,,,,
Skating Skills  0.80 7.75 7.75 7.75 7.75 7.75 8.00 7.50 7.75,,8.25,- - -,7.80,
Transition / Linking Footwork  0.80 6.00 7.50 7.25 7.50 7.25 7.50 7.00 6.50,,8.00,- - -,7.30,
Performance / Execution  0.80 7.50 7.25 7.50 8.00 7.75 7.75 7.25 7.25,,7.75,- - -,7.65,
Choreography / Composition  0.80 6.75 7.50 7.75 7.75 7.50 7.75 7.50 6.75,,8.00,- - -,7.65,
Interpretation  0.80 7.00 7.25 7.50 7.75 7.75 7.75 7.50 7.50,,8.00,- - -,7.65,
Judges Total Program Component Score (factored),,,,30.44,
Deductions:,,,,0.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long) <  Downgraded jump",,,,,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
2 Mao ASADA JPN  65.38  35.70,,,29.68,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 3F+3Lo< <  7.00 -1.80 -2 -2 -1 -2 -2 -1 -2 -2,,-2,- - -,5.20,
2 3Lz  6.00  0.80 -1 1 1 1 1 0 1 1,,1,- - -,6.80,
3 SpSq4  3.40  1.40 2 1 1 2 0 2 0 0,,2,- - -,4.80,
4 FSSp4  3.00  0.20 1 1 0 1 0 0 0 0,,1,- - -,3.20,
5 2A  3.50  1.00 2 1 1 1 1 1 1 2,,1,- - -,4.50,
6 CiSt3  3.30  0.60 2 0 1 1 1 1 1 1,,2,- - -,3.90,
7 CCoSp4  3.50  0.50 1 1 1 1 0 1 1 1,,1,- - -,4.00,
8 LSp3  2.40  0.90 2 2 2 1 2 2 1 1,,2,- - -,3.30,
32.10,,,,35.70,
Program Components Factor,,,,,
Skating Skills  0.80 7.75 7.50 7.75 7.25 7.50 7.75 7.50 7.50,,8.00,- - -,7.65,
Transition / Linking Footwork  0.80 6.00 7.25 7.25 7.50 7.00 7.25 6.50 7.00,,7.75,- - -,7.10,
Performance / Execution  0.80 7.50 7.50 7.75 7.25 7.25 7.50 7.25 7.50,,8.25,- - -,7.45,
Choreography / Composition  0.80 6.75 7.50 7.75 7.50 7.50 7.75 7.25 7.50,,8.00,- - -,7.55,
Interpretation  0.80 7.50 7.25 7.50 7.00 7.25 7.50 7.00 7.75,,8.00,- - -,7.35,
Judges Total Program Component Score (factored),,,,29.68,
Deductions:,,,,0.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long) <  Downgraded jump",,,,,
SBS ISU Grand Prix and Junior Grand Prix Final,,,,
SENIOR LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
Total Total,,Total,Total,
NOC Segment Element,,Program  Component,Deductions,
Rank Name,,,,
Code Score Score,,Score (factored),,
"= +",,+,-,
3 Yukari NAKANO JPN  62.08  34.20,,27.88,0.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 3F+2T !  6.80 -0.80 -1 -1 0 -1 0 -1 -1 -2,,-1 - - -,6.00,
2 3Lz  6.00 -0.80 -1 -1 -1 -1 -1 0 -1 In-f1o,,0 - - -,5.20,Info
3 LSp3  2.40  0.50 1 1 1 1 1 1 1 1,,1 - - -,2.90,
4 SpSq4  3.40  1.00 1 0 1 0 1 1 1 0,,1 - - -,4.40,
5 2A  3.50  0.60 1 1 0 1 1 0 0 2,,1 - - -,4.10,
6 CCoSp4  3.50  0.60 2 1 1 0 1 1 1 1,,2 - - -,4.10,
7 CiSt3  3.30  0.20 1 0 0 0 0 0 1 0,,1 - - -,3.50,
8 FCSp4  3.20  0.80 1 2 2 2 1 1 2 2,,2 - - -,4.00,
32.10,,,34.20,
Program Components Factor,,,,
Skating Skills  0.80 7.25 7.00 7.25 7.00 7.25 7.25 6.75 6.50,,7.00 - - -,7.15,
Transition / Linking Footwork  0.80 6.75 6.50 6.50 6.75 6.75 6.75 6.50 6.00,,6.75 - - -,6.70,
Performance / Execution  0.80 7.00 6.75 7.00 7.00 7.00 7.00 7.00 6.50,,7.00 - - -,7.00,
Choreography / Composition  0.80 6.75 6.75 7.00 7.00 7.25 7.25 7.00 6.50,,7.00 - - -,7.05,
Interpretation  0.80 6.75 6.50 6.75 6.75 7.25 7.00 7.25 6.75,,7.00 - - -,6.95,
Judges Total Program Component Score (factored),,,27.88,
Deductions:,,,0.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long) <  Downgraded jump",,,,
Total Total,,Total,Total,
NOC Segment Element,,Program  Component,Deductions,
Rank Name,,,,
Code Score Score,,Score (factored),,
"= +",,+,-,
4 Carolina KOSTNER ITA  55.88  28.80,,28.08,1.00,
"# Executed Base GOE The Judges Panel",,,Scores,
Elements Value (in random order),,,of Panel,
1 3F+COMBO  5.50 -3.00 -3 -3 -3 -3 -3 -3 -3 -3,,-3 - - -,2.50,
2 3Lz  6.00 -0.60 -1 1 -1 0 0 -1 -1 -2,,0 - - -,5.40,
3 LSp2  1.90  0.00 0 0 0 0 0 0 0 0,,1 - - -,1.90,
4 SpSq4  3.40  1.00 1 2 1 1 1 1 1 1,,2 - - -,4.40,
5 2A  3.50  0.40 0 1 0 2 1 1 0 0,,0 - - -,3.90,
6 FSSp4  3.00  0.20 1 0 0 1 1 0 0 0,,-1 - - -,3.20,
7 CCoSp4  3.50  0.10 -2 0 1 1 0 0 0 -1,,0 - - -,3.60,
8 SlSt3  3.30  0.60 2 0 1 2 1 0 1 0,,1 - - -,3.90,
30.10,,,28.80,
Program Components Factor,,,,
Skating Skills  0.80 6.00 7.25 7.25 7.50 7.50 7.25 7.00 7.00,,7.50 - - -,7.30,
Transition / Linking Footwork  0.80 6.00 7.00 6.75 7.25 7.25 6.50 6.50 5.50,,6.75 - - -,6.75,
Performance / Execution  0.80 7.00 6.75 7.00 7.50 7.50 6.75 6.75 6.25,,7.00 - - -,7.05,
Choreography / Composition  0.80 6.75 7.00 7.25 7.00 7.50 7.00 6.75 6.00,,6.75 - - -,6.95,
Interpretation  0.80 7.25 7.25 7.00 7.50 7.25 6.75 6.75 6.00,,7.00 - - -,7.05,
Judges Total Program Component Score (factored),,,28.08,
Deductions: Falls: -1.00,,,-1.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long) <  Downgraded jump",,,,
SBS ISU Grand Prix and Junior Grand Prix Final,,,,
SENIOR LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
Total Total,,Total,Total,
NOC Segment Element,,Program  Component,Deductions,
Rank Name,,,,
Code Score Score,,Score (factored),,
"= +",,+,-,
