SBS ISU Grand Prix and Junior Grand Prix Final,,,,,
SENIOR MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
1 Takahiko KOZUKA JPN  83.90  47.00,,,36.90,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 3Lz+3T  10.00  1.60 1 2 2 2 1 2 2 0,,1,- - -,11.60,
2 3A  8.20  1.40 2 1 1 1 1 2 2 In2fo,,1,- - -,9.60,Info
3 FSSp4  3.00  0.60 1 2 2 1 1 1 1 1,,1,- - -,3.60,
4 3F  5.50  1.00 1 2 1 0 1 1 1 1,,1,- - -,6.50,
5 SlSt3  3.30  0.70 1 1 2 0 1 1 2 1,,2,- - -,4.00,
6 CiSt3  3.30  0.50 0 1 2 0 1 1 1 1,,1,- - -,3.80,
7 CSSp4  3.00  0.50 0 1 1 1 1 1 1 1,,1,- - -,3.50,
8 CCoSp4  3.50  0.90 1 2 2 1 2 2 1 2,,2,- - -,4.40,
39.80,,,,47.00,
Program Components Factor,,,,,
Skating Skills  1.00 6.75 7.75 8.25 7.00 7.50 8.25 7.75 7.50,,7.75,- - -,7.80,
Transition / Linking Footwork  1.00 6.50 7.25 8.00 6.75 6.75 7.50 7.00 7.25,,7.50,- - -,7.20,
Performance / Execution  1.00 7.00 7.25 8.00 6.75 6.50 7.25 7.75 7.75,,7.25,- - -,7.30,
Choreography / Composition  1.00 6.75 7.50 8.00 7.00 7.25 7.75 7.00 7.50,,7.50,- - -,7.40,
Interpretation  1.00 6.75 7.25 8.00 6.75 7.00 7.50 7.00 7.25,,7.25,- - -,7.20,
Judges Total Program Component Score (factored),,,,36.90,
Deductions:,,,,0.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long) <  Downgraded jump",,,,,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
2 Jeremy ABBOTT USA  78.26  42.46,,,35.80,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 3F+3T  9.50  0.20 1 0 1 0 0 0 0 0,,0,- - -,9.70,
2 3A  8.20  1.40 1 1 1 2 2 2 2 1,,1,- - -,9.60,
3 CCoSp4  3.50  0.80 1 2 1 1 2 2 1 1,,2,- - -,4.30,
4 3Lz  6.00  0.20 1 0 -1 0 0 0 1 0,,0,- - -,6.20,
5 FSSp3  2.60 -0.24 -2 -1 -1 1 0 -1 0 -1,,-1,- - -,2.36,
6 CiSt3  3.30  0.50 1 1 1 0 1 2 1 1,,1,- - -,3.80,
7 SlSt3  3.30  0.40 0 0 1 0 1 1 1 1,,1,- - -,3.70,
8 CSSp3  2.60  0.20 0 0 1 1 1 0 0 1,,2,- - -,2.80,
39.00,,,,42.46,
Program Components Factor,,,,,
Skating Skills  1.00 7.00 6.75 7.50 6.75 6.75 7.75 7.00 7.00,,7.25,- - -,7.10,
Transition / Linking Footwork  1.00 7.00 6.50 7.50 6.50 6.25 8.00 6.75 6.75,,7.00,- - -,6.95,
Performance / Execution  1.00 7.25 7.00 7.50 6.75 7.25 7.25 7.00 7.25,,7.25,- - -,7.20,
Choreography / Composition  1.00 7.00 7.00 7.50 6.50 7.00 8.00 7.00 7.25,,7.25,- - -,7.15,
Interpretation  1.00 7.25 7.25 7.75 6.75 7.25 7.75 7.25 7.50,,7.50,- - -,7.40,
Judges Total Program Component Score (factored),,,,35.80,
Deductions:,,,,0.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long) <  Downgraded jump",,,,,
SBS ISU Grand Prix and Junior Grand Prix Final,,,,,
SENIOR MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
3 Brian JOUBERT FRA  74.55  39.80,,,35.75,1.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
