ISU Four Continents Championships 2014,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Kanako MURAKAMI JPN  15,64.73  35.64,,29.09,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3T+3T  8.20  1.50 2 2 2,2 3 2 2,,2 3,9.70,
2 CCoSp4  3.50  0.57 1 1 1,2 1 1 2,,1 1,4.07,
3 FSSp4  3.00  0.21 0 0 0,1 0 1 1,,0 1,3.21,
4 3F  5.83 x  0.30 0 0 -1,1 0 0 1,,1 1,6.13,
Info,,,Info,,Info
5 2A  3.63 x  0.36 0 0 1,-1 1 0 2,,1 2,3.99,
6 StSq4  3.90  1.30 2 2 1,2 3 1 2,,2 2,5.20,
7 LSp4  2.70  0.64 1 2 1,1 1 1 2,,0 2,3.34,
30.76,,,,35.64,
Program Components Factor,,,,,
Skating Skills  0.80 7.00 7.25 7.50,7.75 7.75 7.50 7.50,,8.00 7.75,7.57,
Transition / Linking Footwork  0.80 6.50 7.00 6.75,7.00 7.75 7.00 7.25,,7.25 6.25,6.96,
Performance / Execution  0.80 7.00 7.00 6.75,7.75 8.25 7.50 7.25,,7.75 7.25,7.36,
Choreography / Composition  0.80 6.75 6.50 7.25,7.25 8.00 7.25 7.00,,7.75 7.50,7.25,
Interpretation  0.80 6.75 6.75 7.00,7.75 8.25 7.25 7.50,,7.50 6.75,7.21,
Judges Total Program Component Score (factored),,,,29.09,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Zijun LI CHN  20,62.84  35.81,,27.03,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3F+3T  9.40  1.10 1 1 2,2 1 2 2,,1 2,10.50,
2 3Lz e  6.00 -0.70 -2 -1 -1,-1 -1 0 -1,,-1 -1,5.30,
3 FCSp4  3.20  0.50 1 2 1,0 0 1 2,,1 1,3.70,
4 CCoSp4  3.50  0.29 1 1 0,0 0 0 2,,1 1,3.79,
5 2A  3.63 x  0.79 2 1 2,1 1 2 2,,1 2,4.42,
6 StSq4  3.90  0.80 1 1 2,0 1 1 1,,1 2,4.70,
7 LSp3  2.40  1.00 2 3 2,2 2 2 3,,1 1,3.40,
32.03,,,,35.81,
Program Components Factor,,,,,
Skating Skills  0.80 6.75 7.25 7.00,6.50 6.75 6.50 6.75,,7.25 6.75,6.82,
Transition / Linking Footwork  0.80 6.25 6.50 7.00,5.25 6.50 6.25 6.00,,7.00 6.50,6.43,
Performance / Execution  0.80 7.00 7.00 7.25,6.75 6.50 7.50 6.50,,7.25 6.75,6.93,
Choreography / Composition  0.80 6.75 7.25 7.00,6.50 6.25 6.50 6.75,,7.50 6.75,6.79,
Interpretation  0.80 7.00 7.00 7.25,6.50 6.50 6.75 6.50,,7.25 6.75,6.82,
Judges Total Program Component Score (factored),,,,27.03,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
3 Haruka IMAI JPN  21,62.72  34.69,,28.03,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 2A  3.30  0.79 1 1 1,2 3 1 1,,3 2,4.09,
