"",,PACIFIC COLISEUM FIGURE SKATING,,,
"",,PACIFIC COLISEUM PATINAGE ARTISTIQUE,,,
"",,LADIES,,,
"",,DAMES,,,
"",,FREE SKATING,,,
"",,PROGRAMME LIBRE,,,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,,,
"",,THU 25 FEB 2010 / JEU 25 FÉV 2010,,,
"",,Total Total,Total,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number Score Score Score (factored),,,
1,KIM Yu-Na,KOR In2f1o 150.06 78.30,71.76,0.00,Info
"# Executed",,Base GOE The Judges Panel,,Scores,
Elements,,Value (in random order),,of Panel,
1 3Lz+3T,,10.00 2.00 2 2 2 3 2 2 0 2 2,,12.00,
2 3F,,5.50 1.80 2 2 2 2 2 2 1 1 2,,7.30,
3 2A+2T+2Lo,,6.30 1.40 1 1 1 2 1 2 2 2 1,,7.70,
4 FCoSp4,,3.00 0.80 1 1 1 2 1 1 2 2 2,,3.80,
5 SpSq4,,3.40 2.00 2 2 2 2 2 2 3 2 2,,5.40,
6 2A+3T,,7.50 2.00 2 2 2 3 2 2 2 2 2,,9.50,
7 3S,,4.95 x 1.40 1 0 1 2 1 1 1 2 2,,6.35,
8 3Lz,,6.60 x 2.00 2 3 2 3 2 2 2 1 2,,8.60,
9 SlSt3,,3.30 1.00 2 2 2 2 2 2 3 2 2,,4.30,
10 2A,,3.85 x 1.40 1 1 1 2 2 1 2 1 1,,5.25,
11 FSSp4,,3.00 0.60 1 1 1 1 1 1 2 2 1,,3.60,
12 CCoSp4,,3.50 1.00 1 2 2 2 2 2 3 2 2,,4.50,
"",,60.90,,78.30,
Program Components,,Factor,,,
Skating Skills,,1.60 8.75 9.00 9.00 9.50 8.75 9.00 9.25 9.25 9.00,,9.05,
Transitions / Linking Footwork,,1.60 8.25 8.00 8.50 8.50 9.00 8.50 9.00 8.50 8.50,,8.60,
Performance / Execution,,1.60 8.75 9.50 9.25 9.25 9.00 9.25 9.25 9.25 9.00,,9.15,
Choreography / Composition,,1.60 8.75 9.00 9.00 9.50 8.75 8.75 9.25 9.00 8.75,,8.95,
Interpretation,,1.60 8.75 9.25 9.25 9.25 8.75 8.75 9.50 9.25 9.00,,9.10,
Judges Total Program Component Score (factored),,,,71.76,
Deductions:,,,,0.00,
"",,Total Total,Total,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number Score Score Score (factored),,,
2,ASADA Mao,JPN 22 131.72 64.68,67.04,0.00,
"# Executed",,Base GOE The Judges Panel,,Scores,
Elements,,Value (in random order),,of Panel,
1 3A,,8.20 0.80 1 0 1 1 1 1 2 1 0,,9.00,
2 3A+2T,,9.50 0.20 0 1 0 0 0 1 1 -2 0,,9.70,
3 3F+2Lo,,7.00 0.60 1 -1 0 1 1 1 1 0 0,,7.60,
4 FSSp4,,3.00 0.80 1 2 1 2 2 1 2 1 1,,3.80,
5 SpSq4,,3.40 2.60 3 3 3 2 3 1 2 2 0,,6.00,
6 3Lo,,5.50 x 0.60 0 1 1 1 1 1 0 0 0,,6.10,
7 3F<+2Lo+2Lo,,< 5.17 x -0.48 -2 -2 -2 -1 -1 -3 -1 -2 -2,,4.69,
8 1T,,0.44 x 0.00 0 0 0 0 0 0 0 0 0,,0.44,
