"",,PACIFIC COLISEUM FIGURE SKATING,,,
"",,PACIFIC COLISEUM PATINAGE ARTISTIQUE,,,
"",,ICE DANCE,,,
"",,DANSE SUR GLACE,,,
"",,FREE DANCE,,,
"",,DANSE LIBRE,,,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,,,
"",,MON 22 FEB 2010 / LUN 22 FÉV 2010,,,
"",,Total Total,Total,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number Score Score Score (factored),,,
1,VIRTUE Tessa / MOIR Scott,CAN 21 Inf1o10.42 53.10,57.32,0.00,Info
"# Executed",,Base GOE The Judges Panel,,Scores,
Elements,,Value (in random order),,of Panel,
1 CuLi4+RoLi4,,8.00 1.50 3 3 3 3 3 3 3 3 3,,9.50,
2 CoSp4,,4.70 1.10 2 3 2 2 2 2 2 3 3,,5.80,
3 CiSt3,,7.20 2.00 2 3 2 2 1 2 2 2 2,,9.20,
4 STw4,,5.50 1.50 3 3 3 3 3 3 2 3 3,,7.00,
5 SlLi4,,5.00 1.50 3 3 3 3 3 3 3 3 3,,6.50,
6 DiSt3,,6.20 2.40 3 3 3 2 2 3 2 2 2,,8.60,
7 RoLi4,,5.00 1.50 3 3 3 3 3 3 3 3 3,,6.50,
8 Sp+TRANS,,0.00 0.00 - - - - - - - - -,,0.00,
9 Li+TRANS,,0.00 0.00 - - - - - - - - -,,0.00,
"",,41.60,,53.10,
Program Components,,Factor,,,
Skating Skills,,1.25 9.50 9.75 9.25 9.50 9.50 9.50 9.25 9.75 9.50,,9.50,
Transitions / Linking Footwork / Movement,,1.75 9.50 9.50 9.00 9.50 9.25 9.50 9.00 9.75 9.50,,9.45,
Performance / Execution,,1.00 9.50 9.75 9.25 9.50 9.50 9.50 9.00 10.00 10.00,,9.60,
Composition / Choreography,,1.00 9.50 9.50 9.00 9.75 9.50 9.50 9.50 9.75 9.75,,9.60,
Interpretation / Timing,,1.00 9.75 9.75 9.50 9.75 9.50 9.50 9.50 10.00 10.00,,9.70,
Judges Total Program Component Score (factored),,,,57.32,
Deductions:,,,,0.00,
"",,Total Total,Total,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number Score Score Score (factored),,,
2,DAVIS Meryl / WHITE Charlie,USA 19 107.19 52.80,55.39,-1.00,
"# Executed",,Base GOE The Judges Panel,,Scores,
Elements,,Value (in random order),,of Panel,
1 CoSp4,,4.70 1.40 3 3 3 2 3 3 2 3 3,,6.10,
2 SlLi4+RoLi4,,8.00 1.40 3 2 2 3 3 2 2 3 3,,9.40,
3 CiSt3,,7.20 2.00 2 2 2 2 2 2 2 3 2,,9.20,
4 SlLi4,,5.00 1.50 3 3 3 3 2 2 3 3 3,,6.50,
5 STw4,,5.50 1.40 3 3 2 2 3 3 2 3 3,,6.90,
6 DiSt3,,6.20 2.00 2 2 2 2 2 2 1 2 3,,8.20,
7 RoLi4,,5.00 1.50 3 2 3 3 3 3 3 3 3,,6.50,
8 Li+TRANS,,0.00 0.00 - - - - - - - - -,,0.00,
"",,41.60,,52.80,
Program Components,,Factor,,,
Skating Skills,,1.25 9.00 8.75 9.25 9.50 9.50 9.00 9.00 9.25 9.00,,9.15,
Transitions / Linking Footwork / Movement,,1.75 8.75 8.75 9.50 9.75 9.00 8.75 8.75 9.50 9.00,,9.00,
