"",,PACIFIC COLISEUM FIGURE SKATING,,,
"",,PACIFIC COLISEUM PATINAGE ARTISTIQUE,,,
"",,MEN,,,
"",,HOMMES,,,
"",,FREE SKATING,,,
"",,PROGRAMME LIBRE,,,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,,,
"",,THU 18 FEB 2010 / JEU 18 FÉV 2010,,,
"",,Total Total,Total,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number Score Score Score (factored),,,
1,LYSACEK Evan,USA Info19 167.37 84.57,82.80,0.00,Info
"# Executed",,Base GOE The Judges Panel,,Scores,
Elements,,Value (in random order),,of Panel,
1 3Lz+3T,,10.00 1.40 2 2 1 2 1 0 1 2 1,,11.40,
2 3A,,8.20 0.60 1 0 0 1 0 0 1 1 1,,8.80,
3 3S,,4.50 1.00 0 2 0 1 1 0 1 1 1,,5.50,
4 CiSt4,,3.90 1.20 2 1 1 2 1 1 1 1 2,,5.10,
5 FSSp4,,3.00 0.80 2 2 2 2 1 1 1 2 2,,3.80,
6 3A+2T,,10.45 x -0.56 -1 -1 -1 0 0 -1 0 0 -1,,9.89,
7 3Lo,,5.50 x 1.00 1 2 0 1 1 1 1 1 1,,6.50,
8 3F+2T+2Lo,,"! 9.13 x -0.40 0 -1 -1 1 0 -1 -1 0 0",,8.73,
9 3Lz,,6.60 x 1.40 1 2 1 2 1 0 1 2 1,,8.00,
10 2A,,3.85 x 0.80 1 1 0 1 0 0 1 1 1,,4.65,
11 FCSSp4,,3.00 0.50 2 1 0 2 1 0 1 1 1,,3.50,
12 SlSt3,,3.30 0.90 2 2 1 3 1 1 2 2 2,,4.20,
13 CCoSp4,,3.50 1.00 2 0 2 3 2 1 2 2 3,,4.50,
"",,74.93,,84.57,
Program Components,,Factor,,,
Skating Skills,,2.00 8.00 7.50 8.75 8.75 8.00 8.25 8.25 8.00 8.50,,8.20,
Transitions / Linking Footwork,,2.00 8.00 7.50 8.50 8.50 8.00 8.00 7.25 8.00 8.25,,7.95,
Performance / Execution,,2.00 8.75 8.75 9.00 9.25 8.50 8.00 8.00 8.75 8.50,,8.50,
Choreography / Composition,,2.00 8.50 8.25 8.75 9.00 8.00 8.25 8.00 8.50 8.75,,8.35,
Interpretation,,2.00 8.50 8.00 9.00 9.25 8.25 8.25 8.25 8.50 8.75,,8.40,
Judges Total Program Component Score (factored),,,,82.80,
Deductions:,,,,0.00,
"",,Total Total,Total,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number Score Score Score (factored),,,
2,PLUSHENKO Evgeni,RUS 24 165.51 82.71,82.80,0.00,
"# Executed",,Base GOE The Judges Panel,,Scores,
Elements,,Value (in random order),,of Panel,
1 4T+3T,,13.80 0.80 1 1 1 1 0 -1 1 1 2,,14.60,
2 3A,,8.20 -0.36 0 -1 1 0 -1 -1 -1 0 1,,7.84,
3 3A+2T,,9.50 1.00 1 2 1 1 0 0 2 1 2,,10.50,
4 3Lo,,5.00 0.60 0 0 1 1 -1 0 1 1 1,,5.60,
5 FSSp3,,2.60 0.14 0 0 2 1 -1 -1 2 0 1,,2.74,
6 3Lz,,6.00 0.60 0 1 1 1 0 0 2 0 2,,6.60,
7 CSSp4,,3.00 0.70 1 2 2 1 1 1 2 1 2,,3.70,
