"",,PACIFIC COLISEUM FIGURE SKATING,,,
"",,PACIFIC COLISEUM PATINAGE ARTISTIQUE,,,
"",,LADIES,,,
"",,DAMES,,,
"",,SHORT PROGRAM,,,
"",,PROGRAMME COURT,,,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,,,
"",,TUE 23 FEB 2010 / MAR 23 FÉV 2010,,,
"",,Total Total,Total,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number Score Score Score (factored),,,
1,KIM Yu-Na,KOR 23 In7f8o.50 44.70,33.80,0.00,Info
"# Executed",,Base GOE The Judges Panel,,Scores,
Elements,,Value (in random order),,of Panel,
1 3Lz+3T,,10.00 2.00 2 2 2 2 2 2 2 3 2,,12.00,
2 3F,,5.50 1.20 1 2 1 2 0 1 1 2 2,,6.70,
3 LSp4,,2.70 0.80 2 1 1 1 2 2 1 2 2,,3.50,
4 SpSq4,,3.40 2.00 2 1 1 2 2 2 2 2 2,,5.40,
5 2A,,3.50 1.60 2 1 1 2 1 2 2 2 1,,5.10,
6 FSSp4,,3.00 0.50 1 1 2 1 1 1 1 1 1,,3.50,
7 SlSt3,,3.30 0.70 1 1 1 1 2 1 2 2 2,,4.00,
8 CCoSp4,,3.50 1.00 2 2 2 2 3 2 2 2 1,,4.50,
"",,34.90,,44.70,
Program Components,,Factor,,,
Skating Skills,,0.80 8.50 8.50 8.00 8.50 8.75 9.00 8.50 8.50 8.75,,8.60,
Transitions / Linking Footwork,,0.80 7.75 7.75 7.50 7.75 8.00 8.50 8.00 8.25 8.00,,7.90,
Performance / Execution,,0.80 8.50 8.50 8.25 8.25 8.50 9.25 8.75 8.75 9.00,,8.60,
Choreography / Composition,,0.80 8.00 8.50 8.00 8.25 8.50 9.00 8.50 8.50 8.75,,8.40,
Interpretation,,0.80 8.50 8.50 8.00 8.50 8.75 9.25 8.75 8.75 9.25,,8.75,
Judges Total Program Component Score (factored),,,,33.80,
Deductions:,,,,0.00,
"",,Total Total,Total,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number Score Score Score (factored),,,
2,ASADA Mao,JPN 22 73.78 41.50,32.28,0.00,
"# Executed",,Base GOE The Judges Panel,,Scores,
Elements,,Value (in random order),,of Panel,
1 3A+2T,,9.50 0.60 0 0 1 1 1 1 1 2 0,,10.10,
2 3F,,5.50 0.20 -1 1 -1 1 1 1 1 1 -1,,5.70,
3 LSp4,,2.70 0.70 1 2 1 1 2 2 2 2 1,,3.40,
4 SpSq4,,3.40 2.00 2 2 2 2 2 3 2 2 2,,5.40,
5 2A,,3.50 1.60 1 1 1 2 2 2 2 2 2,,5.10,
6 FSSp4,,3.00 0.50 1 1 1 1 1 1 0 2 1,,3.50,
7 SlSt3,,3.30 1.00 2 2 2 2 2 3 2 2 2,,4.30,
8 CCoSp4,,3.50 0.50 1 1 1 1 1 2 1 1 1,,4.00,
"",,34.40,,41.50,
Program Components,,Factor,,,
Skating Skills,,0.80 8.50 8.00 8.25 8.25 8.00 8.50 8.25 9.00 7.50,,8.25,
Transitions / Linking Footwork,,0.80 7.50 7.00 7.50 7.50 7.75 8.00 7.50 8.50 7.00,,7.40,
Performance / Execution,,0.80 9.00 8.00 8.25 8.50 8.25 8.50 8.25 9.50 7.75,,8.40,
