"",,PACIFIC COLISEUM FIGURE SKATING,,,
"",,PACIFIC COLISEUM PATINAGE ARTISTIQUE,,,
"",,PAIRS,,,
"",,COUPLES,,,
"",,FREE SKATING,,,
"",,PROGRAMME LIBRE,,,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,,,
"",,MON 15 FEB 2010 / LUN 15 FÉV 2010,,,
"",,Total Total,Total,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number Score Score Score (factored),,,
1,PANG Qing / TONG Jian,CHN In1f9o 141.81 70.53,71.28,0.00,Info
"# Executed",,Base GOE The Judges Panel,,Scores,
Elements,,Value (in random order),,of Panel,
1 2A+2A+SEQ,,5.60 1.60 2 2 2 1 1 1 2 2 1,,7.20,
2 3T,,4.00 1.00 1 1 1 1 1 1 1 2 1,,5.00,
3 5ALi4,,6.50 1.60 2 1 2 1 1 1 2 2 2,,8.10,
4 SpSq4,,3.40 1.80 2 2 2 1 1 1 2 2 2,,5.20,
5 FCCoSp3,,3.00 0.50 1 2 2 0 1 1 1 1 1,,3.50,
6 3LzTw1,,5.50 x 1.52 2 3 2 2 2 2 2 3 2,,7.02,
7 PCoSp4,,4.50 0.80 2 2 2 1 1 1 2 2 1,,5.30,
8 3STh,,4.95 x 1.52 2 3 3 2 2 2 3 2 2,,6.47,
9 3LoTh,,5.50 x 1.52 3 3 3 2 2 2 1 2 2,,7.02,
10 BoDs1,,3.00 0.42 1 1 0 0 1 1 0 1 0,,3.42,
11 5TLi4,,6.60 x 0.60 2 1 1 1 1 1 1 2 1,,7.20,
12 4Li4,,4.40 x 0.70 2 1 2 2 2 1 1 3 1,,5.10,
"",,56.95,,70.53,
Program Components,,Factor,,,
Skating Skills,,1.60 8.50 9.00 8.75 9.00 8.25 9.00 9.00 9.00 8.50,,8.90,
Transitions / Linking Footwork,,1.60 8.00 9.25 8.75 8.50 8.00 9.00 9.00 8.50 8.50,,8.70,
Performance / Execution,,1.60 9.00 9.75 9.00 8.50 8.50 9.00 9.25 8.75 9.00,,9.00,
Choreography / Composition,,1.60 9.00 9.50 9.00 8.75 8.25 9.00 9.00 8.75 8.75,,8.90,
Interpretation,,1.60 9.25 9.50 9.25 8.50 8.50 9.00 9.25 8.75 9.00,,9.05,
Judges Total Program Component Score (factored),,,,71.28,
Deductions:,,,,0.00,
"",,Total Total,Total,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number Score Score Score (factored),,,
2,SHEN Xue / ZHAO Hongbo,CHN 20 139.91 67.51,72.40,0.00,
"# Executed",,Base GOE The Judges Panel,,Scores,
Elements,,Value (in random order),,of Panel,
1 3T,,4.00 1.80 1 2 2 3 1 2 3 2 1,,5.80,
2 2A+2A+SEQ,,5.60 0.40 1 0 0 1 1 1 0 1 0,,6.00,
3 FCCoSp4,,3.50 0.30 0 0 0 1 1 1 1 1 1,,3.80,
4 3Li4,,4.00 1.00 2 2 1 2 2 3 2 2 2,,5.00,
5 FoDs4,,4.50 1.40 2 1 2 2 2 2 2 3 2,,5.90,
6 5ALi1,,5.50 x -1.40 -2 -2 -2 -2 -2 -2 -2 -2 -2,,4.10,
7 3LzTw1,,5.50 x 1.40 2 2 2 2 2 3 2 2 2,,6.90,
8 3LoTh,,5.50 x 1.64 2 2 3 3 2 3 2 3 2,,7.14,
