"",,PACIFIC COLISEUM FIGURE SKATING,,,
"",,PACIFIC COLISEUM PATINAGE ARTISTIQUE,,,
"",,PAIRS,,,
"",,COUPLES,,,
"",,SHORT PROGRAM,,,
"",,PROGRAMME COURT,,,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,,,
"",,SUN 14 FEB 2010 / DIM 14 FÉV 2010,,,
"",,Total Total,Total,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number Score Score Score (factored),,,
1,SHEN Xue / ZHAO Hongbo,CHN 1 In7f6o.66 42.42,34.24,0.00,Info
"# Executed",,Base GOE The Judges Panel,,Scores,
Elements,,Value (in random order),,of Panel,
1 3T,,4.00 1.80 3 2 1 1 2 2 2 3 2,,5.80,
2 3LzTw1,,5.00 1.24 3 2 1 2 1 2 3 2 1,,6.24,
3 3LoTh,,5.00 1.52 3 2 2 2 3 2 2 3 2,,6.52,
4 FCCoSp4,,3.50 0.70 2 2 2 1 2 1 1 2 1,,4.20,
5 4Li4,,4.00 1.00 2 2 2 2 2 2 2 2 1,,5.00,
6 PCoSp4,,4.50 0.70 2 2 1 1 1 1 2 1 2,,5.20,
7 SlSt3,,3.30 0.90 2 2 2 2 1 2 2 2 1,,4.20,
8 BoDs3,,4.00 1.26 2 1 2 2 1 2 1 2 2,,5.26,
"",,33.30,,42.42,
Program Components,,Factor,,,
Skating Skills,,0.80 9.25 9.00 8.50 8.50 8.75 8.75 8.50 9.00 8.25,,8.60,
Transitions / Linking Footwork,,0.80 9.00 9.00 8.25 8.25 8.25 8.50 8.25 8.75 7.50,,8.30,
Performance / Execution,,0.80 9.25 9.50 8.75 8.50 8.50 9.00 8.75 8.75 8.00,,8.70,
Choreography / Composition,,0.80 9.50 9.25 8.50 8.50 8.50 8.75 8.75 8.50 7.75,,8.60,
Interpretation,,0.80 9.25 9.25 8.50 8.25 8.75 8.75 8.75 9.00 7.75,,8.60,
Judges Total Program Component Score (factored),,,,34.24,
Deductions:,,,,0.00,
"",,Total Total,Total,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number Score Score Score (factored),,,
2,SAVCHENKO Aliona / SZOLKOWY Robin,GER 20 75.96 42.24,33.72,0.00,
"# Executed",,Base GOE The Judges Panel,,Scores,
Elements,,Value (in random order),,of Panel,
1 3FTh,,5.50 1.64 3 2 3 2 2 3 2 3 2,,7.14,
2 3T,,4.00 1.20 1 1 2 1 1 1 2 2 2,,5.20,
3 3LzTw1,,5.00 0.84 1 1 2 2 1 -2 1 2 -2,,5.84,
4 FCCoSp4,,3.50 0.50 -1 1 2 2 0 1 1 2 0,,4.00,
5 PCoSp4,,4.50 0.80 0 2 2 2 1 1 2 2 2,,5.30,
6 BoDs4,,4.50 1.26 1 2 2 1 2 2 2 2 2,,5.76,
7 SlSt3,,3.30 0.80 2 1 2 1 1 2 2 3 1,,4.10,
8 4Li4,,4.00 0.90 2 2 2 2 1 2 1 2 1,,4.90,
"",,34.30,,42.24,
Program Components,,Factor,,,
Skating Skills,,0.80 8.25 8.75 8.75 8.50 8.25 8.00 8.25 9.00 9.00,,8.40,
Transitions / Linking Footwork,,0.80 8.50 8.25 8.75 8.25 8.00 8.00 8.25 9.50 9.00,,8.25,
