10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
1,Oksana DOMNINA / Maxim SHABALIN,RUS,0,36.86,18.82,18.04,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,1S1,,1.4,False,0.46,2,2,1,1,0,1,2,1,2,1,,1.86
2,1S2,,1.7,False,0.3,1,1,1,0,0,1,2,1,1,0,,2.0
3,2S1,,1.5,False,0.3,1,2,1,1,0,1,1,1,1,1,,1.8
4,2S2,,2.0,False,0.4,1,1,1,0,1,0,2,1,1,1,,2.4
5,3S1,,1.7,False,0.3,1,2,1,1,0,1,1,1,2,0,,2.0
6,3S2,,2.3,False,0.6,1,1,1,0,1,1,2,1,0,0,,2.9
7,4S1,,2.2,False,0.6,1,1,1,1,1,1,1,1,1,1,,2.8
8,4S2,,2.7,False,0.36,0,1,0,0,0,1,2,1,0,1,,3.06
,,,15.5,,,,,,,,,,,,,,18.82
,Program Components,,,,Factor
,Skating Skills  ,,,,0.75,7.25,7.5,7.5,7.0,7.25,7.0,7.5,7.0,7.25,6.75,,7.25
,Timing  ,,,,0.75,6.75,7.25,7.25,6.5,7.0,7.25,7.25,6.75,7.0,6.5,,7.05
,Performance / Execution  ,,,,0.5,7.25,7.5,7.5,7.0,7.0,7.5,7.75,6.75,7.25,6.75,,7.35
,Interpretation  ,,,,0.5,6.75,7.5,7.5,7.0,7.5,7.5,7.75,6.5,7.25,6.75,,7.25
,,,,,,,,,,,,,,,,,18.04
