ISU GP HomeSense Skate Canada Int. 2008,,,,,
ICE DANCE COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
1 Meryl DAVIS / Charlie WHITE USA  34.29  17.18,,,17.11,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 1S1  1.80  0.26 0 2 1 0 0 1 1 2,,-,- - -,2.06,
2 1S2  2.40  0.5In0fo 1 1 0 0 1 1 1 1,,-,Info - - -,2.90,Info
3 2S1  2.40  0.24 0 1 0 1 0 0 0 1,,-,- - -,2.64,
4 2S2  2.80  0.12 0 1 0 0 0 0 0 1,,-,- - -,2.92,
5 3S1  2.80  0.28 0 1 0 0 0 0 1 1,,-,- - -,3.08,
6 3S2  3.30  0.28 0 1 0 1 0 0 0 1,,-,- - -,3.58,
15.50,,,,17.18,
Program Components Factor,,,,,
Skating Skills  0.75 7.00 7.25 6.00 6.75 7.00 6.50 6.75 7.00,,-,- - -,6.90,
Timing  0.75 7.00 7.00 6.00 6.50 6.50 6.50 6.50 7.25,,-,- - -,6.70,
Performance / Execution  0.50 7.00 7.50 6.25 6.50 6.75 6.75 6.50 7.00,,-,- - -,6.80,
Interpretation  0.50 7.50 7.50 6.50 6.75 6.75 6.75 6.75 7.25,,-,- - -,7.00,
Judges Total Program Component Score (factored),,,,17.11,
Deductions:,,,,0.00,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
2 Nathalie PECHALAT / Fabian BOURZAT FRA  33.90  16.96,,,16.94,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 1S1  1.80  0.30 1 1 1 1 1 0 1 1,,-,- - -,2.10,
2 1S2  2.40  0.40 1 1 1 1 1 0 1 0,,-,- - -,2.80,
3 2S1  2.40  0.36 1 1 1 2 0 0 1 0,,-,- - -,2.76,
4 2S2  2.80  0.12 1 1 1 0 0 0 0 -1,,-,- - -,2.92,
5 3S1  2.80  0.28 1 1 0 0 0 -1 0 1,,-,- - -,3.08,
6 3S2  3.30  0.00 0 0 0 1 0 -1 1 -1,,-,- - -,3.30,
15.50,,,,16.96,
Program Components Factor,,,,,
Skating Skills  0.75 7.50 7.00 6.50 7.00 6.75 6.25 7.00 6.25,,-,- - -,6.80,
Timing  0.75 7.00 7.00 6.50 6.50 6.50 6.00 6.75 6.50,,-,- - -,6.65,
Performance / Execution  0.50 7.25 7.00 6.25 6.75 6.50 6.50 7.00 6.75,,-,- - -,6.80,
Interpretation  0.50 7.50 7.25 6.50 7.00 6.50 6.50 7.00 6.75,,-,- - -,6.90,
Judges Total Program Component Score (factored),,,,16.94,
Deductions:,,,,0.00,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
3 Kimberly NAVARRO / Brent BOMMENTRE USA  31.67  16.20,,,15.47,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 1S1  1.80  0.12 1 -1 0 0 1 0 0 1,,-,- - -,1.92,
2 1S2  2.40  0.20 1 0 0 1 0 0 0 1,,-,- - -,2.60,
3 2S1  2.40  0.12 0 0 -1 0 1 -1 0 1,,-,- - -,2.52,
4 2S2  2.80  0.12 0 -1 0 1 -1 0 1 1,,-,- - -,2.92,
5 3S1  2.80  0.00 0 0 -1 0 0 -1 0 0,,-,- - -,2.80,
6 3S2  3.30  0.14 0 -1 0 1 0 0 0 1,,-,- - -,3.44,
15.50,,,,16.20,
Program Components Factor,,,,,
Skating Skills  0.75 6.25 6.00 5.50 6.50 6.25 6.25 6.00 6.50,,-,- - -,6.25,
Timing  0.75 6.25 5.25 5.50 6.00 6.00 6.00 5.75 6.25,,-,- - -,6.00,
Performance / Execution  0.50 6.50 6.00 5.00 6.75 6.25 6.25 6.00 6.25,,-,- - -,6.25,
Interpretation  0.50 6.50 5.75 5.25 6.50 6.25 6.25 6.25 6.25,,-,- - -,6.30,
Judges Total Program Component Score (factored),,,,15.47,
