ISU GP HomeSense Skate Canada Int. 2008,,,,,
ICE DANCE ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
1 Meryl DAVIS / Charlie WHITE USA  56.36  29.10,,,27.26,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 STw4  4.70  0.80 0 3 1 1 2 2 2 2,,-,- - -,5.50,
2 DiSt3  7.I2n0fo  1.20 2 1 1 1 2 1 1 1,,Info -,- - -,8.40,Info
3 Sp4  4.70  0.50 1 1 0 1 2 0 2 1,,-,- - -,5.20,
4 MiStNt3  6.20 -0.40 -1 0 -1 -1 1 0 0 0,,-,- - -,5.80,
5 SlLi4  4.00  0.20 1 1 -1 0 1 -1 2 1,,-,- - -,4.20,
6 Li+TRANS  0.00  0.00 - - - - - - - -,,-,- - -,0.00,
26.80,,,,29.10,
Program Components Factor,,,,,
Skating Skills  0.80 7.00 7.25 6.75 7.25 7.25 7.25 7.00 7.25,,-,- - -,7.15,
Linking Footwork / Movement  0.80 7.50 7.25 6.50 7.00 7.25 7.25 7.00 6.75,,-,- - -,7.05,
Performance  0.60 7.25 7.00 6.75 6.75 7.50 7.00 7.25 7.00,,-,- - -,7.05,
Choreography  0.60 7.50 7.50 6.75 7.25 7.50 7.00 7.25 7.00,,-,- - -,7.20,
Interpretation / Timing  1.00 7.25 7.50 6.50 7.25 7.50 7.50 7.50 7.25,,-,- - -,7.35,
Judges Total Program Component Score (factored),,,,27.26,
Deductions:,,,,0.00,
"*  Invalid element",,,,,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
2 Kristina GORSHKOVA / Vitali BUTIKOV RUS  49.82  27.00,,,22.82,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 RoLi4  4.00  0.80 2 2 2 1 1 2 1 2,,-,- - -,4.80,
2 MiStNt3  6.20  0.80 1 0 2 0 1 0 1 1,,-,- - -,7.00,
3 STw4  4.70  0.00 -1 0 0 0 0 0 0 0,,-,- - -,4.70,
4 Sp2  3.50  0.00 0 0 0 1 0 -1 0 0,,-,- - -,3.50,
5 Li+TRANS  0.00  0.00 - - - - - - - -,,-,- - -,0.00,
6 CiSt2  6.40  0.60 1 -1 1 0 0 0 1 1,,-,- - -,7.00,
24.80,,,,27.00,
Program Components Factor,,,,,
Skating Skills  0.80 6.00 6.00 6.25 5.75 6.50 6.00 5.00 6.50,,-,- - -,6.10,
Linking Footwork / Movement  0.80 6.25 5.50 5.75 5.50 6.25 5.50 4.75 6.00,,-,- - -,5.80,
Performance  0.60 6.00 5.50 6.50 5.75 6.25 5.75 5.50 6.25,,-,- - -,6.00,
Choreography  0.60 6.25 5.25 7.00 5.50 6.25 5.50 5.75 6.25,,-,- - -,6.00,
Interpretation / Timing  1.00 6.25 5.75 6.75 5.75 6.50 5.50 5.75 6.25,,-,- - -,6.10,
Judges Total Program Component Score (factored),,,,22.82,
Deductions:,,,,0.00,
"*  Invalid element",,,,,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
3 Vanessa CRONE / Paul POIRIER CAN  49.13  25.30,,,23.83,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 Sp4  4.70  0.50 0 2 1 1 1 1 1 1,,-,- - -,5.20,
2 DiSt2  6.40  0.80 1 0 1 0 1 1 1 0,,-,- - -,7.20,
3 CuLi4  4.00  0.40 1 0 2 1 1 0 1 0,,-,- - -,4.40,
4 MiStNt2  5.40  0.20 0 0 0 0 1 0 1 0,,-,- - -,5.60,
5 STw2  3.50 -0.60 -1 -2 -1 -1 -1 -2 -1 -2,,-,- - -,2.90,
6 Li+TRANS  0.00  0.00 - - - - - - - -,,-,- - -,0.00,
24.00,,,,25.30,
Program Components Factor,,,,,
Skating Skills  0.80 6.50 6.00 6.25 6.25 6.50 6.75 5.50 5.75,,-,- - -,6.25,
