ISU GP HomeSense Skate Canada Int. 2008,,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",= +,,,+,-,
1 Yuko KAWAGUCHI / Alexander SMIRNOV RUS,65.02  37.10,,,27.92,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3T  4.00  0.80 0 1 0 1,1 1 0 0,,1,1 - -,4.80,
2 3LzTw2  5.50 -0.14 -1 0 1 -1,0 0 0 In-f1o,,1,1 - -,5.36,Info
3 3LoTh  5.00  0.70 1 1 2 2,1 1 1 1,,1,1 - -,5.70,
4 3Li4  4.00  0.70 1 1 2 2,-1 1 1 2,,2,1 - -,4.70,
5 FiDs4  3.50  0.14 1 0 0 0,-1 1 1 0,,1,0 - -,3.64,
6 FCCoSp4  3.50  0.40 1 0 1 2,0 1 0 1,,1,1 - -,3.90,
7 SpSq4  3.40  0.60 1 0 0 1,0 1 1 1,,2,0 - -,4.00,
8 PCoSp4  4.50  0.50 1 1 1 1,1 1 0 1,,1,0 - -,5.00,
33.40,,,,,37.10,
Program Components Factor,,,,,,
Skating Skills  0.80 7.50 7.50 8.00 7.25,6.00 7.25 6.75 7.00,,7.50,7.00 - -,7.25,
Transition / Linking Footwork  0.80 7.00 6.25 7.50 6.75,6.00 7.00 6.50 6.50,,7.25,6.50 - -,6.60,
Performance / Execution  0.80 7.25 7.00 8.00 7.25,5.25 7.25 6.75 7.00,,7.50,6.75 - -,7.05,
Choreography / Composition  0.80 7.50 7.00 7.50 7.25,5.25 7.50 7.00 6.75,,7.00,6.75 - -,6.95,
Interpretation  0.80 7.25 7.25 7.75 7.00,5.50 7.25 6.25 6.75,,7.50,7.00 - -,7.05,
Judges Total Program Component Score (factored),,,,,27.92,
Deductions:,,,,,0.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",<  Downgraded jump,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",= +,,,+,-,
2 Keauna MCLAUGHLIN / Rockne BRUBAKER USA,60.66  35.22,,,25.44,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 PCoSp4  4.50  0.50 1 1 2 1,1 1 1 1,,1,1 - -,5.00,
2 3Li4  4.00  0.70 1 1 2 2,-1 1 1 1,,2,2 - -,4.70,
3 3S  4.50 -0.20 -1 -1 0 0,0 -1 -1 0,,1,0 - -,4.30,
4 3LzTw3  6.00  0.42 0 1 1 1,0 0 1 -1,,1,2 - -,6.42,
5 SpSq4  3.40  0.40 0 0 1 1,0 0 1 1,,1,0 - -,3.80,
6 CCoSp2  2.50 -0.06 0 0 0 0,-1 -1 -2 -1,,0,0 - -,2.44,
7 3LoTh  5.00  0.28 0 0 1 1,1 1 -1 0,,1,0 - -,5.28,
8 FiDs2  3.00  0.28 0 1 -1 1,0 0 1 0,,1,0 - -,3.28,
32.90,,,,,35.22,
Program Components Factor,,,,,,
Skating Skills  0.80 6.75 6.50 7.50 6.75,5.50 6.50 7.00 6.25,,7.00,6.75 - -,6.60,
Transition / Linking Footwork  0.80 6.25 5.75 6.75 5.75,5.00 5.75 6.00 5.75,,6.75,6.50 - -,6.00,
Performance / Execution  0.80 6.50 6.50 7.00 6.50,6.00 6.25 6.75 6.25,,7.00,6.75 - -,6.50,
Choreography / Composition  0.80 6.75 6.00 7.50 6.50,5.50 6.50 6.50 6.25,,7.00,6.50 - -,6.40,
Interpretation  0.80 6.50 6.00 7.00 6.25,5.75 6.25 6.25 6.25,,7.25,6.50 - -,6.30,
Judges Total Program Component Score (factored),,,,,25.44,
Deductions:,,,,,0.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",<  Downgraded jump,,,,,
ISU GP HomeSense Skate Canada Int. 2008,,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
