ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,,
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
1 Isabelle DELOBEL / Olivier SCHOENFELDER,FRA  60.71  30.08,,,30.63,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 NtMiTw4  3.30  0.71,1 2 1 1 2 1 1 1,,2,2 1 1,4.01
2 NtMiSt3  3.80  0.64,1 1 1 2 2 1 2 0,,1,0 1 1,4.44
3 Sp3  4.00  0.29,1 1 0 0 1 0 -1 0,,0,1 0 1,4.29
4 SlLi4  4.00  0.71,1 1 0 1 2 1 1 1,,2,2 2 2,4.71
5 DiSt3  6.20  1.43,1 1 1 2 2 1 3 1,,2,1 1 1,7.63
6 CuLi4  4.00  1.00,2 1 2 2 2 2 2 1,,2,2 2 2,5.00
25.30,,,,,30.08
Program Components Factor,,,,,
Skating Skills  0.80,8.00 7.75 8.00 8.25 8.25 8.00 8.50 7.75,,8.25,8.00 7.75 8.25,8.14
Linking Footwork / Movement  0.80,7.75 7.75 7.75 7.75 8.00 7.50 8.50 7.50,,7.75,8.00 7.75 8.00,7.86
Performance  0.60,8.00 8.00 8.00 8.25 8.00 7.75 8.00 7.75,,8.00,7.75 7.75 8.25,8.04
Choreography  0.60,8.25 8.00 8.00 8.25 8.00 8.00 8.25 7.75,,8.00,8.00 8.00 8.25,8.11
Interpretation / Timing  1.00,8.00 8.00 8.25 8.00 8.25 7.75 8.25 8.00,,8.25,7.75 7.75 8.25,8.14
Judges Total Program Component Score (factored),,,,,30.63
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
2 Oksana DOMNINA / Maxim SHABALIN,RUS  59.78  29.29,,,30.49,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 NtMiTw4  3.30  0.36,1 1 0 1 2 1 0 0,,0,1 2 1,3.66
2 NtMiSt3  3.80  0.64,1 2 1 1 2 1 2 1,,1,1 2 1,4.44
3 SlLi4  4.00  0.86,1 1 2 2 2 1 1 2,,2,2 2 2,4.86
4 Sp3  4.00  0.50,1 1 1 1 2 2 1 2,,1,1 1 1,4.50
5 DiSt2  5.40  1.57,1 2 2 2 2 1 2 1,,1,1 2 1,6.97
6 RoLi4  4.00  0.86,2 1 2 1 2 1 1 2,,2,2 1 2,4.86
24.50,,,,,29.29
Program Components Factor,,,,,
Skating Skills  0.80,8.00 7.75 8.25 8.00 8.25 8.25 7.50 8.00,,7.75,7.75 8.25 8.00,7.93
Linking Footwork / Movement  0.80,8.00 7.75 8.00 7.75 8.25 7.75 7.50 8.00,,7.50,7.75 8.00 8.00,7.82
Performance  0.60,8.25 8.00 8.25 8.00 8.25 8.25 7.75 8.25,,7.75,7.75 8.25 8.50,8.04
Choreography  0.60,8.25 8.00 8.25 8.25 8.00 8.00 7.50 8.50,,7.75,7.75 8.25 8.25,8.04
Interpretation / Timing  1.00,8.00 8.25 8.50 8.50 8.25 7.75 7.50 8.25,,8.00,8.25 8.25 8.50,8.25
Judges Total Program Component Score (factored),,,,,30.49
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
3 Albena DENKOVA / Maxim STAVISKI,BUL  56.56  27.02,,,29.54,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 NtMiTw4  3.30  0.00,0 1 0 -1 1 0 -1 -1,,0,0 0 0,3.30
2 NtMiSt3  3.80  0.36,1 1 -1 1 2 1 0 0,,1,0 0 1,4.16
3 SlLi4  4.00  0.79,1 1 1 2 2 1 2 1,,2,2 2 1,4.79
4 CoSp1  3.00  0.07,0 1 0 -1 0 1 -1 0,,0,1 1 1,3.07
5 DiSt3  6.20  1.00,1 1 0 1 1 1 1 1,,1,1 1 1,7.20
6 RoLi4  4.00  0.50,1 1 0 1 2 0 1 0,,1,1 1 1,4.50
24.30,,,,,27.02
Program Components Factor,,,,,
