PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
"",,Total Total,,Total,Total
"",NOC,Segment Element,,Program  Component,Deductions
Rank Name,,,,,
"",Code,Score Score,,Score (factored),
"",,= +,,+,-
1 Aliona SAVCHENKO / Robin SZOLKOWY,GER,65.38  36.15,,30.23,1.00
"# Executed Base GOE",,The Judges Panel,,,Scores
Elements Value,,(in random order),,,of Panel
1 3FTh  5.50 -1.91,-3 -3 -3 -3,-3 -2 -3 -3,,-3 -3 -3 -2,3.59
2 3T  4.00  1.43,1 1 2 1,0 1 1 1,,2 1 2 2,5.43
3 3LzTw1  4.50  0.10,0 -2 1 0,0 -1 0 0,,1 -1 1 0,4.60
4 4Li4  4.00  0.39,1 1 2 1,2 1 2 1,,2 1 1 1,4.39
5 BoDs3  4.00  0.60,0 0 2 0,1 2 1 1,,2 1 1 0,4.60
6 PCoSp4  4.50  0.07,0 0 1 0,1 1 0 0,,0 0 0 0,4.57
7 FCCoSp4  3.50  0.50,0 0 2 1,0 2 1 1,,1 0 1 1,4.00
8 SpSq4  3.40  1.57,1 1 2 1,1 2 1 1,,2 1 2 2,4.97
33.40,,,,,36.15
Program Components Factor,,,,,
Skating Skills  0.80,8.00 7.25 8.00 7.00,7.00 7.50 7.75 7.25,,8.00 7.25 7.75 7.50,7.68
Transition / Linking Footwork  0.80,7.50 6.75 7.75 7.00,6.50 7.00 7.00 7.50,,7.75 6.75 7.75 8.00,7.39
Performance / Execution  0.80,7.75 7.25 7.25 7.25,6.75 7.50 7.25 7.50,,8.00 7.00 8.00 7.75,7.54
Choreography / Composition  0.80,7.75 7.00 7.50 6.75,7.00 7.75 7.50 7.50,,8.00 6.75 7.75 8.00,7.61
Interpretation  0.80,7.75 7.00 7.75 7.25,7.00 8.00 7.25 7.75,,7.50 7.00 8.00 7.50,7.57
Judges Total Program Component Score (factored),,,,,30.23
Deductions: Falls:,-1.00,,,,-1.00
"",,Total Total,,Total,Total
"",NOC,Segment Element,,Program  Component,Deductions
Rank Name,,,,,
"",Code,Score Score,,Score (factored),
"",,= +,,+,-
2 Maria PETROVA / Alexei TIKHONOV,RUS,62.22  32.91,,29.31,0.00
"# Executed Base GOE",,The Judges Panel,,,Scores
Elements Value,,(in random order),,,of Panel
1 3LzTw1  4.50  0.20,0 -1 1 0,1 1 1 0,,0 1 0 0,4.70
2 3T  4.00  0.57,1 1 2 0,1 0 0 0,,1 0 -1 1,4.57
3 3LoTh  5.00 -1.40,-2 -2 -2 -2,-1 -2 -2 -1,,-1 -2 -2 -2,3.60
4 FCCoSp4  3.50  0.43,0 0 1 1,2 1 2 1,,1 1 1 1,3.93
5 SpSq4  3.40  0.71,-1 1 2 0,1 0 1 0,,1 0 1 1,4.11
6 4Li4  4.00  0.43,1 1 3 2,2 2 1 2,,1 2 1 2,4.43
7 BoDs1  3.00  0.00,0 1 0 0,1 0 0 0,,0 0 0 0,3.00
8 PCoSp4  4.50  0.07,0 0 1 0,0 0 1 0,,0 0 0 0,4.57
31.90,,,,,32.91
Program Components Factor,,,,,
Skating Skills  0.80,7.50 7.75 7.50 7.25,8.00 7.50 8.00 7.75,,7.75 7.50 7.50 7.00,7.54
Transition / Linking Footwork  0.80,7.00 7.00 7.75 7.00,7.75 6.75 7.25 7.50,,7.00 7.25 6.50 7.00,7.00
Performance / Execution  0.80,7.50 7.50 7.25 7.50,7.75 7.25 7.50 7.75,,7.25 7.50 6.75 7.00,7.32
Choreography / Composition  0.80,7.25 7.50 7.75 7.25,7.75 7.50 7.75 7.75,,7.25 7.25 6.50 7.25,7.39
Interpretation  0.80,7.50 7.50 7.50 7.25,8.00 7.50 7.50 7.50,,7.00 7.25 6.75 7.50,7.39
Judges Total Program Component Score (factored),,,,,29.31
Deductions:,,,,,0.00
"",,Total Total,,Total,Total
"",NOC,Segment Element,,Program  Component,Deductions
Rank Name,,,,,
"",Code,Score Score,,Score (factored),
"",,= +,,+,-
3 Dorota SIUDEK / Mariusz SIUDEK,POL,57.81  32.07,,25.74,0.00
"# Executed Base GOE",,The Judges Panel,,,Scores
Elements Value,,(in random order),,,of Panel
1 3LoTh  5.00  0.10,1 0 -1 0,0 0 0 0,,1 0 0 0,5.10
